"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(5, 0)","(5, 1)","(5, 2)","(5, 3)"
0.007963973716376787,-0.0015452420051597694,0.00013984380513915542,0.0003242650337219497,0.007612241448825654,-0.0011734818759535823,0.00016486617043225056,0.0003021350325947864,0.010528616208292322,-0.0017020804982394602,0.0001234804234350425,0.00025485742327988054,0.01117949501019643,-0.0018542734860979024,0.00014540692717099338,0.00015274939209511192,0.00885826551201662,-0.0016505720480143916,0.00011686099015424469,0.00021478811244127056,0.010909471703555888,-0.0005743956569182957,0.00023522542445473426,4.0127314514877186e-05
0.005749635932285459,0.0001345306085702185,-0.00012509031359360823,-0.00017453701782561872,0.006882216430118455,0.00013353891302086656,-0.00012091335976431092,-0.00021336007858030383,0.006099440559301148,9.928336808661058e-05,-0.0001387524624561083,-0.0001797235698309942,0.0072765315007577,6.9905845656452005e-06,-0.00012324514361755515,-0.0002452165748074094,0.004692056229655637,0.00014272002340731394,-0.00014434362037092638,-0.00021331256205119162,0.0073568737668321706,0.0002996778053655129,-0.00010390216446328671,-0.0002657835105516401
0.005041262430420277,0.00015050629099039363,4.506462380367014e-05,0.00013764469584964952,0.008130294740969927,0.00010584427701498776,5.3484051635270676e-05,3.561913378104636e-05,0.0063086234656653355,4.680680868822919e-05,1.5368001092747714e-05,0.00011143822936656502,0.008906340240983114,-0.00015138133663925642,4.8866113015715136e-05,-2.9520347043817344e-05,0.003788294524379743,0.00012110226713800163,6.650858698427264e-06,3.516861778640158e-05,0.009144611729245156,0.0003989367592031535,8.450058824433898e-05,-6.500673020244143e-05
0.0037528157746728437,-0.0006215916628790285,-7.64719952013328e-06,0.00016723408816743794,0.004327775184148842,-0.00039232004930400395,1.0754152851522074e-05,0.00012637790598901886,0.0070295457947409995,-0.0008055749700333196,-1.5022450512051719e-05,7.348789783859817e-05,0.006727735977187794,-0.0009066400570392809,-2.535999136089241e-06,9.034072483443335e-06,0.0034620005052704893,-0.0006771322504600098,-3.600063389677187e-05,7.302002258949026e-05,0.006507351844588332,0.00024738079981980637,7.825569298036458e-05,-9.16703940862904e-05
0.0032070619914774225,-0.0007542279315190072,-1.265779162534484e-06,0.00011331887048813435,0.003780262340558356,-0.00047886501307537767,2.0394814643764113e-05,6.828108657285962e-05,0.005526135978303454,-0.0009034277642955852,-2.214974369538602e-05,5.2836703456163465e-05,0.006754733857194869,-0.0010757518700569085,4.066164122450776e-06,-6.502250034822902e-05,0.0030725366723820266,-0.0008256900301002025,-3.264371855850893e-05,3.566785240937719e-06,0.006784997739319246,-7.561779393860696e-05,7.222042183974578e-05,-0.00014421980721756567
0.002026320187012534,-0.0009029167043004191,-1.7346114632671302e-05,3.4593128799376206e-05,0.001417256567255094,-0.0004777108257176361,1.0498191306607962e-05,1.6385863248183222e-05,0.00386275963982594,-0.0010313185710773408,-4.234212816064734e-05,-1.0134383185733694e-05,0.005727892697080411,-0.0012158368433905751,-1.2718199445657224e-05,-0.00013884334898026711,0.002978017871578881,-0.0010149714579755522,-4.178963549139496e-05,-8.185839429567786e-05,0.0055689110309127526,-0.00019594886293635338,5.8381516024544244e-05,-0.00022653623258435352
0.0051670986104892114,-0.0009845736375770579,5.905869483154158e-06,-1.1293194605040905e-05,0.0035876016605885823,-0.0005420697376879558,3.133667818395463e-05,2.2506236314437004e-06,0.008496003559462425,-0.001162345083770636,5.954635798141743e-06,-0.0001093561496680083,0.007768365673895359,-0.0012011470804824647,9.02000564451347e-06,-0.00013130837696553516,0.006706882585473277,-0.0010953752442709242,-5.514511478157551e-06,-9.778758495227792e-05,0.0072029699301588345,-0.0001494694936737405,8.57179470297121e-05,-0.00023639219833433223
0.0032972008784746456,0.00119425717969917,-0.00038262769898969774,-0.0004449041961996927,0.0015693034180969566,0.0013904703781547633,-0.00037520453178786864,-0.0004035939704108171,-0.0009535378640257732,0.0013806822112597927,-0.00041616305179922354,-0.0003071511353707593,0.0030796989604775916,0.0012160846721730684,-0.00038304232724409987,-0.00043278459029739047,-0.00559305667209694,0.0015314465799567058,-0.00043740528082246346,-0.0003829067460924281,0.0032868864063094034,0.0009720742083707546,-0.00040147809405417285,-0.0004056280449626699
-0.0017470286388743018,0.0012571966033876989,-0.0004638993914588723,-0.0003527851627581123,-0.0029872464922231787,0.0015077868404953648,-0.00045079447603923653,-0.00033323574388336325,-0.007697715540069658,0.0015004477651139048,-0.0005254718842366758,-0.00015446521550399833,-0.0004149179271020443,0.001192192061502173,-0.00046420845777941813,-0.0003885139795489146,-0.008265301021483724,0.0014802204239660942,-0.000513718077696087,-0.0003423168215408159,-0.00012471175107538082,0.0009130671039007127,-0.0004857454447122607,-0.0003555069586807006
0.024475150241932756,-0.0007377047417449478,0.0003294768713133321,-0.000270040168752708,0.022175681546344878,-0.0005263158787817487,0.0003358319083950531,-0.0002104880290502905,0.022852409509256322,-0.0006564430447884266,0.0003250010910101279,-0.0002205702877260605,0.023448898962878842,-0.0006756139155384345,0.0003292167918796382,-0.00023578168593890107,0.01889568100746128,-0.0005116403817784679,0.0003008629109269452,-0.0002102455474974141,0.023379083550340567,-0.0006761794697627728,0.0003297662644638535,-0.0002382852932159167
0.02396151899926992,-0.0010494999091677773,0.00035995405426576967,-0.0003472184430715183,0.023335556303981198,-0.0009891675414142895,0.0003618815700389333,-0.00033126371770391734,0.02364539683156415,-0.0010331875920056447,0.0003594797149362918,-0.00033773021706358093,0.023843846862450908,-0.0010276912442526106,0.0003593149997153422,-0.0003350562019227784,0.022968982822243186,-0.0010082391832966996,0.00035528123015470686,-0.00033506937304164555,0.023656496894308612,-0.0009992277253827039,0.0003628402262592259,-0.0003441818775293818
0.006368246583526286,-0.0009176652280456079,-0.0003757502651701123,-0.0007794806641444294,0.004126433842109178,-0.0006928622710698795,-0.0003682285491435366,-0.000723144099612036,0.005004106439827071,-0.0008504814556114347,-0.00038044338222389024,-0.0007375458399671188,0.005739880300039529,-0.0008642394326595943,-0.0003765485565989794,-0.0007498674075771193,0.001871741698220332,-0.0007366206498176853,-0.0003992656154113841,-0.0007329417988245418,0.005512318241072727,-0.00083729116626821,-0.0003727882086042017,-0.0007603395968428889
0.0028075808720118807,1.1024994293038794e-05,6.872948365372913e-05,0.00013368427969992836,0.005121916962967369,0.00013750266378441525,8.637001580314818e-05,4.252555926415575e-05,0.0032937216031203474,-6.933054739350283e-05,2.3862384276952364e-05,0.00013616763926706113,0.0072914300791202,-0.0003653035526282949,7.422250996302287e-05,-7.487924586043742e-05,0.0019054057662927712,-4.752477854668444e-05,2.6156649220903164e-05,5.8604942016226875e-06,0.007770393032398505,0.000314863816296139,0.00011671098767965578,-0.00011200358432461246
