s1-f1,s1-f2,s1-f3,s1-f4,s2-f1,s2-f2,s2-f3,s2-f4,s3-f1,s3-f2,s3-f3,s3-f4,s4-f1,s4-f2,s4-f3,s4-f4,s5-f1,s5-f2,s5-f3,s5-f4,s6-f1,s6-f2,s6-f3,s6-f4
0.001984543840203335,0.0015204317141240251,1.370228109114868e-06,9.862664922182902e-05,0.0002608975772907645,0.004347234122104738,2.7205117382646776e-05,0.0002096682240220195,0.00040830712540734803,0.003935391376419527,3.1695610866820046e-05,0.00017869956277220863,0.0004776820693383093,0.0018190851763344455,3.0499335280926622e-05,0.0001545906847032835,2.347738697499686e-06,0.003066557895749342,2.284524919305265e-05,0.00012259883063371821,3.9319403348444096e-05,0.006711945491627154,1.1105585440107418e-05,0.00016732904787115723
0.00108031396199076,0.0017252828784314845,6.199961899658279e-06,3.718602223705812e-11,0.00014693179573467346,0.004772374339499626,2.823119647677036e-05,6.586432856133491e-05,0.001266333273391653,0.004273103074626592,2.1752350633765493e-05,6.0054311864911104e-05,0.000930447611553647,0.0023269834895238047,2.4797027115222655e-05,4.620147156127796e-05,6.560567853787985e-05,0.003348090477459305,2.245760351509908e-05,3.936784009528976e-05,8.062041894780457e-05,0.004142706045928868,1.2937412111016983e-05,3.9202156794571645e-05
0.00017802095177824108,0.001760174798245853,7.097334742489354e-06,4.225675453585959e-05,0.0008224634115786109,0.004822815952379125,8.134884659642856e-05,1.2059211773321102e-05,0.0023075213614790146,0.004330442026014126,6.573679212308424e-05,1.186413807948193e-05,0.00203345350525952,0.002428888279440102,6.558821514777291e-05,8.282504948055499e-06,0.0005404256377533084,0.003409665923998442,5.4787432822219115e-05,7.923527084534249e-06,0.0005530776673194719,0.004269675581038723,3.845823909198633e-05,9.355681292171292e-06
0.0019924123186598653,0.0015165860892037164,1.149173944175052e-06,9.989259513001853e-05,0.0001140098978454554,0.004213810047158805,4.214361399209283e-05,0.00022941799951668493,0.004190609959620457,0.0037066942181383862,2.416529636526327e-05,0.00020954888167423345,0.00023594962697143617,0.0023195261932223423,3.0087584448771292e-05,0.00015787797831258855,2.4116016001921367e-05,0.002774391809614789,3.7538743014814984e-05,0.00013468091362190643,1.106938437845045e-05,0.0016106598215658153,2.2831365897785837e-05,8.194774044677501e-05
0.0012148515286313976,0.0022891529788664324,3.4211567804560572e-06,8.729172385867537e-05,0.00022172997538107424,0.004855325312255276,4.910889758386989e-05,0.00018122531132035594,0.00014124773225779907,0.004422217287193012,4.9141794944061406e-05,0.00015295697686057089,0.0007172028272413824,0.002114722792814529,4.6786771148985375e-05,0.00013158690540220953,1.8624679120586267e-05,0.0036195478601738712,2.9015437576315737e-05,0.00010085872258967913,5.045512066635461e-10,0.005762968546056116,2.234042909270774e-05,0.00012642779413151473
0.0022136573291239724,0.001835871116890975,3.0959921009882176e-05,3.772386286950916e-05,0.00018198708200233184,0.004811687826617541,4.718969704154326e-06,0.0001408818246043271,0.000591613587995794,0.004371890052342683,7.949114282670703e-06,0.00011934210065389285,0.000362739195862735,0.0021869671020403377,8.30908350339367e-06,0.00010437049861948615,2.1048438739047243e-06,0.003564655456211103,3.7649136549292705e-06,7.986674529593865e-05,4.169594506108589e-05,0.00621635517717644,1.799008640879764e-06,0.00011058610056304094
0.0018888050752292964,0.0017326198412360326,1.5820017309707786e-05,3.565890618549064e-05,0.0001737395177288984,0.004697150180654932,1.2503948794317745e-05,0.00014160336951635113,0.00019753756714455687,0.0042672873950017915,1.490693520179787e-05,0.00012025154925053573,0.0004355911231354636,0.0022306583266078037,1.5009604495288257e-05,0.00010371786768558827,1.886833766762518e-06,0.0034743587770608942,8.535463456033664e-06,7.982128395904713e-05,8.6188883568116e-06,0.005788800310220854,5.143691489641958e-06,0.00010560754328242753
0.0388549314880639,0.00799872136724886,0.0001792219687834006,0.0004578381237134074,0.01831917826186676,0.007027515910863477,0.00011886605017383844,0.00017686497726905918,0.013524935708234547,0.006135618906262824,0.00010911929781894459,0.0001313504542416497,0.01807752293646959,0.004563811228190153,0.00010383149555438362,0.000119777332658521,0.020365636939241875,0.004769544586428347,9.58741618759809e-05,8.366246639503495e-05,0.018997352662848906,0.005042038723904022,6.862706367970168e-05,8.126205068114303e-05
0.03902605286035601,0.006854551810013225,0.0001878393726022425,0.0005667076489062788,0.021244041237902498,0.0068395331372831086,0.00016359938092951612,0.00018394201560032844,0.010858795317237019,0.006053753327401091,0.0001325397488512728,0.0001417214476032893,0.01132343397623213,0.0024439719258362376,0.00013868622834830644,0.00013248493145212757,0.01794957025524068,0.00518994934818111,8.719783307671625e-05,0.00010110215505322232,0.018171506568540503,0.006064610686085895,7.976016231765663e-05,7.639293728233506e-05
0.00023293779902414056,0.002831463176057439,4.602093239115759e-05,0.00012478928765167715,0.0027795022645505036,0.004439924249507625,5.55997063220096e-05,0.0001465068185936263,0.004934097117012302,0.004066576253544434,8.586354000845878e-05,0.00011946920743277638,0.0013402083290331027,0.001523792976113512,7.065861862768124e-05,0.00011738070188016478,0.00015924224808942076,0.003372649932948882,3.486565836008928e-05,8.502897340004235e-05,5.6327687664000454e-05,0.004218651297498306,3.834585986330361e-05,0.0001011234817232395
3.294147617253533e-05,0.0017969990568264698,2.517516479661381e-05,2.3777466176043456e-05,0.00099357162496422,0.004864566279361513,0.0001186272192305102,2.2460808841691827e-05,0.006240487986536758,0.004308917862853265,8.91227719808048e-05,2.3306793237730455e-05,0.0028117784117058196,0.0023398733719870108,9.204469900199894e-05,1.5048673829022984e-05,0.0007188252023958197,0.0032377730299148343,8.972532189990697e-05,1.5813399158732013e-05,0.000997289348138881,0.0031030933936263797,5.9887798169932686e-05,8.694138165285455e-06
3.6141940052051065e-05,0.0013984783975451176,2.6629394685461158e-05,0.00010772176499164689,0.0034134622075116974,0.004377854294371367,0.00010379346454668037,1.3249068996173275e-07,0.0017406389076395448,0.003916642338037611,9.851530703001182e-05,3.4009169407628366e-07,0.004615006687301895,0.0015757195623056451,9.51206024530661e-05,2.058398773147328e-07,0.0013629716936159355,0.0029519054819998644,8.029421914705322e-05,6.637037775640958e-07,0.0012222422987961357,0.005589562325478362,4.93545105589459e-05,5.151723724092626e-06
0.005036093211275711,0.00025676218170604724,0.00017409513219800228,0.0002874722436709611,0.016842933522600242,0.002095945936621491,0.000203124085342112,3.2562120914620965e-05,0.0010635624437714307,0.0018996763091241428,0.00022638487691310817,2.793033944763029e-05,0.012995770439740192,0.00043885050361287874,0.00019354541141764872,1.864794001789399e-05,0.007246369979683033,0.0014565991971832554,0.00013565971940867922,1.3737557172582317e-05,0.00584038781291257,0.005078253342189975,0.00010113663658776826,1.029628931543687e-07
0.030656110155908828,0.012174117920160456,0.0003295042496760559,0.000253995876649449,0.027213742350136697,0.00681957856460781,0.0001490333342905056,0.00015956615634914458,0.015256500590736343,0.006196793943367436,0.00011191351264050634,0.0001316911658505865,0.024349669249026346,0.007123255323017473,9.487762280197715e-05,0.00011670393091495731,0.019980090934619246,0.004939425928486843,8.85206103613133e-05,8.542046998183464e-05,0.01822109889098107,0.003446201558201423,7.62024990306302e-05,0.00010280770748353722
0.024611704203869947,0.014926553737579687,0.00040938628092252334,9.003888755284157e-05,0.03387843729718039,0.006002088975635079,0.00013791688746893254,0.00011634169127596621,0.006044106409266902,0.005414481864098861,8.024278929593392e-05,9.210758272921096e-05,0.02681731518877944,0.007502150228431527,7.197770383155832e-05,9.09885152495466e-05,0.01962085555462921,0.00457137058629553,6.528863694400053e-05,6.88668130797647e-05,0.01729405467154722,0.0016040538695116134,6.91397810545036e-05,0.00011105425648403187
0.023623964249349344,0.012566726309348972,0.0002223759026332042,9.945067887853771e-08,0.03828619921071279,0.004062862763016441,5.245357959974964e-05,2.7391972747985256e-05,0.0055861173140025824,0.0036859380215005727,1.962852020419602e-05,2.1021552247783227e-05,0.026025555927312944,0.004948451308158685,2.016177211213049e-05,2.51007785365686e-05,0.02000664492796278,0.0032726301112556352,1.6082408445797793e-05,2.01414672267854e-05,0.017743844780929944,0.0005877291113541233,2.5169570924913058e-05,5.152870420191646e-05
0.04051489903946272,0.007998891380842987,0.00021977572011087492,0.0005440063337395228,0.020930889576842155,0.0072910384030825766,0.00016025755944425348,0.00019804639928629582,0.01457561838073673,0.006443671710827938,0.000138927148677356,0.0001526037908041399,0.02213362640262605,0.00629840550601963,0.00012305074878186565,0.0001365596855858359,0.02032700170043848,0.005162677971620427,0.00010793209454140385,9.994991673518219e-05,0.019524174571275494,0.0057423656336626815,8.45194003039567e-05,8.790599958226553e-05
0.03856487685163409,0.007039385379572855,0.0001919259245874034,0.0005590147490070364,0.02167747111559514,0.006760800939456368,0.0001605871966085038,0.00018853290303630905,0.012787853195207617,0.0060234115082574355,0.00013109123872783308,0.00014825178546732325,0.012936227113572785,0.0029510095568627977,0.00013181354711131265,0.0001356035017358019,0.017793589649328874,0.00525569822510767,7.87690822696194e-05,0.00010640673463548356,0.017943939973140192,0.0051490983384416605,8.102729281235414e-05,8.866311961904709e-05
0.037701325679194105,0.005141985490073765,1.0492894200867844e-05,0.00023475118816227044,0.015592073187191604,0.0046483437632157745,8.041406591272615e-06,9.141741254015397e-05,0.018275986992320914,0.0040190897698053184,1.299509928759648e-05,6.517259787124664e-05,0.02003554132603099,0.0034286097006598695,1.24773231204777e-05,5.7641264850628746e-05,0.020501777927438306,0.0029539748476120078,1.9562707972844093e-05,3.757920948106849e-05,0.018763422921332998,0.0030754784073564077,8.547868321032992e-06,4.1224507972464314e-05
0.038546573502810245,0.008864023589292213,0.0002517324468778126,0.0004860559397186777,0.01793056821790867,0.0073818040496785135,0.00014855607618326707,0.00020303348412163976,0.013082838700356461,0.006417145354215335,0.00013700996803276796,0.00014988478650556844,0.011192811849279007,0.002145353457284195,0.0001458710504533755,0.00013934435874025407,0.020241929926095283,0.005202438399045367,0.00010523904595983334,0.00010019773406676292,0.01903539854395191,0.0045735053306675865,8.911900336130223e-05,0.00010237603770373336
0.038106200223025355,0.009284356084517264,0.0002383772379988784,0.00033392834121054874,0.025532229945394735,0.006968713493529382,0.00014987955018406403,0.0001389479435025482,0.009932124207294132,0.006153436246551693,0.00011416935286013896,0.00010423300877736668,0.004039238960749479,0.00011941198284275327,0.00015207192761845193,0.00010556886604173216,0.01839823174560476,0.006114936169834921,4.3284305826164294e-05,9.204879746417092e-05,0.020185821842993702,0.005660455943017369,7.23822496844514e-05,6.22900696355438e-05
