s1-f1,s1-f2,s1-f3,s1-f4,s2-f1,s3-f1,s4-f1,s4-f2,s5-f3,s6-f2,s6-f4
0.000202343815329,0.00047987526985,6.24436843822352E-07,6.60678325423634E-05,3.6300314434155E-05,0.000234480024731,0.00012698809249,0.001300047592491,4.02325242060632E-06,0.002917657287521,7.08303322046311E-05
0.000110148662073,0.000544529937888,2.82543075469553E-06,2.49101019801329E-11,2.04435412583361E-05,0.000727221835686,0.000247352318492,0.001663027835463,3.95498455453995E-06,0.001800818630014,1.6594260376331E-05
1.81509916090679E-05,0.000555542447875,3.23437920786315E-06,2.83068745058918E-05,0.000114434487131,0.001325148723198,0.00054057792489,0.001735856243125,9.64855624283718E-06,0.001856011806102,3.96025688519662E-06
0.000203146084304,0.000478661522281,5.23698606042388E-07,6.69158619839987E-05,1.58629113515437E-05,0.002406556892654,6.27253878177718E-05,0.001657698321359,6.61090791457864E-06,0.000700147724974,3.46884522030706E-05
0.00012386609375,0.000722497362596,1.55908080413663E-06,5.84748142589512E-05,3.08506805980807E-05,8.11148512775273E-05,0.000190662837912,0.001511331251198,5.10987770268507E-06,0.002505140602994,5.35168446373349E-05
0.000225704194955,0.000579433551302,1.41089758937207E-05,2.52703896419324E-05,2.5321002855755E-05,0.000339748096744,9.64314164393706E-05,0.001562962170685,6.63034920195763E-07,0.002702226054597,4.68110608393959E-05
0.000192582304101,0.00054684561374,7.20945776281748E-06,2.38871203786715E-05,2.41734675679593E-05,0.000113440620423,0.000115798539202,0.001594187025932,1.50317134736824E-06,0.002516369573053,4.47036391420158E-05
0.003961643437843,0.002524538615517,8.16745765075769E-05,0.000306695733128,0.002548862039987,0.007767014244938,0.00480576999222,0.003261623961858,1.68842961869921E-05,0.002191755139417,3.4398199945576E-05
0.003979090949282,0.002163418369253,8.56016777010098E-05,0.00037962504398,0.002955816549912,0.00623592006138,0.003010247554551,0.001746636089192,1.53563171945706E-05,0.002636263298966,3.23371058082022E-05
2.37503057549583E-05,0.00089366009868,2.09725414191508E-05,8.35936111051317E-05,0.000386729563461,0.002833521978993,0.00035628404365,0.0010890107928,6.14015383276799E-06,0.001833831743272,4.28055373246442E-05
3.35870835216532E-06,0.000567164838318,1.14727616108095E-05,1.59280039015343E-05,0.00013824184484,0.003583747836767,0.00074748959596,0.001672239861861,1.58014305500883E-05,0.001348902947002,3.68022589212544E-06
3.68502720644591E-06,0.000441384635803,1.21354795305072E-05,7.21604514275717E-05,0.000474936382041,0.000999603065226,0.001226863919889,0.001126121222946,1.41405291233293E-05,0.002429761575587,2.18072299727021E-06
0.000513479366936,8.10387076833925E-05,7.93381876721099E-05,0.000192571360837,0.00234346286084,0.0006107758905,0.003454825300157,0.000313633769385,2.38908882051381E-05,0.002207497496844,4.35841595924778E-08
0.003125692749355,0.003842367972105,0.000150160832583,0.00017014627565,0.003786418465431,0.008761406336595,0.006473171695519,0.005090784672354,1.55892700885052E-05,0.001498050766815,4.35184695478726E-05
0.0025094059549,0.004711085631937,0.000186564467232,6.03150790590298E-05,0.004713719227277,0.003470971070873,0.007129176329027,0.005361569908801,1.14979120780577E-05,0.000697276142632,4.70092310903429E-05
0.002408696125819,0.003966282157107,0.000101340576696,6.66198319644153E-08,0.005326998756637,0.003207959999791,0.00691869323833,0.003536515108487,2.83225576407423E-06,0.000255483619015,2.18120839336051E-05
0.00413089349968,0.002524592274829,0.000100155628177,0.000364417930073,0.002912245797435,0.008370393622133,0.005884053803088,0.004501288351508,1.90078058223531E-05,0.002496184594998,3.72105813808631E-05
0.003932069507249,0.002221755128639,8.74639907033159E-05,0.0003744717388,0.003016122364204,0.00734372717712,0.003438996166312,0.002109001227501,1.38719388977625E-05,0.002238293548429,3.75310700491863E-05
0.003844021949204,0.001622902003222,4.78179486595432E-06,0.000157254680261,0.002169422825819,0.010495417824666,0.005326294073635,0.002450328244616,3.44516759437644E-06,0.001336898817047,1.7450320980195E-05
0.003930203300336,0.002797643374809,0.000114718865837,0.000325598230143,0.002494792289956,0.007513129580944,0.00297552266994,0.001533222101675,1.85335359147213E-05,0.001988085447682,4.33357438687679E-05
0.003885302901667,0.002930307780384,0.000108632664259,0.000223691283262,0.003552459109998,0.005703757257314,0.001073800512227,8.5340292378258E-05,7.6227528409862E-06,0.002460578762661,2.6367366464264E-05
0.002868492008281,0.000683136145853,9.06010912299714E-06,1.60558866352908E-06,0.001675267425421,0.011569958722652,0.003230414915189,0.000166727760749,7.29289391859561E-08,0.000449664605408,2.98885047792477E-07
0.003384337800652,0.001509536370583,7.43683889971304E-10,8.9084328556136E-06,0.002624448775626,0.007824391196834,0.001545219505673,2.22865444419822E-05,3.85366558029249E-08,0.000815538063838,2.52271440015632E-06
2.94047095551217E-05,0.000757954708774,7.86299831326428E-06,6.59227547505989E-05,0.000471254803453,0.003434230796022,9.69987379076215E-05,0.001753384203151,2.84519372898025E-06,0.000121205541473,1.14438983731376E-05
0.00013263679107,0.000793537298181,7.6405458998244E-06,0.000321531952835,0.000261276657985,0.004959509479387,1.23371311522557E-05,0.001748843271867,3.21419279360251E-06,0.000377924848956,6.54035106645342E-05
0.000317075245583,0.00049358138255,1.89260262749501E-06,0.000297731406641,0.000106028051144,0.006026260355864,3.56794022353346E-07,0.001076903347233,4.77012773043842E-07,0.001071044951898,9.21068812011561E-05
0.000300399215936,0.000351041338482,5.0231825956806E-07,0.000285054163363,8.49531171244639E-05,0.002684396108665,6.45932549855799E-05,0.000824199212992,2.37737484590577E-06,0.001993139081811,0.000125008268937
9.56731434004585E-05,0.000501871821806,3.01401535298745E-06,2.71728959628138E-05,1.88366210877606E-05,0.001518919070111,0.00028743782977,0.001594769701231,4.45243573492205E-06,0.001211658204692,3.07199233879939E-05
1.47732645126914E-07,0.000578132675163,5.48148332222386E-06,8.99342184990591E-06,0.000140788672823,0.004988885840517,0.000793854188739,0.001689657685858,1.34812256945106E-05,0.001016809286793,3.23569038915972E-06
0.003115510415946,0.004420815134756,0.000160713687965,9.0655624544695E-05,0.004133326608346,0.010610582974768,0.007298164923284,0.005362793110001,1.30291298254319E-05,0.000959195233001,4.34786014071352E-05
0.002406091262145,0.005360797622368,0.000227494069569,1.51271439934608E-05,0.005375049521138,0.005015420906152,0.008375416499573,0.005878961529545,1.05014371067494E-05,0.000419045966011,4.41999854653587E-05
0.001888497140772,0.002433453091074,3.6907918431843E-05,6.76152740033992E-05,0.004795081592078,0.003758838049384,0.007150105273285,0.002256313917891,2.75420471747095E-08,1.93112216053526E-07,3.89580148848608E-06
0.003477310759132,0.002743662589199,7.00518813716169E-05,0.000215889477376,0.002196381776638,0.009906812870799,0.005405262182089,0.00375969382261,1.25458835475196E-05,0.001798538988014,3.21153842493284E-05
0.004033430688508,0.002667461343732,0.000108471748166,0.00034103220889,0.003102365452684,0.008746925788659,0.004839276791066,0.003417343764166,1.77629700686507E-05,0.002411272428757,3.75120785096592E-05
0.003722962558898,0.00291005038194,0.000101542448753,0.000188204812011,0.003644767332836,0.006961253883327,0.004539451682967,0.002745885982865,1.17588018883923E-05,0.001517324811843,3.2523925204155E-05
0.0040754257245,0.002229933754248,4.21758023567558E-05,0.0002688453624,0.002290359009406,0.009601385915496,0.005891630770503,0.004059417681302,1.1311921533385E-05,0.001958539997909,2.86723829377463E-05
0.004358318853448,0.002583393965787,6.86438343111498E-05,0.000308023060984,0.002928887973731,0.007655133843164,0.002737918251367,0.001049389130783,1.09882047134583E-05,0.002005017624331,3.69359365001958E-05
0.003840869236264,0.002669882637551,5.95869071528824E-05,0.00011565092655,0.003536965573997,0.005596813524147,0.001058724393303,3.26947843401935E-05,3.33329632892916E-06,0.002128963359148,1.3173033547016E-05
0.003772602480197,0.001650776251569,1.04321144901009E-05,0.000107582949634,0.002208351922366,0.011708892612458,0.004414690638425,0.001383041475286,4.39535139703114E-06,0.001197557427737,1.37976079699811E-05
0.00397506591913,0.002262763348699,3.94889651558569E-05,5.30141898798083E-05,0.003170887051903,0.007155006933198,0.001434250185436,9.39032682881155E-06,3.81992260850643E-06,0.0015640413511,7.05983303147747E-06
3.39167007542145E-05,0.001117808570187,1.06357660418846E-05,0.00013391464265,0.00034710633409,0.003246900185204,7.05867392205677E-06,0.002642775812807,2.47467127309953E-06,7.91370641449922E-07,9.08107889216836E-06
0.000154131804533,0.000852371360637,1.31731440587624E-07,0.000165055263811,0.000218722573589,0.005244559712794,2.92962413860095E-07,0.001934816567806,4.42435051185732E-07,0.000189511329603,2.91641643119153E-05
3.61968554994434E-05,0.001189501473452,3.29871249501964E-05,0.000404359939865,0.000215820562672,0.00255589173531,2.68717371337511E-05,0.003055079373294,4.68898863024926E-06,0.000186482405695,2.41145338929038E-05
