s1-f1,s1-f2,s1-f3,s1-f4,s2-f1,s2-f2,s2-f3,s2-f4,s3-f1,s3-f2,s3-f3,s3-f4,s4-f1,s4-f2,s4-f3,s4-f4,s5-f1,s5-f2,s5-f3,s5-f4,s6-f1,s6-f2,s6-f3,s6-f4
0.00020234381532927446,0.00047987526984996957,6.244368438223518e-07,6.606783254236335e-05,3.630031443415501e-05,6.107040720122173e-06,1.2458755745794012e-06,2.470483970202916e-06,0.00023448002473075457,6.377885844370018e-06,4.18721790075893e-07,3.7084746167043896e-06,0.00012698809249004855,0.0013000475924913235,1.2470965256963255e-06,1.6597853375080885e-07,8.867338465414023e-09,3.7260670611690845e-05,4.02325242060632e-06,3.1375854660932522e-06,1.6772772220749565e-07,0.0029176572875214326,4.606482896945031e-07,7.083033220463106e-05
0.00011014866207253856,0.0005445299378879605,2.8254307546955284e-06,2.4910101980132894e-11,2.0443541258336125e-05,6.704282218156593e-06,1.2928655163236172e-06,7.760678504238551e-07,0.0007272218356856247,6.92519777689568e-06,2.8736417903412306e-07,1.2462811196609593e-06,0.0002473523184924861,0.0016630278354630983,1.0139331260222867e-06,4.9604880925323516e-08,2.4779067511562665e-07,4.0681474376098664e-05,3.954984554539945e-06,1.0075133855354473e-06,3.439085561318512e-07,0.0018008186300144176,5.366305805446382e-07,1.659426037633104e-05
1.8150991609067882e-05,0.0005555424478750666,3.234379207863155e-06,2.830687450589179e-05,0.00011443448713062572,6.775143132289875e-06,3.7254219332773425e-06,1.4209158072585799e-07,0.0013251487231983696,7.0181240582756775e-06,8.684302500835904e-07,2.4621131822756344e-07,0.0005405779248900944,0.001735856243125115,2.6818563251954795e-06,8.89263172422492e-09,2.0411713835314747e-06,4.142965605381713e-05,9.64855624283718e-06,2.0278124425922118e-07,2.3593048073808304e-06,0.00185601180610153,1.5952082992766953e-06,3.960256885196616e-06
0.00020314608430387535,0.000478661522281281,5.236986060423875e-07,6.691586198399871e-05,1.586291135154372e-05,5.919605160901603e-06,1.9299934846354588e-06,2.703192116619767e-06,0.002406556892653894,6.0072481545105676e-06,3.192409256377484e-07,4.348677168495804e-06,6.272538781777176e-05,0.0016576983213593406,1.2302603216445407e-06,1.6950798427577485e-07,9.10854672856565e-08,3.371066286050625e-05,6.6109079145786355e-06,3.4467937006899526e-06,4.721950156728912e-08,0.0007001477249735863,9.470216323960605e-07,3.4688452203070634e-05
0.0001238660937501345,0.0007224973625956496,1.5590808041366273e-06,5.8474814258951216e-05,3.0850680598080685e-05,6.820812626725256e-06,2.248973056565152e-06,2.1353461102668237e-06,8.111485127752731e-05,7.166859490955495e-06,6.491984152941577e-07,3.1742498825155745e-06,0.0001906628379122809,0.0015113312511978816,1.9130784068247418e-06,1.4128019202053016e-07,7.03448530059381e-08,4.397985792739553e-05,5.1098777026850716e-06,2.5812062031126318e-06,2.1523018516014373e-12,0.002505140602993957,9.266580774239309e-07,5.3516844637334894e-05
0.0002257041949552812,0.0005794335513024935,1.4108975893720682e-05,2.5270389641932414e-05,2.532100285575496e-05,6.759510222891444e-06,2.1610820526494886e-07,1.659985870540768e-06,0.0003397480967443527,7.085296736953062e-06,1.0501351041768588e-07,2.4766549179714703e-06,9.643141643937064e-05,0.001562962170685372,3.3975262324104254e-07,1.120589016146274e-07,7.949932020392113e-09,4.331287955859457e-05,6.630349201957626e-07,2.04397332315003e-06,1.778655140925875e-07,0.0027022260545970984,7.462103263588778e-08,4.681106083939589e-05
0.00019258230410069166,0.0005468456137404208,7.209457762817479e-06,2.3887120378671526e-05,2.417346756795934e-05,6.598606519931472e-06,5.726262515069661e-07,1.668487707894766e-06,0.00011344062042292054,6.915772604859004e-06,1.9693132334535062e-07,2.495528310740465e-06,0.00011579853920243061,0.0015941870259317812,6.137322484485713e-07,1.1135819493429474e-07,7.126514401144315e-09,4.2215716246005846e-05,1.5031713473682433e-06,2.0428098631956185e-06,3.676623725028928e-08,0.002516369573053205,2.1335504554875776e-07,4.470363914201578e-05
0.003961643437842557,0.0025245386155173014,8.167457650757691e-05,0.00030669573312759737,0.00254886203998737,9.872329077176792e-06,5.4435460239101185e-06,2.0839690576461686e-06,0.007767014244938353,9.94368112995811e-06,1.441544316863233e-06,2.725859078170641e-06,0.004805769992219528,0.003261623961858201,4.245597360435038e-06,1.2860067273394984e-07,7.692039833748165e-05,5.795306524263525e-05,1.688429618699206e-05,2.1411145380564684e-06,8.103842934428039e-05,0.002191755139417485,2.8465801898782707e-06,3.439819994557602e-05
0.003979090949281972,0.0021634183692529683,8.560167770100981e-05,0.00037962504397979314,0.002955816549912113,9.608248877976249e-06,7.492137227329442e-06,2.1673565610957906e-06,0.0062359200613796495,9.81100580833903e-06,1.7509453005466607e-06,2.9410838108728505e-06,0.003010247554551455,0.0017466360891919169,5.670783049598501e-06,1.4224437073104894e-07,6.779498712163149e-05,6.306125621237667e-05,1.5356317194570597e-05,2.587436198583554e-06,7.751555583918724e-05,0.0026362632989662825,3.308369698790873e-06,3.233710580820217e-05
2.3750305754958317e-05,0.0008936600986803535,2.0972541419150823e-05,8.35936111051317e-05,0.0003867295634607674,6.2372527966985056e-06,2.5462237521740988e-06,1.7262641897656787e-06,0.002833521978992553,6.590490409146899e-06,1.1343190489580239e-06,2.479292709893219e-06,0.0003562840436504953,0.0010890107928004716,2.889181583448784e-06,1.2602749529252038e-07,6.014531827183942e-07,4.097988771525918e-05,6.140153832767994e-06,2.176086588736425e-06,2.4028123380646113e-07,0.0018338317432720615,1.5905469241723333e-06,4.2805537324644164e-05
