s1-f1,s1-f2,s1-f3,s1-f4,s2-f1,s3-f1,s4-f1,s4-f2,s5-f3,s6-f2,s6-f4
2.78066025327044E-05,8.03744073609145E-08,3.93405557505524E-14,1.46672587751816E-08,3.03804934448074E-05,4.05690743716486E-05,2.26163171066164E-06,6.42746819277936E-09,3.93617682483603E-09,1.09308068941659E-06,7.75381045606873E-09
1.54245350513646E-05,1.10258735242329E-08,2.37847736219579E-14,7.7899279143484E-09,2.69319849509684E-05,1.86838090559938E-05,1.75086796617593E-06,1.50321139575932E-09,2.3241577908905E-09,4.43729562913615E-07,6.11039734092415E-09
1.7344675184703E-05,1.55442723555228E-08,4.15749437966046E-14,2.04005380745605E-09,3.00618590465947E-05,2.29730307394991E-05,1.94050770542856E-06,1.93075532025473E-09,3.94174357706035E-09,5.54960001640779E-07,2.17184761461752E-09
8.07004118705883E-07,1.44335982653048E-08,1.68971092205276E-14,1.31496242598317E-09,1.68472660945938E-07,1.70695655382121E-06,2.65633566409187E-08,7.96330512536771E-10,1.82730461233797E-09,6.12555916864323E-08,9.61844818672489E-10
1.12254085147141E-05,1.40834358531953E-10,6.83284824665173E-15,1.7405981274364E-09,3.15407077766921E-05,3.24763327435834E-05,9.32158978203187E-07,8.10005337663215E-12,5.07693548323233E-10,1.92175317072294E-09,3.26767491156192E-10
2.50713380641114E-05,2.41493243665546E-08,3.09698768034019E-14,7.27271381439503E-09,5.4758089630378E-05,7.37892812098495E-05,1.34003317039433E-06,1.4938639121568E-09,2.66907919546556E-09,9.57019957204106E-08,4.41043154242593E-09
1.30711403114974E-07,1.18339222645229E-08,7.04085838153152E-15,2.09572769068703E-10,1.17678950563621E-07,4.78199434894392E-07,2.67473785146082E-09,4.47768551466485E-10,8.35574650989716E-10,3.42368844996898E-08,6.4867613216453E-10
1.82459412466789E-06,1.29554292287564E-08,9.41774641947718E-15,7.68949767917111E-09,6.282776762915E-06,4.82388937135442E-06,7.16066992162661E-08,1.24826656808821E-09,1.14032217511678E-09,1.18732034240352E-07,2.42504876509416E-09
8.68387119611609E-06,6.40660924288021E-09,4.02992212284349E-16,3.96543051483433E-09,1.94584985818264E-05,2.36179628171016E-05,4.87922979271487E-07,6.75628451220807E-10,8.05374097004345E-11,7.28404439750988E-08,1.19040753259909E-09
4.44861939775927E-06,1.67458903652027E-09,2.54154494451423E-15,8.38168928903503E-10,9.96711300747373E-06,4.50069574719506E-06,5.38457791252557E-07,3.67141271197331E-12,1.06779112235626E-10,2.07902589298155E-10,1.75538166788491E-13
3.44293641150479E-05,4.48152854039452E-09,9.27524072581402E-15,1.91257647405282E-08,5.87336774911773E-05,6.25069757269141E-05,2.39976805982959E-06,4.05525801700082E-10,5.73073005793022E-10,1.73648512881647E-08,8.37755758523481E-09
2.45540891202261E-05,7.73194111203607E-09,3.05470465432139E-14,3.40881215467055E-11,4.09092999032293E-05,3.4206102783479E-05,1.76495933122413E-06,6.17861729202892E-10,2.26441670097364E-09,1.98063196881582E-07,1.21239955699738E-10
5.80393675688967E-06,5.86748994290628E-09,2.60946688564597E-14,1.73226481569823E-08,1.72097356747655E-05,1.40635550183398E-05,7.07507841371315E-07,1.03442234354163E-09,2.05826830698757E-09,9.56609759095278E-08,4.22035744444006E-09
4.19074956619635E-06,3.05700943620055E-09,2.61318257905242E-14,1.09614459373521E-08,1.15780909555852E-05,6.84162075548922E-06,5.64969754905517E-07,6.66032158272735E-10,1.98604056933452E-09,2.37315797689203E-08,1.69095907858813E-09
3.69075452258984E-06,1.96826080054367E-09,7.31671552024505E-16,1.40846450873622E-09,6.82205073446768E-06,1.79196727885129E-06,4.1185501412696E-07,2.41659259714082E-11,6.03150075345173E-12,1.08652732140772E-08,2.12178488885938E-09
5.5137244110457E-06,6.79292446603503E-09,5.29375267314368E-15,6.21587767013906E-10,1.25995972732917E-05,6.98756061421132E-06,6.11811120440049E-07,9.74209070311121E-10,2.85593414222009E-10,6.40556695802038E-08,1.88621914762089E-09
2.36428347390545E-06,5.45790649061857E-10,2.39684475674632E-15,7.50282768748044E-10,6.45709777351412E-06,2.34911391950332E-06,3.79124381979082E-07,2.68757047995892E-10,9.66159713888248E-11,1.14424186686026E-08,2.32072113321385E-09
6.5761237944366E-06,1.69302329620398E-08,2.04813534243063E-14,1.95305121333156E-09,1.7094937126984E-05,1.02610219699865E-05,7.25905149085461E-07,2.08760411740347E-09,1.52573834943833E-09,1.30020463148971E-07,5.97470001142703E-15
9.97468465328781E-08,2.90484306006099E-08,1.76164418300172E-14,4.80137032212382E-09,1.22794926806298E-06,7.88888336912866E-06,2.63981639089985E-10,1.92048657366207E-09,2.15455179815506E-09,1.72847516007482E-07,2.8793790109148E-09
4.5830615750477E-07,1.34823135331227E-08,5.9367848762359E-15,2.18647593625832E-09,1.65287073529844E-07,8.70010367103499E-07,8.28457845259321E-08,7.53919692029287E-10,8.76841887162279E-10,7.16206167129155E-08,1.78376457556492E-09
5.08449483508546E-07,2.15653853347184E-08,1.65765637062354E-14,1.24905082003988E-08,2.54353201820305E-07,3.24498922025234E-07,5.09791553090535E-08,1.55919069228117E-09,1.9873049238069E-09,1.15546292455664E-07,5.81295471116815E-09
4.11614438734923E-07,9.91081255638521E-09,1.05634611258574E-14,9.3089663106479E-09,2.25772615445599E-08,1.68209898119815E-07,1.45575464578192E-08,8.88684607982614E-10,1.37741577519392E-09,3.91500312461035E-08,2.97468650418037E-09
4.49517941924438E-06,1.51215866875323E-08,2.06060670319468E-15,8.38537977467361E-09,5.15399092961393E-06,2.41757650780438E-06,2.95222969908196E-07,1.22404450264557E-09,3.96999855176441E-10,6.19563193266917E-08,2.93986486092931E-09
1.90246568079908E-05,2.07734754529814E-08,4.3255051228071E-17,2.90518617670634E-08,2.65327146451047E-05,3.27691945656795E-05,1.28168068937056E-06,1.65803852234018E-09,6.72649472615491E-13,1.56793708737687E-07,1.33195641428588E-08
2.99907236251872E-05,2.61906516779358E-08,1.349082486402E-15,7.99813818275747E-09,3.48147621480024E-05,9.51456002400672E-05,1.10289484153764E-06,8.7153522187257E-10,1.01487468627463E-10,5.44693633721689E-09,1.55969629401733E-09
1.81897897128023E-05,1.1895097783342E-07,1.12944099467059E-14,2.14505424586263E-09,1.27455419531515E-05,7.02047362527638E-05,4.34730675354303E-07,6.04554301030381E-09,1.01003323944236E-09,2.22821924206333E-07,3.00155506582183E-09
5.08644912659749E-05,9.02619275913863E-09,2.09014381010272E-14,4.19999046615811E-09,6.06686548469761E-05,0.000153291230114,2.13302927661681E-06,1.09152757943121E-10,1.88065575549896E-09,3.45298740581344E-08,5.05896865488322E-10
4.19976950899352E-05,9.87098788281052E-12,2.46122061013582E-14,5.09684696170687E-09,7.8359880589506E-05,0.000106771236563,2.62684626731147E-06,1.28026629017639E-11,2.1184329950317E-09,7.25807212860228E-09,1.94733330097546E-09
6.03489410248321E-06,1.05800700973334E-08,6.99891562464281E-15,1.598560565964E-08,2.72201212394508E-05,1.08219825462449E-06,1.35394100564549E-06,2.1002138812431E-09,6.36855668528566E-10,1.01214060035526E-06,1.25024012790465E-08
3.32107568016533E-06,1.39172211073869E-08,1.39638900198626E-15,4.70086315952857E-09,4.04322940908661E-06,4.18558439930798E-06,3.71307760921221E-07,6.20152020505059E-10,1.52920199825676E-10,2.17101091196196E-08,3.24497029870107E-09
1.43654773589108E-06,1.0775378020042E-07,5.48256729585702E-18,5.9748338105693E-09,5.317446917869E-06,2.74165413818538E-06,1.03446084322428E-07,7.50111651469473E-09,7.31917440537886E-12,9.01719341277215E-07,2.8529077768358E-09
3.59272501564705E-06,6.08342041952931E-09,3.01743744327724E-15,5.2050053147544E-08,9.30798862535784E-06,3.27539702176247E-06,6.74618870125501E-07,1.19108808367351E-09,3.03528945913799E-10,4.28203915592254E-07,3.2564492497934E-08
1.69057478404352E-05,1.04277046237308E-07,5.11417470920213E-14,5.27351807576448E-09,4.36327973117999E-05,3.47294448585924E-05,1.70765711870826E-06,1.0548568218685E-08,4.33927607650981E-09,2.41417188135736E-06,3.33955426005231E-09
2.0991670294876E-06,3.76652407603455E-09,2.20682351654801E-14,8.25986466955981E-11,5.10172241062182E-06,8.74770962403693E-06,8.67864221179162E-08,3.05318062429179E-10,1.85478815906552E-09,7.96147953890702E-08,2.5436964711818E-10
9.27579053958432E-06,1.30335991839395E-09,3.22687460893777E-14,5.89146216761852E-09,1.7995797021606E-05,2.260737212317E-05,6.42611253881812E-07,8.49024330438136E-11,3.19872814781664E-09,2.08985702149723E-10,3.44407707407786E-09
2.20820887782785E-05,4.80484898373782E-08,2.10442294639027E-14,1.28129165079268E-08,3.74208821220708E-05,5.79000664997684E-05,1.40426847247553E-06,3.64858415174567E-09,2.17233223316975E-09,4.761943925606E-07,6.02721630372168E-09
7.44323782184699E-06,5.04121537578505E-10,6.61679726496985E-14,1.15571279928688E-08,1.11120289552741E-05,1.91723886546596E-05,6.16264433404673E-07,2.18558598219133E-10,6.31836886907758E-09,1.35587401313496E-07,5.54170427834648E-09
7.24431360171367E-06,3.76813320120034E-09,4.63115120982852E-14,1.97421073137113E-08,1.03498730061252E-05,2.6588451808924E-05,4.01235094335712E-07,2.4133412500006E-10,4.84039567739736E-09,2.31860594343503E-08,1.08032433411518E-08
1.41103322732937E-05,7.08243593036035E-09,4.74826219345659E-14,6.60959651741594E-10,2.84679749618512E-05,5.06695446392979E-05,8.36549202381827E-07,6.57043835999939E-10,4.62933588360865E-09,1.60739287765616E-07,6.84678574407174E-10
1.87655408674172E-05,2.85654194532724E-08,2.52954981411301E-14,4.1795651389069E-09,3.84023098053818E-05,5.5343981944841E-05,1.33373387409061E-06,3.09275113675825E-09,2.03918272948878E-09,9.12593797793628E-07,1.43709410740249E-09
1.52977473063828E-07,5.17279030373298E-08,3.9095353659408E-15,6.28732253877763E-09,7.37905005233734E-07,1.93849066084332E-07,1.01442561307444E-08,3.83360867301401E-09,3.86567696868117E-10,3.64722175044536E-07,3.79318257377203E-09
2.69148582059619E-06,9.2715762887123E-08,8.23744312225406E-15,3.85710814229396E-08,3.06743029877832E-06,3.65631050272206E-06,2.07344851009326E-07,6.8734276393541E-09,8.5754208175736E-10,7.91755223834739E-07,2.05064419533829E-08
3.3652076472498E-09,2.76229455353274E-08,4.30192723500005E-14,4.57893452906164E-08,1.08541109972847E-06,2.84224024439878E-06,1.04952805563436E-08,1.91447979095904E-09,4.05637428212548E-09,1.34070388453706E-07,2.71455051948568E-08
8.79758463806523E-07,2.56984720493904E-08,4.87429202639635E-14,3.57963918751582E-08,5.60240531329376E-06,1.12731868581332E-05,7.3688997667942E-09,1.77074755458635E-09,4.28537464660159E-09,9.09545910216297E-08,2.32197751579964E-08
1.36407516482169E-07,4.47144198679899E-08,7.69493371613794E-15,1.55836227266442E-08,3.10773522600857E-06,8.72229634607181E-06,1.56811732480967E-11,2.78225473252948E-09,4.17841249320086E-10,8.34167606834999E-08,1.15367576655891E-08
4.41337204328545E-05,2.02530003578449E-08,2.71946399908484E-14,9.98771054862755E-09,6.66777307648837E-05,8.69441004965919E-05,3.07041392592561E-06,1.48483863486447E-09,2.28751700333885E-09,2.00916106840677E-07,5.00077660588483E-09
9.35849345895516E-06,4.15446575116644E-08,4.14527460457672E-15,2.67144637726844E-08,1.50408749287272E-05,2.17109593985454E-05,6.6126568657082E-07,3.16395374877984E-09,3.8781394005542E-10,3.89174029742841E-07,1.39179900138539E-08
1.22019540104546E-05,6.26639868037663E-08,7.42293638892545E-15,1.72174480267432E-09,1.97619605911983E-05,2.73164042543924E-05,8.37514971686383E-07,4.71970182305688E-09,6.89253514973332E-10,5.96658116588108E-07,8.96070567019504E-10
7.4498487387263E-07,4.39800920203751E-08,2.0433510685143E-14,2.04550083706176E-08,8.41360632465063E-07,1.09410073253597E-06,6.54477806312372E-08,3.27708374208297E-09,1.89963571275942E-09,3.35480360086211E-07,1.14766415825125E-08
2.3979860911116E-05,7.25004937356959E-08,1.46579190298583E-14,2.39721541195009E-09,3.21394960905245E-05,3.57873159738073E-05,1.8631089972302E-06,5.24608362266238E-09,1.41395367882907E-09,4.74862916538174E-07,2.13971304780744E-09
8.49454943909822E-06,7.06345095565186E-08,1.66485603784566E-14,4.41958955995538E-10,1.18646812054272E-05,1.85573035739366E-05,5.80904153998282E-07,5.18584285483197E-09,1.52053663660146E-09,5.07210461921608E-07,9.43618463009638E-11
3.12462065359937E-05,2.27773412538581E-08,5.9741310597203E-14,3.54843585414722E-09,4.62477830210927E-05,6.28629406790591E-05,2.16718706762967E-06,1.59578142626485E-09,5.3794099609147E-09,1.18219852979522E-07,1.34142547237816E-09
4.98356689645098E-06,8.25521354894364E-08,3.40101788745946E-14,7.95423164091781E-09,5.56601809343968E-06,8.0982667814728E-06,3.73595282342672E-07,5.72974424480759E-09,3.30125603262124E-09,4.62780853244776E-07,2.96517870654755E-09
1.62814276096776E-05,5.04949942407008E-08,4.24307189924412E-14,6.87637835258642E-09,2.19189387431844E-05,2.64784217804913E-05,1.14745385549829E-06,3.43354589402153E-09,3.91510515353756E-09,2.63948436664715E-07,2.7231211434342E-09
3.34091856362614E-06,1.06545612221782E-08,2.81191478705784E-14,7.34244253319829E-09,9.69762818675124E-06,2.04996846606493E-05,1.84359996083947E-07,5.48739509265527E-10,2.50731798667681E-09,2.53947265475612E-09,5.07473860087107E-09
7.0223280952266E-06,5.40068822064773E-10,8.74923200377591E-14,1.77640725279656E-08,3.14542786312073E-05,2.50727718402031E-05,7.52376896519219E-07,4.0183515802942E-10,6.90755975341218E-09,5.82399035073093E-07,1.01974651023452E-08
2.52564639172162E-07,7.69026856305607E-08,1.84411407802836E-16,1.83073928896617E-09,4.67375174615487E-06,1.06179649531904E-05,1.11418017190877E-08,4.6198159441222E-09,1.23939369977008E-11,1.48906296632412E-07,2.11443697888268E-09
1.22489137266195E-12,8.62137701535803E-08,1.83832725349211E-14,2.34186843637374E-08,5.2786510797783E-06,6.30070932246264E-06,5.0293465482535E-09,4.83922656968108E-09,1.04368482658619E-09,6.9641996304525E-08,1.52630588907376E-08
1.41266738102641E-05,1.30139167793268E-07,5.03056631081346E-14,5.74690692424151E-09,3.85775692484842E-06,3.12821033364027E-06,9.93902545928272E-07,8.18091011042004E-09,6.10407918402284E-09,3.47975122115631E-07,1.31314337871125E-09
9.92523415890507E-06,1.13290601183125E-07,1.63471606057852E-14,1.94951799460223E-09,1.45803515391311E-06,8.94419103881249E-06,5.1848744512297E-07,7.21938660243438E-09,1.46299141173338E-09,6.62779369152753E-07,1.36087501861283E-09
1.75460021522031E-06,1.24659983902134E-07,4.28989955703878E-15,8.41567123736439E-09,4.4476660091241E-06,1.85078988248919E-08,9.69601772353592E-10,6.50813665464617E-09,3.80402144866926E-10,2.22379683535104E-07,2.9684038671146E-09
1.35869321046225E-06,5.79499465348491E-08,4.16189167557797E-14,1.59698548086453E-08,1.58679701710209E-05,1.5778212631402E-06,1.51514989295316E-07,4.08442899129984E-09,4.53005831172291E-09,3.53427395652523E-07,8.06568680134039E-09
1.63706844595128E-05,7.93981596074665E-08,2.61757578705624E-14,1.64137540329556E-12,3.22015079942525E-05,3.07303691732281E-05,1.33820399100065E-06,6.73840797867924E-09,2.09013373243427E-09,6.98005794616353E-07,2.56881550102924E-10
1.5983210348346E-05,3.88491191829545E-09,1.44854716478077E-14,3.27309326105736E-11,2.70019736754241E-05,2.63505337767289E-05,1.10977827394385E-06,2.90407435473435E-10,1.06739362348432E-09,8.79301376225503E-08,2.61470230879842E-12
2.64161298216992E-06,6.41522596676729E-10,1.1089754720309E-16,3.06029802317682E-09,4.4158596773403E-06,8.28186557720604E-06,1.84281464879699E-07,4.77023246926411E-11,3.42537915247711E-11,4.54959267281454E-09,1.51875344209814E-09
4.08037312830027E-06,5.64983926982058E-11,4.92337599462749E-17,4.10968496140809E-09,5.19751199234023E-06,1.52577848341431E-05,2.33579931027193E-07,1.80349928915544E-12,2.41825301289884E-12,3.86201293201935E-09,2.17432155081341E-09
2.29102861986432E-05,1.38804666174198E-08,1.33767969187812E-15,8.33580841838566E-09,2.82738645196302E-05,3.26903895207986E-05,1.60884300534775E-06,1.0908557737438E-09,2.78706577361086E-11,7.31590895117962E-08,3.48261522363151E-09
1.18953338786337E-05,9.3764687766846E-09,1.91997563250705E-15,1.54583084897741E-08,1.04217821858804E-05,1.23891623440703E-05,8.49460587922959E-07,7.48315168337937E-10,3.87522213621748E-10,8.32806048835035E-08,7.64447271237976E-09
1.31132148109736E-06,1.98604120419156E-08,6.68851557977646E-15,7.18311579516371E-09,7.86186631848884E-07,2.21783737791849E-06,9.80629356845475E-08,1.50980662665909E-09,7.7304351278263E-10,2.52325768051246E-07,4.16913244817893E-09
3.04327506008435E-06,6.66438579298555E-09,6.13663475225069E-15,3.79832087676579E-09,3.01443245154058E-06,5.26448774823533E-06,2.20465085396111E-07,4.9773414400157E-10,7.55692476637082E-10,4.63676675808382E-08,1.80503114240269E-09
1.02070175274681E-05,7.47693118537482E-10,5.47290972953849E-15,9.17682710879957E-10,1.6835494939171E-05,2.2908248143463E-05,9.40923627211482E-07,1.82419194600216E-10,3.38779218478289E-10,2.15348685907537E-09,2.81465059715066E-11
2.68774232756434E-06,5.85223961244079E-09,3.54533089379463E-15,3.36106845140968E-09,3.58441087372059E-06,5.43594665273699E-06,2.0192128926985E-07,4.01993644423744E-10,4.12903055411993E-10,6.45718332164455E-08,2.03515509296343E-09
1.99572744592321E-05,3.57306700570885E-09,2.67372012503802E-15,5.10116562284619E-09,2.52306889363701E-05,3.9533311632751E-05,1.44830363177675E-06,2.46171391668424E-10,1.42783241572344E-10,8.0915480942898E-08,3.61686912902943E-09
2.60111560276375E-05,1.26786743457078E-09,3.70612632594149E-15,2.62575868477036E-09,9.62748744556899E-06,3.70570487082289E-05,1.72634702026764E-06,8.14969633605666E-11,5.97385003328695E-11,1.12907994995364E-08,2.20301922461238E-09
1.83717323260473E-06,2.90625999685331E-10,6.22805631478659E-16,3.42985656757748E-11,3.00493771744139E-06,3.52388085531561E-06,2.35987991400221E-07,2.25380467945444E-12,5.91740927681953E-12,2.17717148391243E-08,4.21112249559234E-10
4.74916772952386E-05,1.24561874554678E-08,4.93295754415792E-14,1.46499944670162E-09,7.11701378816285E-05,9.96406015233851E-05,3.35233395574309E-06,9.16414741740562E-10,4.29406603391659E-09,9.57343881189276E-08,9.42674456888638E-10
4.99397977650906E-05,2.45903705664067E-08,4.94927333184107E-14,7.01365612422311E-10,5.26401948226788E-05,0.000106290181091,3.51661288013609E-06,1.80302160523123E-09,3.48332824702044E-09,2.25085545008449E-07,4.15659679326684E-10
8.42923319856817E-06,3.51359483331866E-08,5.29302257980963E-15,8.13143793927992E-10,5.9770161733728E-06,2.39038540242211E-05,3.57057542864681E-07,1.92369095145324E-09,7.62028945511891E-10,1.26978152577213E-08,6.28048799327739E-10
1.65310481391586E-05,1.86459414497994E-07,1.36392517829455E-14,4.38308310584015E-11,2.22687545752984E-05,3.39089468208462E-05,1.20257869658015E-06,1.41142197171691E-08,1.08751688126006E-09,1.69220243462115E-06,9.55148451758657E-11
1.90650367464903E-06,1.26215277313232E-07,7.09402805735235E-16,8.9595387977991E-09,7.1216123813751E-06,5.19290979447249E-06,6.03544527495671E-08,8.6971515511825E-09,5.36578448069526E-11,8.03282434771851E-07,4.807995742574E-09
3.18540509451058E-05,8.32413102539756E-09,9.74927716096135E-15,7.90009316982682E-09,4.69442110605938E-05,6.53067594887725E-05,2.25135953237518E-06,6.20227885015168E-10,7.32737230022565E-10,7.95854218485779E-08,4.21170484338741E-09
3.40935349288406E-05,3.00676744499523E-10,1.52040833461215E-14,2.18606462504081E-09,5.12487010049104E-05,7.46511164459514E-05,2.36913502832209E-06,2.28250761024317E-11,1.26619979893921E-09,2.97486694080592E-09,1.16260969819976E-09
