s1-f1,s1-f2,s1-f3,s1-f4,s2-f1,s2-f2,s2-f3,s2-f4,s3-f1,s3-f2,s3-f3,s3-f4,s4-f1,s4-f2,s4-f3,s4-f4,s5-f1,s5-f2,s5-f3,s5-f4,s6-f1,s6-f2,s6-f3,s6-f4
1.7344675184703017e-05,1.5544272355522794e-08,4.15749437966046e-14,2.0400538074560536e-09,3.006185904659468e-05,6.616235630640967e-08,1.3512824662579227e-09,3.2926989565971232e-09,2.297303073949908e-05,1.6708555068262377e-08,3.437583728740274e-09,2.544546857174049e-11,1.940507705428561e-06,1.9307553202547314e-09,4.033853060177334e-11,5.913833732757011e-10,0.00010264988245955058,4.501120962926415e-08,3.941743577060345e-09,1.1411070057291932e-09,1.303764198896258e-06,5.549600016407788e-07,4.105732975992044e-09,2.171847614617523e-09
8.070041187058832e-07,1.4433598265304766e-08,1.6897109220527633e-14,1.3149624259831686e-09,1.6847266094593748e-07,8.181180204235263e-08,5.201498243532466e-10,2.980710558536432e-09,1.7069565538212069e-06,1.9765807194395598e-08,1.9837687552604887e-09,3.4372720541586707e-09,2.656335664091872e-08,7.963305125367711e-10,1.6206749864653832e-11,2.5281183477455527e-10,8.246635377969673e-06,2.8176420978692326e-08,1.8273046123379693e-09,2.6958027095047496e-10,8.129856107827418e-09,6.125559168643227e-08,2.1282897880876217e-09,9.618448186724887e-10
1.1225408514714115e-05,1.4083435853195348e-10,6.832848246651728e-15,1.7405981274363974e-09,3.1540707776692065e-05,1.7932662600466144e-08,1.8601993971817244e-10,6.604569845283034e-11,3.2476332743583384e-05,1.6937433217783297e-11,7.3447429254876e-10,1.6774553609492918e-09,9.321589782031871e-07,8.100053376632152e-12,6.829095360079903e-12,2.103042203539374e-11,2.9087262634708213e-05,4.163585082688731e-10,5.076935483232333e-10,1.3229240433734822e-10,6.567108156847631e-07,1.9217531707229374e-09,7.565529715217279e-10,3.2676749115619215e-10
2.5071338064111428e-05,2.414932436655457e-08,3.09698768034019e-14,7.272713814395034e-09,5.475808963037797e-05,5.137861129866091e-07,8.300387354991897e-10,4.400795478768034e-09,7.378928120984951e-05,4.2421060065665884e-08,4.023567156758309e-09,7.651464072121725e-09,1.3400331703943253e-06,1.4938639121567989e-09,3.024842642588543e-11,8.317019448891495e-10,4.811906398756677e-05,2.506648262526845e-08,2.6690791954655595e-09,1.7536340469700855e-09,8.413136767669999e-07,9.570199572041063e-08,3.918641590085285e-09,4.410431542425934e-09
1.30711403114974e-07,1.1833922264522894e-08,7.040858381531515e-15,2.0957276906870345e-10,1.176789505636209e-07,8.273038768597131e-08,2.0696202804414793e-10,1.4164096869686632e-09,4.781994348943924e-07,1.6390873817371726e-08,9.840996626804147e-10,1.4763350765902606e-10,2.6747378514608195e-09,4.4776855146648447e-10,6.615639670956406e-12,2.0733356575297021e-10,1.8079438759356344e-06,1.9730633250755103e-08,8.355746509897158e-10,1.6714814368269698e-10,9.437151602564214e-09,3.42368844996898e-08,9.153112029737105e-10,6.486761321645304e-10
1.8245941246678873e-06,1.2955429228756413e-08,9.417746419477179e-15,7.689497679171114e-09,6.282776762915e-06,2.339434797870236e-08,3.315735736151653e-10,9.937671187199376e-09,4.8238893713544166e-06,1.8435073426698395e-08,8.923436970357325e-10,2.4184994943477574e-08,7.160669921626613e-08,1.2482665680882052e-09,9.246159319961443e-12,3.9977571700898516e-10,8.464145736215978e-07,4.1209393825713106e-08,1.1403221751167804e-09,5.741414928273598e-10,4.186489545365947e-08,1.1873203424035225e-07,1.160786523402451e-09,2.42504876509416e-09
8.683871196116085e-06,6.406609242880205e-09,4.029922122843489e-16,3.96543051483433e-09,1.9458498581826428e-05,6.106412576534168e-09,2.1731872754621625e-11,5.310625775071207e-09,2.3617962817101635e-05,7.942101456832013e-09,1.4335738806517193e-11,1.616513811660505e-08,4.879229792714868e-07,6.756284512208072e-10,4.1678317249779246e-13,1.706105355993016e-10,8.440011274309383e-06,2.11684756776606e-08,8.053740970043446e-11,2.6367992179147874e-10,2.902998131728562e-07,7.284044397509875e-08,5.08605177363654e-11,1.1904075325990914e-09
4.44861939775927e-06,1.6745890365202722e-09,2.5415449445142346e-15,8.381689289035026e-10,9.967113007473733e-06,2.4409052269973333e-08,8.91083624724273e-11,1.285395036702644e-10,4.500695747195058e-06,4.032328342799795e-09,1.0262397392869e-10,9.691850187015045e-09,5.384577912525568e-07,3.671412711973311e-12,2.588583945449769e-12,7.932363837052668e-12,5.185697248858025e-06,4.377078772152385e-09,1.0677911223562643e-10,1.5837674971916284e-11,3.929687793878369e-07,2.079025892981549e-10,2.752920513361319e-10,1.7553816678849055e-13
3.44293641150479e-05,4.481528540394515e-09,9.275240725814016e-15,1.912576474052822e-08,5.87336774911773e-05,2.598376700180443e-08,2.7044320109007917e-10,1.940297392368234e-08,6.250697572691413e-05,9.57832141233263e-09,8.865014696812644e-10,3.690727764839864e-08,2.3997680598295923e-06,4.055258017000819e-10,8.850172516848183e-12,1.3761272721607712e-09,5.1282532032839355e-05,2.015848812360994e-08,5.730730057930224e-10,2.1798139375383133e-09,1.4862136881023203e-06,1.7364851288164727e-08,9.626109214882365e-10,8.377557585234813e-09
2.4554089120226148e-05,7.731941112036067e-09,3.0547046543213893e-14,3.408812154670546e-11,4.090929990322926e-05,7.029086283107244e-08,9.253245190329831e-10,1.0073227870121042e-11,3.420610278347904e-05,5.630477546838519e-09,2.8095780532213125e-09,6.057292979136162e-09,1.7649593312241258e-06,6.178617292028918e-10,2.964254798434052e-11,6.078261418261534e-13,3.16986431115308e-05,3.7025918760331745e-09,2.26441670097364e-09,4.178314670691078e-11,1.1613906113837702e-06,1.9806319688158214e-07,3.1377712742187114e-09,1.212399556997376e-10
5.803936756889674e-06,5.867489942906282e-09,2.60946688564597e-14,1.7322648156982303e-08,1.7209735674765546e-05,8.152004218532451e-08,8.017521294823357e-10,9.596371803404928e-09,1.406355501833979e-05,1.059956302974518e-08,2.445106292807912e-09,4.703664087487317e-08,7.075078413713151e-07,1.034422343541632e-09,2.5848695835555237e-11,5.812095704741573e-10,1.4829002780477378e-05,1.0438530529365902e-08,2.0582683069875715e-09,1.6004191094618325e-09,5.112494405820529e-07,9.566097590952782e-08,3.0981712371057273e-09,4.220357444440057e-09
4.1907495661963464e-06,3.057009436200548e-09,2.6131825790524226e-14,1.0961445937352094e-08,1.1578090955585221e-05,3.003746347215967e-08,8.184291459642164e-10,6.039783456326851e-09,6.841620755489224e-06,4.230868839381716e-09,2.2952072245202716e-09,3.942891167141379e-08,5.649697549055168e-07,6.660321582727352e-10,2.5803321169312496e-11,2.9198558799523043e-10,6.845600546251804e-06,4.335936266843772e-09,1.9860405693345205e-09,9.473931360934314e-10,3.883157178145222e-07,2.3731579768920322e-08,3.3178434935323448e-09,1.6909590785881331e-09
3.6907545225898427e-06,1.9682608005436734e-09,7.316715520245047e-16,1.4084645087362214e-09,6.822050734467678e-06,3.785225650285623e-08,2.955422603287183e-11,2.1050614685352917e-09,1.791967278851285e-06,6.303896174857487e-09,3.415672605012631e-12,9.145293169747551e-11,4.1185501412695986e-07,2.4165925971408214e-11,7.625055092403409e-13,3.704994697215821e-10,1.174773617910448e-06,7.407131576877787e-09,6.0315007534517305e-12,3.2467797916616126e-10,2.888822580788985e-07,1.0865273214077219e-08,9.865397402522261e-11,2.1217848888593797e-09
5.513724411045696e-06,6.792924466035031e-09,5.293752673143682e-15,6.215877670139055e-10,1.2599597273291678e-05,5.7909752659551264e-08,1.726681581283082e-10,1.846134960757133e-09,6.9875606142113155e-06,7.650846460786604e-09,3.3298029179994064e-10,2.999689276989362e-12,6.118111204400492e-07,9.742090703111213e-10,5.304211501365246e-12,2.9925490453949993e-10,5.9223661398609306e-06,7.528479199671174e-09,2.855934142220092e-10,2.413701631500814e-10,4.190918261982896e-07,6.40556695802038e-08,7.049777489170684e-10,1.8862191476208866e-09
2.364283473905454e-06,5.457906490618566e-10,2.3968447567463235e-15,7.502827687480444e-10,6.4570977735141234e-06,2.0187262980476376e-09,8.466363941139031e-11,2.233023753485239e-09,2.3491139195033195e-06,3.906970091820308e-10,9.926884964073308e-11,3.027036722708213e-11,3.791243819790823e-07,2.6875704799589177e-10,2.4312485568361313e-12,3.8457562681684383e-10,1.8913944558135187e-06,3.8757113634734986e-10,9.661597138882477e-11,3.594499910080315e-10,2.664360633130617e-07,1.1442418668602562e-08,3.237811642734963e-10,2.3207211332138482e-09
