0,1,2,3,4,5,6,7,8,9
0.02366093298597989,0.0024081405499754155,0.08718069873302971,0.011246222987334334,0.0011575261606923655,-0.0118061811301664,-0.007168633757464897,0.023893719919188733,0.004477673879145657,0.0011615149763602342
-0.08216020315906084,0.018743050503717912,0.05775796165573147,0.023237304085406592,-0.008913745263772359,0.004601453065582461,0.010781570011649554,-0.0012198452954162117,-0.0009276469453397831,-0.011007442822978115
-0.06002538379474113,0.010156865039517916,0.06295403194977155,0.02569172547634117,-0.005897493080786981,0.010898253013566856,0.011123800311042266,-0.0018830591413283044,-0.00281446442436058,-0.0130832718038587
-0.05030757701453591,-0.004962189753141875,0.07186162785658269,0.00938366288220279,0.001372723278019694,-0.00827396566185346,0.02328058507874289,0.023853356259680745,0.005726889421426577,-0.0014915863902797573
-0.004990815641252538,-0.012977872261956555,0.08519999363253074,0.02128104400089907,0.013629506218164089,0.006004015854514447,-0.004747380123227417,0.01008036146056547,-0.008252476469207773,-0.014500475842800254
0.03612623992371228,0.008618987203336967,0.08217587580974933,0.01633237788191381,0.010465437184555476,0.00025237842674336253,-0.01692164433890805,0.013100838040694819,-0.010218712783156243,-0.011320786397101658
0.08577528347650024,0.0503938128333262,0.05798835945802148,0.011775413441702385,0.007780929855348692,0.0006632881762333447,-0.011737054569994484,0.009233293704776742,-0.004548046975627093,-0.009423481055658486
0.12090503415688934,0.05787991576516923,0.006302605721948698,-0.009088542717764141,0.007597524802376215,0.014619455104778648,-0.0011039728228511498,-0.009406996452203836,0.0012182148207187267,0.015891290834040252
0.09028688464330813,0.007894292138444427,-0.0011495382318410807,-0.01829970807426258,0.035622155290365366,0.024292892046095464,-0.01715859841760517,0.014185570737666,-0.009999811496833445,0.017572590623462763
0.0023160506092086866,-0.00031458826161127824,0.08321106334753843,0.03504646688140525,0.01700404800052803,0.024160467737277515,-0.012452420070792896,-0.0015428059848890355,-0.007959042080640445,-0.008738803929405115
-0.023292565995711667,-0.013164074970761417,0.0825442851160884,0.012494676409417817,0.011792471548051402,-0.009819646779092472,0.009996492017701765,0.018840627971162933,0.003953077195938884,-0.00581314383486499
-0.0475718227793329,-0.004396363219710962,0.07667034721944045,0.016619493126730094,-0.0029345796082037023,-0.006636535023732556,0.018080658768671102,0.016425833437492078,0.009608555502921473,-0.0007692290582014656
-0.08066310730941377,0.01853086146605106,0.060712124618754505,0.02066325665206645,-0.008601299045785693,-0.0006415694578634071,0.012656600989895385,0.0038782485128045227,0.005920152821982465,-0.004180333072867802
-0.04072813278693137,-0.010641158315041475,0.047469178325148645,0.008642339560831686,0.0029267559573901195,0.02103617232600349,0.014817333192908882,-0.01582219036960912,-0.009636917059809588,0.013619783155269618
-0.053250485858904927,-0.005363459568519194,0.038491339671783815,0.008005545802804116,0.015545416162899141,0.017184681769438586,0.01925378571984113,-0.009022935592388882,-0.005560297870839288,0.0020900011616901736
-0.05276119485413042,0.00036001362913739746,0.0383522993941297,0.00918520218607592,0.028604526012206206,0.011844410475129807,0.015438739882316766,0.005205792670507225,-0.003225523601301048,-0.014157645374012824
0.0673420725306599,-0.00278179770291341,0.021142807996375638,-0.014249042976244753,0.023587431379440648,0.01535176351624779,-0.014768943312693145,0.00020220717202903518,-0.013144668445271158,0.017314234554867265
0.06590834921088834,-0.012934143299079609,0.003633144021315196,-0.02119665679583394,0.03705018283724809,0.02091185274430318,-0.014256243885326444,0.011996912961379952,-0.005807745670784036,0.01644545213637727
0.013418253003911262,-0.0397645150317633,0.05107380404362233,-0.0103165573123408,0.004077262241435283,-0.0016252194465907687,-0.0005371035693721646,-0.0011047306463070267,-0.0103002554990333,0.013078737253660998
