split-half dmri,split-half func,split-half resid
0.992835431627857,0.9668718342527312,0.9882601575897713
0.9930159533411976,0.9751764952548984,0.9899318195776671
0.9952265816827786,0.9773982981137137,0.9932534754387408
0.9954176820339043,0.9691314643218778,0.9926372669599595
0.996157823777723,0.9458362305046811,0.9917869241380143
0.9876746384945239,0.9675356075694347,0.98446639519066
0.9961314045843442,0.965753102309724,0.9928413010281147
0.9893208871863898,0.9669480965761944,0.9824203008680182
0.9955645613512218,0.9463784295194513,0.9903004690475294
0.9911463155347565,0.9651502305344632,0.9857422585746368
0.9919191047696528,0.9660605667735185,0.9882811977049587
0.9943682397425883,0.9788895410292987,0.9915608021686481
0.9955838748189652,0.9494642092047844,0.989759851334118
0.9958977094424152,0.9511975081814674,0.9903953041103134
0.9934033518016889,0.9704370646535087,0.9902383708882059
0.9959767615704374,0.9769308220333429,0.994054511463703
0.9910693841847673,0.9750529841109773,0.9884300001860686
0.9927155489569305,0.934677836492542,0.9866598777097138
0.9946592293572133,0.9595120546610327,0.9901042990493042
0.9935138260059079,0.9726861651488337,0.990402159046705
0.9905872122491466,0.969218470185104,0.9853606238539926
0.9969055942772069,0.9678801916968975,0.9929414650054781
0.9913431759664747,0.9799595224358248,0.9887394650995676
0.9902460395419639,0.9489459979910431,0.9852608284112347
0.9862001990331645,0.9502636649000142,0.9792200112574059
0.9945760494609781,0.9503671148153351,0.9904406717641284
0.984128151184172,0.9644991048503444,0.9802965061025305
0.9944511309055938,0.9633225333627716,0.9915519199039942
0.995857168684345,0.9730825037491858,0.992321069858751
0.9952264167933162,0.9608048760875946,0.9912716054686725
0.9929379447927604,0.9648573917485773,0.9904956065341849
0.9929165975569707,0.9591902757618271,0.9885853711830028
0.9958318228504344,0.9673270618947134,0.9923536340363732
0.9951102625041002,0.9587558252713919,0.990684920117458
0.9956249494076203,0.946213590420733,0.9852750873868752
0.987509896637845,0.9692779652208677,0.9833145054587356
0.9913883825595615,0.9667566908756081,0.988672590810373
0.9955199056126753,0.9670291876112427,0.9926609831226664
0.9920107552574563,0.9715661741834953,0.9899451669959088
0.9931850546202389,0.9801030339337324,0.9918874896049207
0.9950132497705368,0.9259448182833295,0.989182690315032
0.9940544484548889,0.9659516553918165,0.9903263698874715
0.9949634672590554,0.9768446096895288,0.9919232358249837
0.9961727489229781,0.952555598330318,0.9909446148372851
0.9953960650455487,0.9787790997995811,0.9929239043074592
0.9928951405223715,0.9689241023219074,0.9885899104849989
0.995762534811318,0.9667238222145643,0.9923206693542878
0.991661487272091,0.9455816653455501,0.98647776426911
0.9974596715713943,0.9667728641220664,0.9944257516929363
0.9950437245462217,0.961897730451662,0.9909422848971965
0.9928368906841956,0.9575580432634883,0.98939838825797
0.9959474168309773,0.9564552408148921,0.9921291446937514
0.9970403377057557,0.9639613389375619,0.9932227771296996
0.9914445700545922,0.9657413564729149,0.9895205337878543
0.9934172720570766,0.9785714837524826,0.9907671244156687
0.9946220187793611,0.9673015352411832,0.992035432051033
0.9897980614461627,0.9522060350039088,0.9849951959759145
0.9949663697369519,0.9791314874096594,0.9923760624808693
0.9935616872571698,0.9656616985552771,0.990031984911711
0.99272477287928,0.9535877534944498,0.987409603379857
0.9963755607734228,0.9783888063859245,0.9942788866555035
0.9933524149267471,0.9306138001536609,0.9869795339403072
0.9921303807867486,0.9558046360781691,0.9885152533790129
0.9951458691819405,0.9676239746915594,0.9916239537266289
0.9948841705414398,0.9591288621394629,0.9903024666746922
0.9931721572378541,0.961945503971583,0.9878991979052099
0.99571633148787,0.9569083107399707,0.9917478720664054
0.9922340517156196,0.9567166357396858,0.9881966358290478
0.9946137308103646,0.956709945592833,0.9897593374660678
0.9960477873797965,0.9700952774457673,0.9919028488329521
0.9965416981062841,0.961165386079677,0.9926012598649248
0.9899875620470426,0.9662778410908972,0.9865194552704832
0.9959210657472788,0.9620760319201076,0.9925219377015472
0.9936971775278336,0.9580898711176143,0.9895543531091766
0.9962792518505889,0.9587995890573976,0.9925203335217955
0.9945364725128257,0.9673911428148786,0.9911045748206038
0.9925379826213577,0.9562691358186691,0.9882086954432884
0.996477625235006,0.9588359438401538,0.9926962287797423
