sG1-fG1,unweighted average,unweighted average except sG1-fG1
0.0018125662693258741,0.003821215666332293,0.003908548248810833
0.010102323949178394,0.003067660826270274,0.0027618059078829632
0.005627559924941931,0.0029632295487089914,0.0028473890975684287
0.005333778858936207,0.0031294678825202495,0.003033628274849991
0.006115954748028304,0.0029193326325064653,0.0027803490622663853
0.0075884953841264795,0.007095386785148742,0.007073947280845362
0.001926394193890274,0.005448166386905013,0.00560128691703609
0.030988722809333107,0.009105730303910072,0.008154295847152548
0.03168805166036498,0.011785369653932213,0.01092003565365253
0.009620230369009084,0.007767308247203169,0.007686746415820304
0.06928668092232854,0.0182687163233349,0.01605054394946561
0.06972479624288955,0.017441047801415,0.015167841347437845
0.031798602548778476,0.013929680160611581,0.01315277049156085
0.06437355385769933,0.014340905561637139,0.012165573027025738
0.07314823160200656,0.017647309231205614,0.015234225649866442
0.0660486844921651,0.014634847493528523,0.012399463276196496
0.054633752392232844,0.013562106834781137,0.01177638311489193
0.0638860400665339,0.013856512163935263,0.011681315298604888
0.07118627681270537,0.01704533300047761,0.014691378921685096
0.05803113971858494,0.013068882423489782,0.011114001671529124
0.004341084934823813,0.0043387784633496735,0.004338678181981232
0.004959450283893335,0.004982403754714763,0.004983401731706999
0.005252606676398929,0.004883407169188963,0.0048673550167015744
0.00013521584098003003,0.004319057468330991,0.004500963626041902
4.0367413485034645e-05,0.004342206135262325,0.004529242601426555
0.0026826940526669565,0.0020258989577277013,0.0019973426492520814
0.007949261205020238,0.003977935345702291,0.0038052690039928156
0.004032574460095416,0.0029211797926038626,0.002872858285321621
0.004761484576876656,0.002108971897166486,0.001993645258918217
0.011419751393635246,0.0027724198796024086,0.0023964489442096764
0.007379684768404819,0.0022680754421752045,0.0020458315584260907
0.004079701429109266,0.003581396909928106,0.0035597314960506645
0.0009376457026094713,0.00435188484855949,0.004500330028818186
0.001737748217382822,0.004061455924120986,0.0041624866939791675
0.004004249827260572,0.0032473649936561413,0.00321445695741247
0.018707258562595006,0.006892181160262352,0.006378482142769627
0.012343664328644529,0.007687338950555115,0.0074848900210729655
0.004630068354627364,0.0067001357947713,0.006790138726951473
7.237073352165332e-05,0.003949170731591235,0.004117727253246434
0.04046494980015663,0.008888576788170595,0.007515691005040767
0.05490386001758753,0.01142047113494221,0.009529889009609804
0.04616688103154585,0.010559807698212922,0.009011674075024532
0.010433359601232713,0.0074335148627902884,0.007303086830684097
0.0573169769611854,0.01143534137073505,0.00944048764941112
0.06438984600114092,0.013439563899191341,0.011224334242584842
0.06018154922445904,0.012081559308407513,0.009990255399013971
0.029705740706920128,0.008847761883250687,0.007940893238743321
0.0565307967665142,0.011395618113419546,0.00943321904154586
0.058243307139639766,0.011605044213799015,0.00957729365180594
0.05122673513665164,0.01059652115621533,0.008829990113587663
0.04949793214036625,0.010007453792231632,0.00829047647274752
2.2985810217704886e-05,0.0026770451465440333,0.002792439030732134
0.0006514120116831822,0.004161827191497182,0.004314453938445616
0.0014165647861752962,0.003359240101836722,0.0034437042459959143
0.0013005703945773097,0.004443315123744192,0.004579956198925361
0.0008101266073773823,0.003676465572076826,0.0038010890053246276
0.002500262344277261,0.0020369540919472893,0.002016810254889465
0.004995195026095714,0.002608925807644149,0.0025051749720592983
0.008905773814197639,0.0030079153065132127,0.002751486675744325
0.006494552349381574,0.002424889622759397,0.0022479477650801717
0.00034174983382092065,0.0028922423863769783,0.003003133366922894
0.0009812435271797347,0.003993122194538215,0.004124073440945106
0.005730335807408927,0.0032656010605652246,0.003158438680267672
0.0019925531805226387,0.0037322182591638686,0.0038078558712787056
0.002626810494956112,0.004233660710648989,0.004303523763505201
0.000762293233429064,0.0051072552359111845,0.005296166627323451
0.0007431448220597886,0.004381192336076366,0.0045393683149466514
0.012748727015669111,0.004813011127661507,0.0044679800020959596
0.030136180541285147,0.0075785613370522005,0.006597795284694246
0.018228239418413145,0.0069643977436853405,0.006474665496958046
0.001184839512413098,0.0052527484624777425,0.005429614069002294
0.028647392479486236,0.006748152603823398,0.0057960117396641435
0.04727915380120664,0.009653287433563423,0.00801738020018763
0.04594336939678871,0.008609999194084752,0.006986809185271537
0.03748115293593467,0.006983413090806767,0.005657424401888163
0.03849255879132665,0.00787598398881756,0.006544828562621513
0.04370618703791256,0.008800311201714938,0.0072826644262280835
0.04357728791664306,0.00802021398780736,0.006474254251771025
0.038433011744370325,0.007885972252896957,0.006557840101093766
0.04059808752935664,0.00819692041853272,0.00678817402240994
0.0004089302712716099,0.004804597295515654,0.004995713253091482
0.0024656501484175667,0.0048521250470517415,0.0049558848252532275
0.00024059865192676237,0.004689176722952679,0.004882593160823371
0.000245988333058938,0.0044132675037274844,0.004594453554626117
0.006159395235852356,0.0024003059970237124,0.002236867334465945
0.005312919863578176,0.0032456656719458458,0.0031557850549183528
0.0054761679647778476,0.004097311145738101,0.004037360849258112
0.009675404711533707,0.002554701255561133,0.002245105453127543
0.005837256724882923,0.003142201945687007,0.003025025650939358
0.007884130381515383,0.0030089849667662254,0.002797022122646697
0.014383783926489396,0.003817966863223046,0.0033585835126462476
0.004216744017795361,0.003220755747925486,0.0031774519101050573
0.0012237727213768649,0.0037258911764737578,0.0038346789353910136
0.005608632417982975,0.0029763719527936216,0.0028619258456114758
0.0007739340665140861,0.0034283607986150717,0.003543770656532506
0.00011686515049477592,0.004237553385234911,0.00441671374326709
0.0005079993891670654,0.004564079729068219,0.004740431048194356
0.0017563098536820742,0.0032183207092729743,0.0032818863986464916
0.0033067089040826688,0.003682600528875503,0.003698943642996931
0.005316629442280347,0.004299407843980965,0.004255180817967948
0.007011437891613356,0.005060958623870644,0.004976155177447049
0.011686569491879751,0.0046700018910128885,0.00436493373445346
0.01757487487088798,0.0051077671490133295,0.004565718987192692
0.018901063076764736,0.005353172455993177,0.004764133733350934
0.02414686983203571,0.005996534966996286,0.005207389972864138
0.02362617479613542,0.005851005242505976,0.00507817178365252
0.00014846541053929223,0.004868085728110574,0.005073286611483238
0.00026183934752775786,0.004761522038666731,0.004957160416542338
0.005851441924484838,0.0039284565826979015,0.003844848524359339
0.030397405475235728,0.00943027827782377,0.008518664051849338
0.020783935732080143,0.003638574999485829,0.002893124532851294
0.01430843211366897,0.0021433339546692693,0.0016144166434084125
0.028781806051518293,0.00808515457068431,0.007185300158474138
0.02153680565049825,0.003968493115785849,0.0032046534403635694
0.014242928994475662,0.0024308175225876073,0.0019172474585924756
0.0141955092633789,0.002202182017246156,0.0016807330065447329
0.011969305497887096,0.004190147849260065,0.0038519236036675857
0.008575214684634867,0.0031777273087378807,0.0029430539445684466
0.004730776587988701,0.002415318081602363,0.0023146459726290443
0.0027147369609610912,0.0027684353582438097,0.0027707700711691458
0.00029926576399811044,0.002389493001406137,0.0024803724465108333
4.365558187167864e-05,0.0029009603774527554,0.003025191020738889
0.0012872705371595105,0.0032818433358989727,0.0033685638923659058
0.0009162510121549213,0.0029218660690329746,0.0030090667236798473
0.001626091862898254,0.003364832282561897,0.00344042969211249
0.0048824956778979935,0.0043921098956428775,0.004370788774675264
0.0056103812879673256,0.00452024437633817,0.004472847119310816
0.005645313369122416,0.004656375396619262,0.00461337809346695
0.03276708689975886,0.006966503834144507,0.005844739353030839
0.02391980546147471,0.0028720374099128507,0.0019569170598449444
0.028745326128974763,0.0092774437398157,0.008431014070721827
0.0392986552540058,0.009782873156640533,0.008499578282842042
0.030263868900721955,0.004719411937661141,0.003608783374049802
0.021267172633555414,0.008706295720877381,0.008160170637717467
0.020619984995269118,0.007445344413915413,0.006872533953856556
0.01788795214894404,0.0044679719124523795,0.003884494510865786
0.010894802375418424,0.00680686118339941,0.006629124609833365
0.009645627822773777,0.005619567083342399,0.005444520964236687
0.007032471621429835,0.003949168494842894,0.0038151118371652017
0.0002370413174013409,0.0026670984226251876,0.00277275307937405
0.0014879565581159392,0.0025403526553498673,0.0025861090074035162
0.0009664898562762476,0.002500383394484025,0.002567074417884363
0.0026023556294390623,0.003810849712654576,0.0038633929336639454
0.0013118276385452674,0.003591169978944941,0.003690271819831884
0.0022019324090214293,0.0039175741792877115,0.003992167299734071
0.03877976089758857,0.009128790348251236,0.007839617715671354
0.031591739315514414,0.005154113453234656,0.004004651459222491
0.02303084246831882,0.008461339263326262,0.007827882602239628
0.02466388100338507,0.008586365194490441,0.007887342768016762
0.019084312016032418,0.005639081152016126,0.005054505897058898
0.015019544201259687,0.00897017394828698,0.008707157850331645
0.01621110351608704,0.009229386701030337,0.008925833796027871
0.009964290088954329,0.005370789442149402,0.0051710720227231
0.008520299498343245,0.004803875422098638,0.0046422917666097425
0.007457359102046559,0.004453037091596584,0.004322414395490063
0.0011550112964762165,0.0032453570890084386,0.0033362416886837526
7.024462975633145e-05,0.0029466091888834516,0.003071668517541152
0.00016710985537533933,0.003178184717112252,0.003309101015448639
0.03043490524945908,0.009385588974329352,0.008470401310193278
0.01966464945399838,0.009981650515655622,0.009560650561814635
0.017456433866238987,0.0088008381224436,0.008424507872713366
0.007921088190069425,0.0044885177727274315,0.004339275580669084
0.008097767399232906,0.004579951891997012,0.004427003391682409
0.006958244238281838,0.004085585276034375,0.003960687060284485
0.00255974775800126,0.0027022237715623883,0.0027084183808476553
0.00010290387879695879,0.002511492292719997,0.002616213528107955
1.3501832351074199e-05,0.0029590436646713372,0.0030871107008591746
0.035663757501129933,0.009896122466415223,0.008775790508384148
0.019864408367682072,0.0091336962747488,0.008667143575056048
0.01822563722024511,0.008376346759632239,0.007948116739605594
0.018806481428821926,0.009292033739522176,0.008878362100856968
0.011750441521756593,0.004878940956292394,0.0045801800621417775
0.007975946888567799,0.0045117419738138495,0.004361124368824547
0.007357427494015423,0.004235248914736423,0.0040995020199851625
0.008466868471381792,0.004746289676298481,0.004584525380860077
0.0040541607554919305,0.0028992435562613414,0.002849029764990446
0.00010619983315872019,0.002471512669172714,0.0025743523576950617
5.155577522638398e-07,0.0029680256324382498,0.0030970478095985097
0.019722444301556598,0.00858582303617342,0.008101622111591544
0.020647138529133222,0.008155075811418791,0.0076119426497790335
0.022083336342598393,0.0073008376947865895,0.0066581203622730345
0.008075954796695583,0.0046699803169830915,0.00452189447003907
0.008956102823437232,0.004921512369375103,0.0047460953931115326
0.009273722365563206,0.0050312576348212875,0.004846802646528161
0.007170294409426679,0.0036365811540585995,0.003482941447303466
0.010210742505197604,0.004307687229650009,0.004051032652452288
0.00012608616888975976,0.0022934888918901834,0.002387723792890202
7.094392109862607e-06,0.002834328879795298,0.002957252118390317
1.4856443993890705e-05,0.002919152309302175,0.003045426042576449
8.031487374777056e-05,0.002136733996061744,0.0022261435231188736
0.0023790806175341514,0.00421384051083654,0.004293612680110556
0.0014299748178704154,0.004211973861968533,0.004332930342146711
0.0006382302934020043,0.003633505969466678,0.003763735346686881
0.020413036276455108,0.008623090056376499,0.008110483698981775
0.027158683649338114,0.009023167682027213,0.008234666987796306
0.03152687267024044,0.008889609845482316,0.007905381027014572
0.03166972777542429,0.008512801639496392,0.007505978764021265
0.016413548968112677,0.00847110135445756,0.008125777545168206
0.015112620854488546,0.0078368601782275,0.0075205227575204986
0.01861510440905501,0.008320308974319672,0.00787270917280944
0.023761110781972527,0.008806742113536822,0.00815655217143092
0.026232992734270967,0.008222207488096366,0.00743912986869747
0.00020376510460324166,0.002465062732225603,0.0025633800203830976
0.004901669303824751,0.002684085407871002,0.0025876687167425776
0.008217447291732786,0.0036947920141410014,0.0034981548281587506
0.0158739733680617,0.007152224087682558,0.006773017597231291
0.01699092174063329,0.007731947326313993,0.0073293832213435885
0.018682721917772326,0.00828348508008392,0.00783134434801051
0.017696547484178652,0.007653210344940146,0.007216543512799341
1.742324295828784e-05,0.0034306103198643283,0.0035790097579906782
0.0014700541835848974,0.0025690384243794583,0.002616820347892265
0.007900295514684474,0.003096988663077951,0.002888149234747233
0.01740200537121957,0.00674033608986599,0.006276785251546269
0.018448245973908664,0.007260207738831725,0.006773771293828379
0.0004971887986807969,0.0034639780965484298,0.0035929689355861526
0.015494031402286695,0.007758557733088187,0.007422232790949121
0.02066286657290606,0.008172000935139163,0.007628919820453645
0.023352883415154495,0.007606893647467266,0.006922285396698257
0.031820482501874,0.008977877873593026,0.007984721150624288
0.03477948628316485,0.009182757692368973,0.008069856449290895
0.02944201371280372,0.00703721761396282,0.0060630960444479996
0.013306260838028822,0.0072432796316288265,0.006979671753089695
0.01157023421651663,0.0066314205550457766,0.006416689526286175
0.011954753580056715,0.006879743377273629,0.006659090759761322
0.014015919676984519,0.007724942566247581,0.007451421822302497
0.02156605240718013,0.008816913876556344,0.008262603505659659
0.02885617707967003,0.009639081561023263,0.008803555668908183
0.02857417976112572,0.009087906043008446,0.008240676750916389
0.015743464357224454,0.007214238447416078,0.0068434025382939755
0.012945719530649854,0.006711203972819625,0.006440138079000919
0.012746917345391571,0.006895535700136668,0.006641127802516889
0.016089764701629122,0.007761227940578545,0.007399117646619825
0.018652809562007697,0.007968066310336462,0.007503512255915974
0.018706636375594998,0.008197314713559325,0.007740387684775166
0.02029496675952731,0.008680210711448519,0.008175221318053788
0.020148509088974063,0.008402706417597437,0.007892019344928886
0.016656539425056946,0.006798905457187161,0.006370312675975431
0.01852063827074434,0.00729445522182062,0.006806360306650022
0.01797809814013075,0.007522402276377064,0.007067806804039946
0.019656295118718598,0.008028220142754987,0.007522651665539179
0.017898926325815863,0.007290206776430338,0.006828958100370098
0.016515685526958458,0.006516645565833591,0.006081904697958598
0.014953174531123027,0.006350278119964074,0.005976239145565858
0.01699194392186277,0.007286337597566822,0.006864354713901781
0.02053647534768191,0.008063672497976638,0.007521376721902495
0.020103648784734304,0.007509140216728337,0.006961552887684599
0.015042565483012466,0.005785103836817976,0.005382605504374737
0.012206743364253902,0.0049165571581594545,0.004599592540503175
0.009108404435743496,0.0038430162802620942,0.003614086360458555
0.019669906597075505,0.009460460987974012,0.009016572048447859
0.025977921311108067,0.010127272407298231,0.0094381137593065
0.03220339780635794,0.009841702067279606,0.008869454426450112
0.036155863464663776,0.00993594436472687,0.00879594788212092
0.03219814285779901,0.008719675776862444,0.007698872860299982
0.026812698043589517,0.007139111870304187,0.006283738558422217
0.012986336720761297,0.007092390726217901,0.006836132204716016
0.013385171304641794,0.008090284459996525,0.00786007198849021
0.023952434275563768,0.01153948836062714,0.010999795059977719
0.02705734453359894,0.011641461144057784,0.010971205344512515
0.029368271880980828,0.011527527755296271,0.010751843228092596
0.026970140303885476,0.0102361563849777,0.009508591866764319
0.01240051055155261,0.00681388208964244,0.006570985199994173
0.014860822038299101,0.007212119214056549,0.00687956691735035
0.01736086991471283,0.007568544967352948,0.0071427917087720835
0.0202192153633929,0.00899862323570447,0.008510771404065844
0.02469462006547963,0.01133678738583354,0.010756012051935882
0.014309936771632704,0.007115622480101241,0.006802826206556395
0.016612561062404153,0.007501114434476326,0.007104964581088159
0.017565351336386634,0.007009009825874493,0.006550038455852226
0.014725190435977982,0.00598269791250855,0.005602589541922923
0.014256696151164932,0.00636200127863252,0.006018753675478936
0.021746678742855262,0.010271421967406826,0.009772497759778634
0.012847902456656922,0.005247384260301945,0.004916926947416946
0.009602611533692209,0.00430483199191391,0.0040744937509670275
0.008652528564537241,0.0038771883924775094,0.0036695649067357812
0.007880011484698763,0.0034446836626852912,0.0032518433225977488
0.031319513113695935,0.009116479296006152,0.008151129999584856
0.037216058133595874,0.009496335079295452,0.00829112972910848
0.03851451839810448,0.00917137922096191,0.007895590561086144
0.03739567151392748,0.008305973884614227,0.007041204422470172
0.03274065394849358,0.007135519116938184,0.006022252385131426
0.024918857333969115,0.004955349614291252,0.00408737101778352
0.01727475601309825,0.008160839303578792,0.007764582055338815
0.022150177916729893,0.009313235192933306,0.008755107248420409
0.03207393696758473,0.010521882656432884,0.009584836816817585
0.037783489511873714,0.010786200956480196,0.00961240580189787
0.03646002781924783,0.010176494344644476,0.009033732019661721
0.025053311890794887,0.00720633396991852,0.006430378408141286
0.01601689171861312,0.0071603786222850865,0.006775312835488217
0.016888663544680695,0.007685676249613409,0.007285546367219178
0.01881030310599702,0.008039692159494906,0.007571404727038292
0.018629304892371773,0.007617023973106909,0.0071382291505301745
0.020548481655143554,0.008528076590845073,0.00800545028370166
0.023135024494098405,0.009278148001224578,0.008675675110230064
0.0175619395609428,0.007047602432912817,0.006590457340389773
0.018787295644915245,0.007755556390065955,0.007275915552898594
0.017033753890515032,0.006576968664378174,0.006122325828459181
0.012499959529410978,0.005171484598605403,0.004852855253787769
0.01275715923357461,0.005683151560743892,0.005375586009751252
0.009860404180424996,0.004245487184717927,0.0040013603588176195
0.008896088781769706,0.004038834285353619,0.0038276493072485714
0.008845174218164123,0.003834999463512453,0.003617165778527598
0.02048665830599552,0.007422799789364776,0.006854805940815614
0.029871993597275787,0.008031586826398868,0.00708200392331726
0.04051100631703013,0.01003872422335771,0.008713842393198038
0.03400042868716379,0.0067029556124178725,0.0055161089569941354
0.010387809778725762,0.00563884680002447,0.005432370148776588
0.007628965539002374,0.003830139624139077,0.003664973280014586
0.011777114284886798,0.004830180890360308,0.00452814030798959
0.02090138950980461,0.008099950464383547,0.007543366158060893
0.0281968246211805,0.009273504245050598,0.008450751185218864
0.031082661534696344,0.00868628470429453,0.007712529189929234
6.785205553616657e-05,0.002460459720598812,0.0025644861408189268
2.7008971203070476e-05,0.0025791391916770807,0.0026901013751759505
0.0011719677512810895,0.0020236871566140344,0.0020607184351067714
0.012428360771222915,0.004976953046104296,0.004652978797186096
0.01654240295675282,0.006922224222455336,0.006503955581833704
0.01696508953058088,0.0064963468852737285,0.006041184161564722
0.0010340028362759465,0.0044960075187488084,0.00464652946146502
5.931881469079904e-06,0.003615788193587224,0.003772738468027143
0.004534163882657487,0.00251363009232037,0.0024257807970883218
0.012907287197792591,0.004783703355158279,0.004430504057652439
0.01266100607240242,0.00476159560273333,0.004418142973617281
0.001957784130797813,0.002844160513906889,0.002882698617520327
0.006152180191383862,0.0027954101568697294,0.0026494636336299848
0.01898570416301663,0.008699830592448358,0.008252618698075826
0.020306460025626555,0.007863334626703146,0.007322329174576039
0.01873774727401525,0.005133640957535961,0.004542158074210774
0.017145858513262866,0.003516694074255415,0.0029241217073420474
0.01375769197093893,0.007789381597698153,0.007529889842339858
0.009489964031806805,0.005178690449608504,0.004991243772121621
0.006565998111375305,0.0035784238821841836,0.0034485293504802213
0.001757421479537707,0.002274170584395285,0.002296637936780397
0.0025201895158197666,0.002569273550558851,0.0025714076390257676
0.0006579380401125495,0.002213920858510262,0.0022815722853971186
7.917128995526483e-05,0.003294012559266798,0.0034337882666281684
0.0002937692593633684,0.00325070346589029,0.0033792658226958084
3.493766905206784e-05,0.0032115621842811015,0.003349676293638885
0.00154200397909444,0.004219354589086561,0.004335761137347087
0.0010088038454028703,0.0044585569653177596,0.004608546231401015
0.0002497271333330774,0.004231640270377192,0.004404766928509545
0.03633632789027539,0.010436520254178424,0.009310441661304644
0.03391722860405409,0.009982338844937273,0.00894169146410611
0.017522661053678452,0.008526297417959046,0.008135151172927768
0.01606648943250475,0.007662301284626833,0.007296901799936488
0.019146782791790596,0.008414409961303304,0.007947785055629944
0.007487647216172317,0.0031102364854234264,0.0029199142797386923
0.012038851481457655,0.006760448625534894,0.006530952849190428
0.00947230020682206,0.0050799652121956045,0.0048889941254727145
0.006613632520904444,0.003707493302301724,0.0035811394232320407
0.0003208662769595606,0.002740551405028688,0.0028457551062490843
0.0019672646214560184,0.0025629805798168576,0.002588881273658633
5.803112844706384e-05,0.0030624092907563377,0.003193034428248045
0.026919223917856606,0.007576464430083756,0.00673547488713711
0.0164934858285072,0.004888485296212021,0.004383920055677447
0.012790089048783149,0.006044748295735265,0.005751472610820141
0.011527867197606317,0.0050849842323432235,0.004804858886027436
0.007846163119983426,0.0044778863080257416,0.004331439490114537
0.00937768821727238,0.004793515050823471,0.004594203174021346
0.006629397244981978,0.0036237413102558906,0.0034930606174417124
0.01720235053139843,0.0034261103696587897,0.002827143406104893
0.01580361244924774,0.004876966860316115,0.004401895312971262
0.007162106689229891,0.003044290773243776,0.002865255298635684
0.013423447989898184,0.006518294472833602,0.006218070406874271
0.0076769760610083835,0.003830987310567664,0.0036637704083745887
0.003109182056232488,0.0029700633399357013,0.0029640147000967103
0.009825391423374736,0.005192655119980055,0.0049912318024411565
0.006798772642554307,0.003665985708346461,0.0035297775807722072
0.0017639893642251935,0.0028374061793764987,0.002884076475687425
0.004161741129529022,0.0031104432492643076,0.003064734645774537
0.02150635133785559,0.004796086003584892,0.004069552728181818
0.012439523719313976,0.0029492654712795405,0.0025366455474519554
0.009936560241021299,0.00266846877060173,0.0023524647936269652
0.007330859528087347,0.0035286500511125004,0.0033633365955918547
0.0033314283670082827,0.0028499391667004283,0.002829004853643565
0.006047268694534437,0.0036532334058767325,0.003549144915065528
0.002682071095607443,0.0027385038713918417,0.002740957470338989
0.0006283442485782103,0.0026901157663521374,0.002779758006255351
0.00502770038308087,0.0034853300444008836,0.0034182704644582754
0.0017947999437900738,0.0025737633931868058,0.002607631369247533
0.00010254986645395288,0.003029755274895756,0.0031570250752627916
0.003662842969062901,0.0032284360279130277,0.0032095487696021632
0.018580073754715782,0.0040849991443983455,0.003454778509167152
0.01236408217167116,0.0025468620953162584,0.0021200264398225674
0.010995885956053346,0.0032008233063255845,0.002861907538946116
0.005675986866770652,0.0029324179669414363,0.002813132362601036
7.024741217845064e-05,0.0026422215990007784,0.002754046563645228
1.2163364612079266e-05,0.0032861880140856747,0.003428536911888874
0.0003790368935020592,0.002597522212037555,0.0026939780954521415
0.000109329204144104,0.0024412274463257396,0.002542614326420593
0.00039023299480537405,0.0031099513760315845,0.003228200001302289
2.3856904657250093e-06,0.003852932118477318,0.004020347180564778
0.00040589806201143746,0.0024107023549291345,0.0024978677589690347
0.0002419724265225486,0.0026847625922581607,0.002790970860333622
0.0002798314582973094,0.003318632283738205,0.0034507540587573747
0.0022350104534065683,0.003544397576337816,0.0036013274512478703
0.0024807756215480758,0.00443736611713122,0.004522435269113097
0.010119160420143528,0.0029881895003631333,0.0026781472864596378
0.006026201903900778,0.0029327716990274672,0.0027982747335981934
0.004895860942103859,0.00358033282893269,0.0035231359544469873
0.008053414813858226,0.003238274378516788,0.0030289204465454218
0.006178742160051157,0.00292095916608289,0.002779316427214704
0.00525269912378553,0.0033129332056931887,0.0032285955570804784
0.000648939704495208,0.003566187470871862,0.003693024330279543
0.00015232689425257205,0.004011095117702971,0.004178867649157336
0.001543627570080577,0.003649925434436835,0.0037415036024523248
0.0036736426221343015,0.004207347901646522,0.004230552479016619
0.004851745004189959,0.004960067246682951,0.0049647769094000385
5.5831428143813745e-05,0.004426103376250647,0.004616115200081379
0.0031622899362004704,0.004143545668497961,0.004186208961206549
0.004722751058884125,0.004042581595730065,0.00401300901037554
0.006805793023738975,0.005003273488346743,0.004924903073764472
0.005495987091155083,0.004155094298362906,0.0040967946117197685
0.0053421370870356455,0.004561200370606949,0.00452724660032744
0.002348081811468006,0.003391750582790082,0.0034371274858910413
0.005639034502818289,0.0037995958904997857,0.0037196202986598506
0.002526913054999325,0.0037062312038561953,0.003757505905980407
0.0038595173359078786,0.003637425758495643,0.003627769602955981
0.0072030591347732285,0.0032675620306216323,0.0030964534608759115
0.0011575975539356788,0.004334598669080242,0.004472729152347397
0.0005958219648099415,0.003929804135802024,0.004074759882366898
0.001749456036635005,0.003705840844866711,0.003790901053920264
0.00631540763832229,0.0031659758929204174,0.0030290440779029443
0.0025098105551928313,0.004844546599439075,0.00494605686223239
0.0021620625555231615,0.004941102356313529,0.005061930173739198
0.0002656055353765011,0.004347998157984674,0.00452549348940242
0.0036863553914069304,0.003243851567479705,0.0032246122707872173
0.028548389677169397,0.0067792326655161175,0.005832747578052931
0.022519003508013873,0.006515784490699985,0.005819992359512427
0.004769247859095745,0.005563417845737845,0.005597946975591849
0.03578914273940811,0.007742849736872138,0.006523445693283619
0.03686439772308596,0.007711733864855775,0.006444226740584896
0.030745557820247287,0.006704158151456623,0.005658879904987464
0.034304334027738116,0.007275796837930826,0.006100643047069639
0.02445003223023554,0.0063747066443833695,0.005588822923259364
0.003889258269683778,0.003526495465637628,0.0035107231698095344
0.008446462735580142,0.003191822818380119,0.0029633602132844656
