prim_resid,resid,varw_resid,r2w_resid,invr2w_resid,sigr2w_resid,siginvr2w_resid,labels,funcG1,diffG1,sg1_fg1_resid
0.003323897222983,0.0925315444035771,0.0256299776561412,0.0055020153078617,73.12033655332338,0.0054392382508575,0.4873989724564957,2.0,-0.0006323095294646,0.2193202078342437,0.003323897222983033
0.0018094095506819,0.0841680289783249,0.0245258587434405,0.0051980303757106,71.6926025787043,0.00513691746147,0.3422000347797703,2.0,0.0176735818386077,0.2315891534090042,0.0018094095506819925
0.0002981659237056,0.0942026445732873,0.0278613837745216,0.0062599669837894,72.38686970335154,0.0061908726907718,0.402474542920625,2.0,0.0429858900606632,0.2317531406879425,0.0002981659237056938
0.0033370760770657,0.0783000466833656,0.0237811172687458,0.0056944082739277,70.33719388991827,0.005633537765449,0.2913055847118733,2.0,-0.0001402489142492,0.2216520011425018,0.0033370760770656976
0.0020347454868726,0.0944552033417639,0.0263577539458312,0.0053559321651227,79.33183174260895,0.0052841242977287,0.434373581019713,2.0,0.0066106133162975,0.1989264041185379,0.0020347454868726075
0.0037076376444056,0.0946523809767655,0.0270314968586002,0.0056830516192239,76.56358574760307,0.0056186799488733,0.45129820113572,2.0,-0.003256830619648,0.2216764688491821,0.003707637644405643
0.0031635451014615,0.0903461523067379,0.0255556340167695,0.005244389349718,74.82354318426758,0.0051807005326498,0.421831847867084,2.0,0.0019687491003423,0.2239096611738205,0.0031635451014615807
0.065077826075708,0.4327486275422036,0.1654031041624674,0.0277576449519173,194.50963272612623,0.0275008602375481,2.914655680723302,2.0,0.2372780889272689,-0.0685622841119766,0.06507782607570803
0.0653644359467686,0.4023118341501153,0.1540117443123319,0.0234941644272965,187.0967330861566,0.0232403130172197,2.809112644937739,2.0,0.2293202430009842,-0.1013289242982864,0.06536443594676862
0.0003901457290179,0.1017494209613459,0.0309810261172973,0.007639617677923,73.27201148761685,0.0075703003702926,0.504147858475815,2.0,0.01680713519454,0.1406181752681732,0.0003901457290179088
5.517342522381977e-05,0.1035997573057357,0.0320298012989713,0.0081821822274947,74.29836145348526,0.0081080280550547,0.437797489838936,2.0,0.0530469827353954,0.2326050698757171,5.517342522381866e-05
6.0533857574001454e-05,0.1078267934320821,0.0327685492478303,0.0068737170116391,68.8169941057301,0.0068029730117771,0.6130071135083031,2.0,0.0675817802548408,0.230014830827713,6.053385757400091e-05
0.0084349138076626,0.1749545660846893,0.0616656039064041,0.0099222990361766,62.22297985072298,0.0098205574132192,1.4723550004793935,2.0,0.1446370929479599,0.2030671089887619,0.008434913807662644
0.0513456832499331,0.4688717703163186,0.1780768225452796,0.0332124073805723,191.47544989902468,0.0329573075060433,3.263348502401969,2.0,0.2371374666690826,0.0405462905764579,0.05134568324993317
