networks,Grad1 10% Upper,Grad1 10% Lower
Visual,3.1769145899997615,1.4655925676802155
Somatomotor,1.179629904022191,1.0726789510391865
Dorsal Attention,1.8607461891773434,0.9244095455340409
Ventral Attention,0.9260603702077722,1.2902861790940316
Default,1.4197384835823497,1.973737861746814
Frontoparietal,1.1845318216258567,1.2038926788114253
Limbic,3.260233877513022,3.8623001570482796
