networks,clust1,clust2,clust3,clust4,clust5
Visual,3.1099200179237436,2.1724461091803575,2.055877019467687,1.1432979030603052,2.870170082301633
Somatomotor,1.3612650787399467,1.4900507202894941,1.4323161505946662,0.8922727746190532,1.5577901037558972
Dorsal Attention,1.8104026934157866,1.4915402075183142,1.3773415735513304,0.6602870814192304,2.042794498257424
Ventral Attention,1.1541294802780242,1.445560613564376,1.399075948963349,1.2947335526874177,1.0582600350929106
Default,1.576171997523287,1.8817483732665172,1.9499914363936017,2.2031366590340733,1.4503476317284747
Frontoparietal,1.239982966658186,1.415924854489531,1.5666242261295562,1.194100761223052,1.2959651395113487
Limbic,3.8544667136351918,3.997725886194448,4.006792510697507,3.526227020999019,2.5248805517385797
