networks,Grad1 25% Upper,Grad1 25% Lower
Visual,3.130046479247033,1.54049240945144
Somatomotor,1.404121881063548,1.112192885522101
Dorsal Attention,1.926088460193085,0.9692669107103654
Ventral Attention,1.1048019206872262,1.319929135006508
Default,1.5584867300456984,2.0017706339012533
Frontoparietal,1.2856398878320485,1.2531538668107571
Limbic,3.437522840118167,3.8739821937506074
