networks,Grad1 25% Upper,Grad1 25% Lower
Visual,1.1603199865301355,1.0739541284792666
Somatomotor,1.2435459761807175,1.1304822143910294
Dorsal Attention,1.2452428431218963,0.9751144634560878
Ventral Attention,1.3699000284184457,0.966020504144472
Default,1.0853145455932396,1.2711017444097943
Frontoparietal,1.2167554232843818,1.0676140054835193
Limbic,1.2375459874084032,1.3065171191761413
