labels,funcG1,funcG2
2.0,0.22664859890937805,0.22664859890937805
2.0,0.23199832439422607,0.23199832439422607
2.0,0.2448306679725647,0.2448306679725647
2.0,0.2417697310447693,0.2417697310447693
2.0,0.23680250346660614,0.23680250346660614
2.0,0.2291257530450821,0.2291257530450821
2.0,0.24432970583438873,0.24432970583438873
2.0,0.23375408351421356,0.23375408351421356
3.0,0.08026646077632904,0.08026646077632904
3.0,0.10694132000207901,0.10694132000207901
3.0,0.09281843900680542,0.09281843900680542
3.0,0.02232421562075615,0.02232421562075615
3.0,0.03817521780729294,0.03817521780729294
2.0,-0.02748129703104496,-0.02748129703104496
2.0,-0.035088907927274704,-0.035088907927274704
2.0,-0.02297578938305378,-0.02297578938305378
2.0,-0.026371465995907784,-0.026371465995907784
2.0,-0.0459413155913353,-0.0459413155913353
2.0,-0.02695775218307972,-0.02695775218307972
2.0,0.08648483455181122,0.08648483455181122
2.0,0.07533343881368637,0.07533343881368637
2.0,0.010630724020302296,0.010630724020302296
2.0,-0.006188188213855028,-0.006188188213855028
2.0,0.16307705640792847,0.16307705640792847
2.0,0.14597000181674957,0.14597000181674957
2.0,0.12336766719818115,0.12336766719818115
2.0,0.04938109964132309,0.04938109964132309
2.0,0.20099391043186188,0.20099391043186188
2.0,0.22122184932231903,0.22122184932231903
2.0,0.20901161432266235,0.20901161432266235
2.0,0.15972937643527985,0.15972937643527985
2.0,0.21067088842391968,0.21067088842391968
2.0,0.2248993217945099,0.2248993217945099
2.0,0.2239273339509964,0.2239273339509964
2.0,0.20057162642478943,0.20057162642478943
2.0,0.20677463710308075,0.20677463710308075
2.0,0.21243196725845337,0.21243196725845337
2.0,0.21696625649929047,0.21696625649929047
2.0,0.19968681037425995,0.19968681037425995
2.0,0.03193724900484085,0.03193724900484085
2.0,0.06328781694173813,0.06328781694173813
2.0,-0.013321907259523869,-0.013321907259523869
2.0,0.008681709878146648,0.008681709878146648
2.0,8.828804857330397e-05,8.828804857330397e-05
2.0,-0.03380970284342766,-0.03380970284342766
2.0,-0.025312241166830063,-0.025312241166830063
2.0,-0.03439374268054962,-0.03439374268054962
2.0,-0.028494246304035187,-0.028494246304035187
2.0,0.008360044099390507,0.008360044099390507
2.0,0.016392409801483154,0.016392409801483154
2.0,-0.018975792452692986,-0.018975792452692986
2.0,0.05940748006105423,0.05940748006105423
2.0,0.08135654032230377,0.08135654032230377
2.0,0.06685544550418854,0.06685544550418854
2.0,0.027124576270580292,0.027124576270580292
2.0,0.10844650864601135,0.10844650864601135
2.0,0.1615838259458542,0.1615838259458542
2.0,0.13802330195903778,0.13802330195903778
2.0,0.09425109624862671,0.09425109624862671
2.0,0.1425115168094635,0.1425115168094635
2.0,0.18245519697666168,0.18245519697666168
2.0,0.18009841442108154,0.18009841442108154
2.0,0.16786408424377441,0.16786408424377441
2.0,0.1651800274848938,0.1651800274848938
2.0,0.17254531383514404,0.17254531383514404
2.0,0.1747094690799713,0.1747094690799713
2.0,0.1723400056362152,0.1723400056362152
2.0,0.17253638803958893,0.17253638803958893
2.0,0.061792317777872086,0.061792317777872086
2.0,0.07623022794723511,0.07623022794723511
2.0,0.01624753698706627,0.01624753698706627
2.0,0.05496184155344963,0.05496184155344963
2.0,-0.061110544949769974,-0.061110544949769974
2.0,-0.026405094191432,-0.026405094191432
2.0,-0.019837411120533943,-0.019837411120533943
2.0,-0.06799309700727463,-0.06799309700727463
2.0,-0.024970753118395805,-0.024970753118395805
2.0,-0.028588250279426575,-0.028588250279426575
2.0,-0.10092762857675552,-0.10092762857675552
2.0,-0.0327756442129612,-0.0327756442129612
2.0,0.007465440314263105,0.007465440314263105
2.0,-0.020694401115179062,-0.020694401115179062
2.0,-0.03547348454594612,-0.03547348454594612
2.0,-0.00024018499243538827,-0.00024018499243538827
2.0,0.03252902999520302,0.03252902999520302
2.0,0.01423049345612526,0.01423049345612526
2.0,0.018705500289797783,0.018705500289797783
2.0,0.034235287457704544,0.034235287457704544
2.0,0.053922537714242935,0.053922537714242935
2.0,0.07195325940847397,0.07195325940847397
2.0,0.09215553104877472,0.09215553104877472
2.0,0.09891220182180405,0.09891220182180405
2.0,0.1273992508649826,0.1273992508649826
2.0,0.11846806854009628,0.11846806854009628
2.0,0.029003482311964035,0.029003482311964035
2.0,0.04754240810871124,0.04754240810871124
2.0,-0.02908405102789402,-0.02908405102789402
2.0,-0.1589534729719162,-0.1589534729719162
2.0,-0.11158584803342819,-0.11158584803342819
2.0,-0.06535043567419052,-0.06535043567419052
2.0,-0.15117383003234863,-0.15117383003234863
2.0,-0.11358299106359482,-0.11358299106359482
2.0,-0.0750759020447731,-0.0750759020447731
2.0,-0.061933279037475586,-0.061933279037475586
2.0,-0.12011221796274185,-0.12011221796274185
2.0,-0.10434068739414215,-0.10434068739414215
2.0,-0.06206135451793671,-0.06206135451793671
2.0,-0.09278752654790878,-0.09278752654790878
2.0,-0.05855487287044525,-0.05855487287044525
2.0,-0.04264276847243309,-0.04264276847243309
2.0,-0.004117780365049839,-0.004117780365049839
2.0,-0.01208789274096489,-0.01208789274096489
2.0,-0.0017457129433751106,-0.0017457129433751106
2.0,0.03343832865357399,0.03343832865357399
2.0,0.03463223576545715,0.03463223576545715
2.0,0.03628753125667572,0.03628753125667572
2.0,-0.14702601730823517,-0.14702601730823517
2.0,-0.09942794591188431,-0.09942794591188431
2.0,-0.1543813943862915,-0.1543813943862915
2.0,-0.1646755337715149,-0.1646755337715149
2.0,-0.13055770099163055,-0.13055770099163055
2.0,-0.1570122241973877,-0.1570122241973877
2.0,-0.1548442244529724,-0.1548442244529724
2.0,-0.13425539433956146,-0.13425539433956146
2.0,-0.1460513025522232,-0.1460513025522232
2.0,-0.14013683795928955,-0.14013683795928955
2.0,-0.12315474450588226,-0.12315474450588226
2.0,-0.057790741324424744,-0.057790741324424744
2.0,-0.0812993049621582,-0.0812993049621582
2.0,-0.07384556531906128,-0.07384556531906128
2.0,0.0090897586196661,0.0090897586196661
2.0,-0.005979251116514206,-0.005979251116514206
2.0,0.005314323119819164,0.005314323119819164
2.0,-0.163006991147995,-0.163006991147995
2.0,-0.13690021634101868,-0.13690021634101868
2.0,-0.15540967881679535,-0.15540967881679535
2.0,-0.163860023021698,-0.163860023021698
2.0,-0.14946945011615753,-0.14946945011615753
2.0,-0.1633688062429428,-0.1633688062429428
2.0,-0.16933096945285797,-0.16933096945285797
2.0,-0.14070481061935425,-0.14070481061935425
2.0,-0.1356421858072281,-0.1356421858072281
2.0,-0.12914033234119415,-0.12914033234119415
2.0,-0.009475527331233025,-0.009475527331233025
2.0,-0.03467177972197533,-0.03467177972197533
2.0,-0.029561825096607208,-0.029561825096607208
2.0,-0.1707952916622162,-0.1707952916622162
2.0,-0.1754382848739624,-0.1754382848739624
1.0,-0.17220042645931244,-0.17220042645931244
2.0,-0.13300523161888123,-0.13300523161888123
1.0,-0.13321515917778015,-0.13321515917778015
1.0,-0.1256512999534607,-0.1256512999534607
1.0,-0.09070315212011337,-0.09070315212011337
2.0,-0.054100096225738525,-0.054100096225738525
2.0,-0.04678284376859665,-0.04678284376859665
1.0,-0.1718592792749405,-0.1718592792749405
1.0,-0.17022179067134857,-0.17022179067134857
1.0,-0.17101429402828217,-0.17101429402828217
1.0,-0.1762142777442932,-0.1762142777442932
1.0,-0.14317116141319275,-0.14317116141319275
1.0,-0.13354440033435822,-0.13354440033435822
1.0,-0.13002073764801025,-0.13002073764801025
1.0,-0.13539206981658936,-0.13539206981658936
1.0,-0.10620532184839249,-0.10620532184839249
1.0,-0.05538477748632431,-0.05538477748632431
1.0,-0.043739646673202515,-0.043739646673202515
1.0,-0.17152643203735352,-0.17152643203735352
1.0,-0.17111724615097046,-0.17111724615097046
1.0,-0.16543856263160706,-0.16543856263160706
1.0,-0.13435234129428864,-0.13435234129428864
1.0,-0.14044004678726196,-0.14044004678726196
1.0,-0.14099368453025818,-0.14099368453025818
1.0,-0.12698936462402344,-0.12698936462402344
1.0,-0.13904565572738647,-0.13904565572738647
1.0,-0.05696798115968704,-0.05696798115968704
1.0,-0.043453533202409744,-0.043453533202409744
1.0,-0.04099537432193756,-0.04099537432193756
1.0,-0.05221407115459442,-0.05221407115459442
1.0,0.0051838429644703865,0.0051838429644703865
1.0,-0.0037268802989274263,-0.0037268802989274263
1.0,-0.014044812880456448,-0.014044812880456448
1.0,-0.1674099713563919,-0.1674099713563919
1.0,-0.16942395269870758,-0.16942395269870758
1.0,-0.16370290517807007,-0.16370290517807007
1.0,-0.15748977661132812,-0.15748977661132812
1.0,-0.17361195385456085,-0.17361195385456085
1.0,-0.1653449833393097,-0.1653449833393097
1.0,-0.17067018151283264,-0.17067018151283264
1.0,-0.17175959050655365,-0.17175959050655365
1.0,-0.16432568430900574,-0.16432568430900574
1.0,-0.06037607416510582,-0.06037607416510582
1.0,-0.1153850182890892,-0.1153850182890892
1.0,-0.134953573346138,-0.134953573346138
1.0,-0.16913717985153198,-0.16913717985153198
1.0,-0.1721571981906891,-0.1721571981906891
1.0,-0.17680692672729492,-0.17680692672729492
1.0,-0.16929565370082855,-0.16929565370082855
1.0,-0.03612276166677475,-0.03612276166677475
1.0,-0.07473596185445786,-0.07473596185445786
1.0,-0.12401553243398666,-0.12401553243398666
1.0,-0.1679954081773758,-0.1679954081773758
1.0,-0.17287026345729828,-0.17287026345729828
1.0,-0.049779731780290604,-0.049779731780290604
1.0,-0.14745472371578217,-0.14745472371578217
1.0,-0.14754728972911835,-0.14754728972911835
1.0,-0.14130662381649017,-0.14130662381649017
1.0,-0.15709927678108215,-0.15709927678108215
1.0,-0.16128797829151154,-0.16128797829151154
1.0,-0.14781270921230316,-0.14781270921230316
1.0,-0.1576765775680542,-0.1576765775680542
1.0,-0.14821620285511017,-0.14821620285511017
1.0,-0.14680571854114532,-0.14680571854114532
1.0,-0.14685657620429993,-0.14685657620429993
1.0,-0.15860474109649658,-0.15860474109649658
1.0,-0.16962814331054688,-0.16962814331054688
1.0,-0.16633576154708862,-0.16633576154708862
1.0,-0.1638227105140686,-0.1638227105140686
1.0,-0.15072566270828247,-0.15072566270828247
1.0,-0.14997516572475433,-0.14997516572475433
1.0,-0.16398511826992035,-0.16398511826992035
1.0,-0.17281265556812286,-0.17281265556812286
1.0,-0.1687595546245575,-0.1687595546245575
1.0,-0.16898612678050995,-0.16898612678050995
1.0,-0.17006541788578033,-0.17006541788578033
1.0,-0.16132675111293793,-0.16132675111293793
1.0,-0.16577759385108948,-0.16577759385108948
1.0,-0.16297923028469086,-0.16297923028469086
1.0,-0.1702195554971695,-0.1702195554971695
1.0,-0.16639021039009094,-0.16639021039009094
1.0,-0.16196021437644958,-0.16196021437644958
1.0,-0.15557827055454254,-0.15557827055454254
1.0,-0.15899014472961426,-0.15899014472961426
1.0,-0.17000450193881989,-0.17000450193881989
1.0,-0.17089875042438507,-0.17089875042438507
1.0,-0.15368686616420746,-0.15368686616420746
1.0,-0.14074869453907013,-0.14074869453907013
1.0,-0.12415546178817749,-0.12415546178817749
1.0,-0.14877186715602875,-0.14877186715602875
1.0,-0.15572793781757355,-0.15572793781757355
1.0,-0.15796895325183868,-0.15796895325183868
1.0,-0.16280622780323029,-0.16280622780323029
1.0,-0.1534595787525177,-0.1534595787525177
1.0,-0.13563060760498047,-0.13563060760498047
1.0,-0.1469084769487381,-0.1469084769487381
1.0,-0.14452549815177917,-0.14452549815177917
1.0,-0.1718340516090393,-0.1718340516090393
1.0,-0.17057910561561584,-0.17057910561561584
1.0,-0.17087151110172272,-0.17087151110172272
1.0,-0.15880535542964935,-0.15880535542964935
1.0,-0.143964946269989,-0.143964946269989
1.0,-0.15344840288162231,-0.15344840288162231
1.0,-0.16307637095451355,-0.16307637095451355
1.0,-0.1704253852367401,-0.1704253852367401
1.0,-0.17159807682037354,-0.17159807682037354
1.0,-0.14795522391796112,-0.14795522391796112
1.0,-0.15748590230941772,-0.15748590230941772
1.0,-0.16222688555717468,-0.16222688555717468
1.0,-0.15133003890514374,-0.15133003890514374
1.0,-0.14813736081123352,-0.14813736081123352
1.0,-0.155559703707695,-0.155559703707695
1.0,-0.14217081665992737,-0.14217081665992737
1.0,-0.12756499648094177,-0.12756499648094177
1.0,-0.12152775377035141,-0.12152775377035141
1.0,-0.1171509325504303,-0.1171509325504303
1.0,-0.15478582680225372,-0.15478582680225372
1.0,-0.16051137447357178,-0.16051137447357178
1.0,-0.16149111092090607,-0.16149111092090607
1.0,-0.15820232033729553,-0.15820232033729553
1.0,-0.14585526287555695,-0.14585526287555695
1.0,-0.12539072334766388,-0.12539072334766388
1.0,-0.16696853935718536,-0.16696853935718536
1.0,-0.17184841632843018,-0.17184841632843018
1.0,-0.17582838237285614,-0.17582838237285614
1.0,-0.17551985383033752,-0.17551985383033752
1.0,-0.17287342250347137,-0.17287342250347137
1.0,-0.14838828146457672,-0.14838828146457672
1.0,-0.16559544205665588,-0.16559544205665588
1.0,-0.16585983335971832,-0.16585983335971832
1.0,-0.17209137976169586,-0.17209137976169586
1.0,-0.17077526450157166,-0.17077526450157166
1.0,-0.17111849784851074,-0.17111849784851074
1.0,-0.17103172838687897,-0.17103172838687897
1.0,-0.161769837141037,-0.161769837141037
1.0,-0.16635730862617493,-0.16635730862617493
1.0,-0.1612270623445511,-0.1612270623445511
1.0,-0.14290998876094818,-0.14290998876094818
1.0,-0.14281430840492249,-0.14281430840492249
1.0,-0.1275022178888321,-0.1275022178888321
1.0,-0.12232395261526108,-0.12232395261526108
1.0,-0.12073038518428802,-0.12073038518428802
1.0,-0.15822437405586243,-0.15822437405586243
1.0,-0.161863312125206,-0.161863312125206
1.0,-0.17156608402729034,-0.17156608402729034
1.0,-0.14607125520706177,-0.14607125520706177
1.0,-0.14633405208587646,-0.14633405208587646
1.0,-0.13029570877552032,-0.13029570877552032
1.0,-0.14659984409809113,-0.14659984409809113
1.0,-0.17228683829307556,-0.17228683829307556
1.0,-0.17528049647808075,-0.17528049647808075
1.0,-0.1675751954317093,-0.1675751954317093
1.0,-0.05433519184589386,-0.05433519184589386
1.0,-0.05012664571404457,-0.05012664571404457
1.0,-0.07582990825176239,-0.07582990825176239
1.0,-0.14988617599010468,-0.14988617599010468
1.0,-0.16416369378566742,-0.16416369378566742
1.0,-0.15979818999767303,-0.15979818999767303
1.0,-0.009278365410864353,-0.009278365410864353
1.0,-0.03890853747725487,-0.03890853747725487
1.0,-0.10239093005657196,-0.10239093005657196
1.0,-0.14745965600013733,-0.14745965600013733
1.0,-0.14469173550605774,-0.14469173550605774
1.0,-0.07208351790904999,-0.07208351790904999
1.0,-0.10687682032585144,-0.10687682032585144
1.0,-0.1702999323606491,-0.1702999323606491
1.0,-0.1667550504207611,-0.1667550504207611
1.0,-0.14506320655345917,-0.14506320655345917
1.0,-0.11607518047094345,-0.11607518047094345
1.0,-0.16089479625225067,-0.16089479625225067
1.0,-0.14021983742713928,-0.14021983742713928
1.0,-0.12123232334852219,-0.12123232334852219
1.0,-0.07724285870790482,-0.07724285870790482
1.0,-0.08135825395584106,-0.08135825395584106
1.0,-0.06987006962299347,-0.06987006962299347
1.0,-0.03300862014293671,-0.03300862014293671
1.0,-0.021326947957277298,-0.021326947957277298
1.0,-0.02804749459028244,-0.02804749459028244
1.0,-0.0036229833494871855,-0.0036229833494871855
1.0,-0.005063153803348541,-0.005063153803348541
1.0,-0.01418621838092804,-0.01418621838092804
1.0,-0.16623950004577637,-0.16623950004577637
1.0,-0.17192775011062622,-0.17192775011062622
1.0,-0.16505379974842072,-0.16505379974842072
1.0,-0.16291029751300812,-0.16291029751300812
1.0,-0.1709456741809845,-0.1709456741809845
1.0,-0.1111203208565712,-0.1111203208565712
1.0,-0.15248791873455048,-0.15248791873455048
1.0,-0.13693483173847198,-0.13693483173847198
1.0,-0.11723028123378754,-0.11723028123378754
1.0,-0.0501510426402092,-0.0501510426402092
1.0,-0.08438696712255478,-0.08438696712255478
1.0,-0.04330359399318695,-0.04330359399318695
2.0,-0.1535525619983673,-0.1535525619983673
2.0,-0.13779933750629425,-0.13779933750629425
1.0,-0.14954209327697754,-0.14954209327697754
1.0,-0.14338287711143494,-0.14338287711143494
2.0,-0.13163727521896362,-0.13163727521896362
1.0,-0.1365474909543991,-0.1365474909543991
1.0,-0.11758537590503693,-0.11758537590503693
2.0,-0.09550060331821442,-0.09550060331821442
2.0,-0.13275228440761566,-0.13275228440761566
2.0,-0.1022985577583313,-0.1022985577583313
2.0,-0.1525513231754303,-0.1525513231754303
2.0,-0.12562128901481628,-0.12562128901481628
2.0,-0.09155812114477158,-0.09155812114477158
2.0,-0.13985507190227509,-0.13985507190227509
2.0,-0.11971889436244965,-0.11971889436244965
2.0,-0.0759296715259552,-0.0759296715259552
2.0,-0.1040339320898056,-0.1040339320898056
2.0,-0.11979568749666214,-0.11979568749666214
2.0,-0.07718241959810257,-0.07718241959810257
2.0,-0.05419972911477089,-0.05419972911477089
2.0,-0.10644607990980148,-0.10644607990980148
2.0,-0.08081559091806412,-0.08081559091806412
2.0,-0.11439753323793411,-0.11439753323793411
2.0,-0.08973681181669235,-0.08973681181669235
2.0,-0.06104036793112755,-0.06104036793112755
2.0,-0.10824939608573914,-0.10824939608573914
2.0,-0.07917182892560959,-0.07917182892560959
2.0,-0.041483744978904724,-0.041483744978904724
2.0,-0.09426600486040115,-0.09426600486040115
2.0,-0.10665721446275711,-0.10665721446275711
2.0,-0.06974071264266968,-0.06974071264266968
2.0,-0.08181336522102356,-0.08181336522102356
2.0,-0.04450519010424614,-0.04450519010424614
2.0,-0.03488008305430412,-0.03488008305430412
2.0,-0.020609518513083458,-0.020609518513083458
2.0,-0.05478263646364212,-0.05478263646364212
2.0,-0.0271360594779253,-0.0271360594779253
2.0,-0.015504209324717522,-0.015504209324717522
2.0,-0.024753257632255554,-0.024753257632255554
2.0,-0.05500386655330658,-0.05500386655330658
2.0,-0.0211282167583704,-0.0211282167583704
2.0,-0.014075984247028828,-0.014075984247028828
2.0,-0.01970110461115837,-0.01970110461115837
2.0,-0.008692032657563686,-0.008692032657563686
2.0,-0.07451436668634415,-0.07451436668634415
2.0,-0.043582577258348465,-0.043582577258348465
2.0,-0.017334571108222008,-0.017334571108222008
2.0,-0.061984479427337646,-0.061984479427337646
2.0,-0.03823220729827881,-0.03823220729827881
2.0,-0.022393539547920227,-0.022393539547920227
2.0,-0.0053552319295704365,-0.0053552319295704365
2.0,0.014719126746058464,0.014719126746058464
2.0,0.008808554150164127,0.008808554150164127
2.0,0.035982895642519,0.035982895642519
2.0,0.04645369201898575,0.04645369201898575
2.0,0.021129561588168144,0.021129561588168144
2.0,0.02410292997956276,0.02410292997956276
2.0,0.033568374812603,0.033568374812603
2.0,0.05103391036391258,0.05103391036391258
2.0,0.03971457481384277,0.03971457481384277
2.0,0.04783613607287407,0.04783613607287407
2.0,-0.0046122255735099316,-0.0046122255735099316
2.0,-0.021178241819143295,-0.021178241819143295
2.0,-0.01799798756837845,-0.01799798756837845
2.0,-0.013775831088423729,-0.013775831088423729
2.0,-0.028086716309189796,-0.028086716309189796
2.0,-0.009206115268170834,-0.009206115268170834
2.0,0.01438450813293457,0.01438450813293457
2.0,0.007579925935715437,0.007579925935715437
2.0,-0.0262759979814291,-0.0262759979814291
2.0,0.07004135102033615,0.07004135102033615
2.0,0.06693976372480392,0.06693976372480392
2.0,0.03343285992741585,0.03343285992741585
2.0,-0.003387397387996316,-0.003387397387996316
2.0,0.14963792264461517,0.14963792264461517
2.0,0.1307447850704193,0.1307447850704193
2.0,0.08536242693662643,0.08536242693662643
2.0,0.1633070707321167,0.1633070707321167
2.0,0.16148139536380768,0.16148139536380768
2.0,0.1509280651807785,0.1509280651807785
2.0,0.15526747703552246,0.15526747703552246
2.0,0.14246411621570587,0.14246411621570587
2.0,-0.02114187926054001,-0.02114187926054001
2.0,-0.035167135298252106,-0.035167135298252106
2.0,-0.008606749586760998,-0.008606749586760998
2.0,-0.025118056684732437,-0.025118056684732437
2.0,0.08366768807172775,0.08366768807172775
2.0,0.09692907333374023,0.09692907333374023
2.0,0.037708692252635956,0.037708692252635956
2.0,0.00767985126003623,0.00767985126003623
2.0,0.16147452592849731,0.16147452592849731
2.0,0.15887974202632904,0.15887974202632904
2.0,0.13726799190044403,0.13726799190044403
2.0,0.03189465403556824,0.03189465403556824
2.0,0.19874361157417297,0.19874361157417297
2.0,0.1965092569589615,0.1965092569589615
2.0,0.1701444685459137,0.1701444685459137
2.0,0.21098895370960236,0.21098895370960236
2.0,0.1989334672689438,0.1989334672689438
2.0,0.18654224276542664,0.18654224276542664
2.0,0.1794116199016571,0.1794116199016571
3.0,0.04364995285868645,0.04364995285868645
3.0,0.020030038431286812,0.020030038431286812
2.0,-0.035501737147569656,-0.035501737147569656
2.0,-0.0013309961650520563,-0.0013309961650520563
2.0,-0.023253772407770157,-0.023253772407770157
2.0,0.13937130570411682,0.13937130570411682
2.0,0.09162946045398712,0.09162946045398712
2.0,0.016725068911910057,0.016725068911910057
2.0,0.21278229355812073,0.21278229355812073
2.0,0.21076366305351257,0.21076366305351257
2.0,0.18008297681808472,0.18008297681808472
2.0,0.11566495150327682,0.11566495150327682
2.0,0.23866096138954163,0.23866096138954163
2.0,0.23948301374912262,0.23948301374912262
2.0,0.20881350338459015,0.20881350338459015
2.0,0.17786432802677155,0.17786432802677155
2.0,0.22193965315818787,0.22193965315818787
2.0,0.23977383971214294,0.23977383971214294
2.0,0.2407081425189972,0.2407081425189972
3.0,0.006347790360450745,0.006347790360450745
2.0,-0.032140396535396576,-0.032140396535396576
2.0,0.01922549121081829,0.01922549121081829
2.0,-0.029844924807548523,-0.029844924807548523
2.0,-0.02572665363550186,-0.02572665363550186
2.0,0.1728828400373459,0.1728828400373459
2.0,0.15232880413532257,0.15232880413532257
2.0,0.07162299752235413,0.07162299752235413
2.0,0.23793984949588776,0.23793984949588776
2.0,0.2287643700838089,0.2287643700838089
2.0,0.1804206669330597,0.1804206669330597
2.0,0.23443354666233063,0.23443354666233063
2.0,0.2520337998867035,0.2520337998867035
2.0,0.24416682124137878,0.24416682124137878
2.0,0.22708190977573395,0.22708190977573395
2.0,0.23382636904716492,0.23382636904716492
2.0,0.25009050965309143,0.25009050965309143
2.0,0.2413097470998764,0.2413097470998764
2.0,-0.024945851415395737,-0.024945851415395737
2.0,0.08389822393655777,0.08389822393655777
2.0,0.013285847380757332,0.013285847380757332
2.0,0.22066286206245422,0.22066286206245422
2.0,0.21768194437026978,0.21768194437026978
2.0,0.1582367718219757,0.1582367718219757
2.0,0.10058700293302536,0.10058700293302536
2.0,0.2340986728668213,0.2340986728668213
2.0,0.24835652112960815,0.24835652112960815
2.0,0.22423741221427917,0.22423741221427917
2.0,0.16758319735527039,0.16758319735527039
2.0,0.232062429189682,0.232062429189682
2.0,0.24563321471214294,0.24563321471214294
2.0,0.2520434558391571,0.2520434558391571
2.0,0.24621284008026123,0.24621284008026123
2.0,0.24710224568843842,0.24710224568843842
2.0,0.24741123616695404,0.24741123616695404
2.0,0.24349729716777802,0.24349729716777802
3.0,0.004095120821148157,0.004095120821148157
3.0,0.02332412078976631,0.02332412078976631
3.0,0.03813033923506737,0.03813033923506737
3.0,0.07496573030948639,0.07496573030948639
2.0,0.14008955657482147,0.14008955657482147
2.0,0.23418377339839935,0.23418377339839935
2.0,0.22157339751720428,0.22157339751720428
2.0,0.16877645254135132,0.16877645254135132
2.0,0.23013947904109955,0.23013947904109955
2.0,0.23962536454200745,0.23962536454200745
2.0,0.24314938485622406,0.24314938485622406
2.0,0.21489888429641724,0.21489888429641724
2.0,0.2365352213382721,0.2365352213382721
2.0,0.246800035238266,0.246800035238266
2.0,0.24438823759555817,0.24438823759555817
2.0,0.24665385484695435,0.24665385484695435
3.0,0.04769454151391983,0.04769454151391983
3.0,0.09971151500940323,0.09971151500940323
3.0,0.1281219869852066,0.1281219869852066
2.0,0.23660777509212494,0.23660777509212494
2.0,0.2351064234972,0.2351064234972
2.0,0.2365029752254486,0.2365029752254486
2.0,0.23793010413646698,0.23793010413646698
2.0,0.23595930635929108,0.23595930635929108
2.0,0.24404509365558624,0.24404509365558624
3.0,0.10758374631404877,0.10758374631404877
