Visual,Somatomotor,Dorsal Attention,Ventral Attention,Default,Frontoparietal,Limbic
0.10351192328806257,-0.013809744097572435,-0.026850967926896487,-0.020717440160479647,-0.030695289484565978,0.05525450673037152,-0.11620843332706188
0.03756382007071995,0.023648076629359558,-0.006764959710066782,0.028745319979450245,0.009501689124088959,0.07677162756398141,-0.08056783499371065
0.10735310313695132,0.012688266609461676,0.03222277026548647,0.025416119714572447,-0.03489704125360173,-0.024808899079864128,-0.05903732142588798
0.09488432062684986,0.034808143946645866,0.08664523495717037,0.047639376053825566,0.018084033145059516,-0.009144809710338635,-0.15140435954481307
0.11038802205232323,0.07424299405770673,0.10337892576992266,-0.05473589414455813,-0.16819191961093422,-0.005877884290580508,-0.0664582934758579
0.10795763939701908,-0.045216702685063254,0.10058573205794648,-0.013789013558890286,-0.04104825097879601,-0.0022055893095635176,0.08953462310953954
0.07020133092157065,-0.03857701251582685,0.06575340608588126,0.0048345737503238655,-0.11514830327545354,-0.015337711151282553,0.07804941564446978
0.13397944439030965,0.031389899613731155,0.07781564237794122,-0.15809400093569997,-0.11332893974763461,0.0030507218773808947,0.06347558473882639
0.11804593217894163,0.04269874230893167,0.09586254848724658,-0.18323444344932527,-0.19892789889878174,0.001324955548326817,0.05447556271418231
0.09885421118313263,0.006647966655022614,0.0897243366612654,-0.16573654570560992,-0.06784788070778601,0.004310208403408131,0.06575923329887198
0.08082511397316501,-0.02803057745767021,0.0006514635522949462,-0.03995032439538677,-0.13222075017283103,-0.007709051359258183,0.09027201636041571
0.08735717655653477,-0.015309066305456306,0.04149747380252592,-0.002745608311202562,-0.12608382507272578,-0.009194919702313871,-0.21000622414718512
0.07216300996655263,-0.010982968481650842,-0.003420838322937482,0.007914651227741253,0.009704305752011469,-0.017002531810120083,-0.19511132034438392
0.07642819588535724,-0.0034561374990381578,0.0030010891221588253,-0.00729583443648201,0.002403067493341944,-0.01780893540971121,0.113351949974763
0.07564262644543576,-0.002430134900661792,0.017338180187933552,0.0013472024374796235,-0.07097479979457005,-0.04648163541438861,-0.11620843332706188
0.06428687376433284,0.000397889274861518,0.06189094039888079,-0.001206683248156594,-0.0005194481746441442,-0.04577126326171077,-0.08056783499371065
0.09921435334232187,0.0014779579982919916,0.045175055004925156,-0.048567091630388165,-0.006189047712689008,-0.0052319041922964694,-0.05903732142588798
0.07193322054326479,0.0547739978695127,0.06477522851606504,0.0035834004570466727,-0.06474945802545312,0.007226538107929186,-0.15140435954481307
0.09646066025736617,0.0069313285859436075,0.032166271715783686,0.0017046936852168012,0.006945234737909708,0.005855031310476232,-0.0664582934758579
0.08623886627787587,0.05473227512102831,0.04758384641899033,0.02215558558933676,0.015214674228968179,0.05278189499041348,0.08953462310953954
0.10723167154950436,0.0013718792957423034,0.10794333553941055,0.0001619179251493682,-0.023063286682258547,0.018612257412192065,0.07804941564446978
0.12114743956697903,0.03522267626279267,0.0989653861218578,0.033871549137460766,-0.025382713534384416,0.08564939616906635,0.06347558473882639
0.07646359076961289,0.07130146540576257,0.052101422375295886,0.017430816868130937,0.05989201513471115,0.05332695264314377,0.05447556271418231
0.07194215852073754,0.0015828641178997345,0.03756382007071995,0.004022987971049675,0.08535000157146232,-0.03763280558970367,0.06575923329887198
0.08115420321659356,0.038003073508881054,-0.026850967926896487,0.06183174487922267,0.037488067497163394,0.000424285406325025,0.09027201636041571
0.07202409820962319,0.020443421967901023,-0.006764959710066782,0.028745319979450245,0.02491906125161361,-0.06226170242265242,-0.21000622414718512
0.09637615745675732,0.054195530849638636,0.09885421118313263,0.047639376053825566,0.05656151628099894,0.05525450673037152,-0.15168544081560523
0.08872062524723537,-0.013809744097572435,0.08664523495717037,-0.05473589414455813,0.042417799579378836,0.07677162756398141,-0.19511132034438392
0.07223139296377247,0.023648076629359558,0.10337892576992266,-0.013789013558890286,0.0887478044048876,-0.18323444344932527,0.113351949974763
0.08084312599554926,0.012688266609461676,0.10058573205794648,0.0048345737503238655,-0.06297985812714896,-0.005877884290580508,
0.10351192328806257,0.034808143946645866,0.06575340608588126,-0.15809400093569997,-0.08210347978047196,0.0030507218773808947,
0.10735310313695132,0.07424299405770673,0.07781564237794122,-0.16573654570560992,-0.15168544081560523,0.0006514635522949462,
0.09488432062684986,-0.045216702685063254,0.09586254848724658,-0.03995032439538677,0.06141944959627911,0.001324955548326817,
0.11038802205232323,-0.03857701251582685,0.0897243366612654,-0.002745608311202562,0.037747048350641445,0.004310208403408131,
0.10795763939701908,0.031389899613731155,0.04149747380252592,-0.0034561374990381578,-0.18911854190592597,-0.007709051359258183,
0.07020133092157065,0.04269874230893167,-0.003420838322937482,0.007914651227741253,-0.020717440160479647,-0.009194919702313871,
0.13397944439030965,0.006647966655022614,0.0030010891221588253,-0.00729583443648201,-0.030695289484565978,-0.017002531810120083,
0.11804593217894163,-0.02803057745767021,0.017338180187933552,0.0013472024374796235,0.009501689124088959,-0.01780893540971121,
0.08082511397316501,-0.015309066305456306,0.06189094039888079,-0.001206683248156594,0.03222277026548647,-0.04577126326171077,
0.08735717655653477,-0.010982968481650842,0.045175055004925156,0.0035834004570466727,0.025416119714572447,-0.0052319041922964694,
0.07216300996655263,-0.002430134900661792,0.06477522851606504,0.0017046936852168012,-0.03489704125360173,0.005855031310476232,
0.07642819588535724,0.000397889274861518,0.04758384641899033,0.0013718792957423034,0.018084033145059516,0.018612257412192065,
0.07564262644543576,0.0014779579982919916,0.10794333553941055,0.032166271715783686,-0.16819191961093422,0.08564939616906635,
0.06428687376433284,0.0547739978695127,0.052101422375295886,0.0001619179251493682,-0.04104825097879601,0.000424285406325025,
