Visual,Somatomotor,Dorsal Attention,Ventral Attention,Default,Frontoparietal,Limbic
-0.009534159192443279,0.000709169979671849,0.0005021014365109576,0.0013788680598153394,-0.004405256204897137,-0.005621696189558142,0.014854364064638078
-0.0031919083194852527,0.00043245184798552244,0.001079021442627832,-0.0027644958628904913,0.003007881731489652,-0.005993003573332034,0.016220704004775908
-0.006622384674635616,-0.0005063669236787467,-0.006401697982370876,-0.0018374245213740135,-0.004795827085844179,0.006923063059857689,0.007391113062114903
-0.008760975926389095,-0.004433852442127844,-0.006123746979748564,-0.005846508498344567,-0.005140218618163018,0.0008830453209996842,0.010774271732344819
-0.009167938395659702,-0.00722677632975844,-0.00782597825450996,-0.0018878517089829544,0.00321360345801991,0.0009038337507899849,0.004188055696971476
-0.007997459495844225,0.0024815778144931847,-0.006543475214928799,0.0044476024230044285,-0.003311733480811999,0.002757674308169852,-0.01000160374448718
-0.005388620975963013,0.0032239543193977285,-0.004924456970332327,0.0007567375548626367,0.0002501016871111724,0.01612761569016569,-0.01212095599710733
-0.009498263942600029,0.0006909857508163718,-0.005707209855650769,0.004317801078748387,-0.0006639705422694736,0.00020149035033838953,-0.01239816083361577
-0.009519593163574468,-0.0013185134515702763,-0.005475887025258341,0.0033440434101055633,0.0006695130614115541,0.002365531554012199,-0.01088529797872957
-0.007465321203113658,0.0010199167798609356,-0.007521077775837196,0.0043720711653453806,0.005699219618557586,0.00801484964042055,-0.005040128010382207
-0.005706149408898722,0.001831716369132709,5.511389818071436e-05,0.0039374715561023566,0.0043985847720064124,0.0016732583635518138,-0.008341011954801098
-0.006280674689127248,0.0017731110273584883,-0.002867530961931905,0.0020205566311776875,0.012204364895140526,0.0034897528034988196,-0.0018603342635261555
-0.004951082187825321,0.001866851345582878,0.0006919105502117075,0.0010045234911282115,0.006451113422243153,0.007569027635772838,-0.00766777232309097
-0.005854113670241771,0.002552399657215204,0.0015361887331976911,0.0002854950328448543,0.0032027902875617176,0.006781884221422677,-0.010757783152584868
-0.007154937673970908,0.0028554811638684683,-0.0016711131106938084,0.002594061991482864,0.01174741489026109,0.016805290066249062,0.014854364064638078
-0.005302454019244922,0.0013073499870110115,-0.0035393037183304495,0.0028856545910120033,0.006766954204039642,0.016925378039963905,0.016220704004775908
-0.011548902260212142,0.0007494129355589231,-0.0022036089245771025,0.0006324221169064805,0.008964264814503894,-0.00024016485717271664,0.007391113062114903
-0.008839190685076197,-0.0028584205396880364,-0.004569027039935272,0.0014824133326979154,0.016027427099818265,0.0013975813991230232,0.010774271732344819
-0.010929753118219969,-0.00040697877847940914,-0.0027081623123614332,0.0009693595084314545,0.010756423989102221,0.0013844972085016258,0.004188055696971476
-0.01024581034149102,-0.003418605165908576,-0.002068257698579299,-0.0021811923860824305,0.013455801267790226,-0.0031372517468657526,-0.01000160374448718
-0.007573377556591246,0.0007624102110580099,-0.009071800573891758,0.0025150792561126002,0.012184606765284883,-0.0012698269902768893,-0.01212095599710733
-0.007662683521398967,-0.0026269104237125235,-0.008220007219637226,-0.0005767547944321709,-0.0013728864549808568,-0.006893449709514314,-0.01239816083361577
-0.008966156598187256,-0.00562469987200768,-0.0034232696620447862,-0.005232415086085403,-0.004082039284521835,-0.002304010788484059,-0.01088529797872957
-0.006157552233864282,0.0007841681593708,-0.0031919083194852527,0.003610767754353498,-0.006647027892742383,0.015031726251045466,-0.005040128010382207
-0.01280340765898909,-0.0014098746708710494,0.0005021014365109576,-0.004491136422716257,-0.003866418072143025,0.011629346870690753,-0.008341011954801098
-0.005876606052098782,-0.001618909101513477,0.001079021442627832,-0.0027644958628904913,-0.0021489148691375397,0.003918151679573678,-0.0018603342635261555
-0.0068476145035639155,-0.004440211933429488,-0.007465321203113658,-0.005846508498344567,-0.0032372631251225514,-0.005621696189558142,0.004094453538152452
