Visual,Somatomotor,Dorsal Attention,Ventral Attention,Default,Frontoparietal,Limbic
-0.00178404641298439,0.0012108610409112828,-0.0006793123134338967,-0.0008743959515613891,-0.0013678387650117919,-0.001871699948566898,0.00043486827381841985
3.0501664504565636e-05,0.0011890066912001,-0.00103563914151477,-0.001092077882193459,-0.0008996603926016395,-0.00032662605170202835,-0.002008291689183003
-0.0001026019232327912,-0.0006469042271299755,-0.0005282950570365684,-0.0010643141986750764,0.0016382382294988938,-0.002402596325260198,-0.0023614600712912686
-0.0008421081266918595,0.0007988686122238399,9.713217696687204e-05,-3.421160083189367e-05,0.002197800334925345,-0.00025668919353742593,-0.0022697907757373704
-0.0010082223200445352,0.0006277810798798647,-0.0008156277270240034,-0.0010355314897694849,-0.0010913737801054937,-0.0016878009894341246,-0.0012217300342166175
-0.0011569288514638146,0.000941021365647849,-0.0006525282449216289,0.0005140165588728785,0.002201205394775756,-0.00227137521026242,-8.891730331927034e-05
-0.001161455370744734,0.0006820093314735748,0.0001697485783977696,-0.0006804850632360487,0.0010508730676200752,-0.00155097912995718,0.0004139791643886175
-0.0002953408781140432,0.0011847995391976551,-0.0008054367802690735,-0.0008333777532358438,0.0011979568262648092,-0.001528754628770208,-0.0013003348192525577
-0.0003877198612396306,0.0007552390637725162,-0.00040478931353212335,-0.0021357790642233063,0.0012393901257013087,-0.0015717592608766315,-7.355024634091374e-05
-0.0007783639287578775,0.0010646250213784674,-0.001185181508137651,-0.0003158771320149004,-0.000718140309865204,-0.002025647247296966,-0.0022035574374217972
-0.0010953127261249006,0.0007959293523109183,-0.0018657467037306444,6.814906651096944e-05,0.0009046724648532363,-0.001967612214625825,-0.0012484931121855352
-0.00081632500243462,0.0009368868218162061,-0.002207721582923522,-0.0010611452685162198,0.0026987780185821217,-0.001110349903603787,0.0010285149348703442
-0.0007527932199990184,0.0010918495172719755,-0.0004678021069955245,0.00041861073675473755,0.0004269176060060669,-0.0021110204852503567,-0.0026353134904611997
-0.0011164711160979927,0.0008779766469070505,-0.00036714975530295396,-0.000247218880834967,0.001616481387777302,-0.0016409621159413838,-0.0016281034880610817
-0.001375137897187825,0.0007217178587656645,-0.0010121983705566563,-0.000841060334420781,0.0003148773530755141,-0.0019692815722658187,0.0009790054534181821
0.0004277914217859277,0.001045392376246489,-0.0018214273208760447,-0.001174181072300149,-0.00047164787110837847,-0.002580518851590562,-0.002207228229482536
0.000538380895102083,0.0006002385787734127,-0.0021898413405736306,-0.002536808233772214,0.000629952773321861,-0.00018576094733910713,-0.0023753295411933473
0.00033746555921893706,-0.0003456666597338802,-0.0018400556743910776,0.0006652829210159792,0.0013919321739601913,2.6169186206062508e-05,-0.0021200019899437323
0.0014630958426746488,0.0005473881783364473,-0.0008935777454699248,0.0001225798764430318,-0.0012672570166994978,-0.003235937779500762,-0.0009622042085515946
-0.0007522402530699858,-1.5581440880740463e-05,-0.00038971805356468014,-0.0005619252350976669,-0.0012416737930912552,-0.001319173614676772,0.000814470498734446
-0.00038980668823343457,0.0007029456565682412,-0.0009605274061796453,-0.00015427611226623842,-0.0007257892282978537,-0.002422318613250763,0.0006056368320450576
-0.00024333650184773232,0.0002602334965633869,-0.0014437576451325127,-0.0017173969459959402,-0.0017251555902054886,-0.0014462978295968914,-0.0014361482004827451
-0.00040671344406636604,7.209193337718146e-05,-0.000724968448478197,-0.0009519883580171335,-0.0004683365457792633,-0.0022927380062583466,-0.0002885462152241567
-0.0010541410010480824,0.0005973867138622517,0.0002568145081171899,-0.0017379825467704081,-0.0003569656393142434,-0.0007756887287200632,-0.0022753798484638744
0.0011588633738516144,-0.00010729189202411988,-0.0008252884622808855,-0.0008823718475405906,-0.0008703335771944679,-0.002221684202640158,-0.0011986788024327037
-0.00035769302822883964,-0.0002690614379709102,-0.0012916696416840167,-0.0013481494296380702,-0.0014034071227971953,-0.0019114933675211485,0.0011379868347379774
-0.0010902352662877216,0.00033455717783436044,-0.0009443157192529969,7.726152052129557e-05,0.0010176984849966666,-0.001828932236939378,0.0005376967473502159
-0.0006800710885543835,0.001198135043551892,4.9086281693686054e-05,-0.0008629980679884594,0.0005159939446101669,-0.0006547490784365237,-0.002767594566597272
-0.0006220976752351765,0.001089404550922452,-0.0007687100753902614,0.00029740634326768013,0.0010046075469917867,-0.002093948120006317,-0.0020752531217066365
-0.0014828712456970289,-0.0007154665639642876,-0.0007512787560659819,-0.0008735016082570308,0.0008125870012718558,-0.002420452789903202,
-0.0015229328767000926,0.0010475754025486448,0.0002326014445179107,-0.0007131491885238493,-0.00017349555930122902,-0.0019269514505289387,
-6.088685248167121e-06,0.0007778425991481136,-0.0006839332376175911,-0.00018300587335096284,0.000587806755331661,-0.0018873971329603546,
-0.0006911460858169345,0.0010227111392377285,-0.00026578122284265203,-0.0001157341886600513,0.0008998709842358314,-0.0023389523508584027,
-0.0010050246614814612,0.0006868052510434529,-0.001184780279131073,-0.0014465964358582632,-0.0008320468825843176,-0.001976044105600876,
-0.0009967240212596868,0.0012091204752566888,-0.002112359463018557,0.0007578883354274385,-0.0016390468938661195,-0.00224384627789557,
-0.0011288420629591424,0.0009439469872291385,-0.0005459166777333934,0.000450456606862028,-0.001168271160711609,-0.0013210785529463673,
-0.00034288142193660275,0.0009769524546530556,-0.00012096003485071886,-0.00027470252199438027,-0.001061862424950581,-0.0022798845117754643,
-0.00034143406218331454,0.000917914180678218,-0.0009682677991319418,-0.0010539469191643217,-0.001974497140061304,-0.0020610981947494222,
-0.0010114679686333379,0.00085547111699534,-0.0016379309819420926,-0.001344950120799479,-0.0005639653022901683,-0.002971035228900269,
-0.0008759395188558254,0.0009597703854561928,-0.0020850542134490976,0.0003462533649201042,-0.001341792027845683,-0.0011790320163437627,
-0.000928567631303249,0.0008497745654641961,-0.0015358267648252443,-9.283690331537094e-05,0.0012562761159173944,-0.003143698359804763,
-0.0010727565058863907,0.0011384133285387201,-0.0005861094848161116,0.0007758581410974787,0.0017347168462170436,-0.0023899702698309765,
-0.0013238741043890504,0.0006077499457907778,-0.000854947160793763,-0.000991329249731988,-0.0011590405018938083,-0.0015501200702654388,
0.0002873697107760632,7.059482192334713e-05,-0.00039224516308067873,-4.7319793524073746e-05,0.0023647476651959248,-0.0026553057584641567,
3.147661372139859e-05,0.0006847324076989636,,-0.0014819491625416975,0.0006084092436281476,-0.0019351136209036625,
0.0003786454121867069,-0.00016414123314338917,,-0.0010664124789406418,0.0007226272462348186,,
0.001588215864415049,0.00013372633922155964,,-0.0021294251146682995,0.0007772725622355614,,
-0.0004261307415702316,-0.00022748490421039527,,-0.0012104400911966979,-0.001716403227403566,,
-0.0005403838797403068,-0.0013741368474225234,,,-0.0031660406454214873,,
-0.0014662708329417735,0.0005104727549928254,,,-0.00016227105520911768,,
-0.00034474735373085034,-0.00016104538263168414,,,0.002490571212766453,,
