,"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)"
slope,0.3464323044670671,-0.31862689176342446,-0.11683011009405593,-0.05545039156003791,0.005326440641292955,-1.0862513186205545,0.06739441402481954,-0.10208081509953157,0.010633036770017375,-0.017593087193367937,1.0656086729723295,-0.05123281456690567,0.008279684166068942,-0.04521400442239927,0.021034026561909298,2.0377957158504625,1.5821019947046546,-0.1513428301414525,-0.034401669349330484,-0.06871916745942239,-1.0580902206783815,-0.6211321895641114,0.15399082038081688,0.01513230437310739,-0.08628218527119336
intercept,0.0002551406661999132,-0.0011894242507177535,-0.000332001507209455,-0.00041479764655216045,0.00012434864752014287,-0.00444051809567296,0.0005495770388132378,-4.545025443975615e-05,-0.00011519417465189651,4.96828311815944e-05,-0.0011409827332738423,0.0003489375849428916,0.00023947542227573798,-0.00015701517291566533,0.00010415616532025054,-2.1925717305211435e-05,0.0014582739391622661,0.00013243201659158112,-0.00016845348616517306,5.0822407487905596e-05,-0.0009449286149831745,0.0006493118675565106,0.00016621737179699485,-0.00015161289702878038,0.00013817453553712904
rvalue,0.2662113746098372,-0.42536626642036496,-0.5355708119294023,-0.28367372009746894,0.04991208282875615,-0.3824885940347134,0.04122725950019209,-0.21443031846342422,0.024925951721673244,-0.0755423696563883,0.26869852924123805,-0.022443374228917148,0.01245475539389305,-0.07590087399045872,0.06467707000736525,0.33599420718543815,0.4531875978066478,-0.14886304056675415,-0.03776216833896533,-0.1381686171218998,-0.10349724942846879,-0.1055510450017919,0.08985760301621158,0.009854110712270285,-0.10291711894624166
pvalue,1.3743719146340907e-10,3.807697509497659e-26,4.132043396315981e-43,7.0173050981733095e-12,0.23704705675503862,4.6961347313223036e-21,0.3288336609226895,2.7993444227876925e-07,0.5550493535367288,0.07329059813620485,9.11361048556594e-11,0.5951338184405165,0.7680883385627815,0.07193313652824886,0.12531837430464834,2.526163774734627e-16,7.293615412263616e-30,0.00039398379065126493,0.37114319587368794,0.00101295338298173,0.014014692809081832,0.012213587067908403,0.03303297067299139,0.8155279838215455,0.0145640726821823
stderr,0.052960117154091955,0.028621787165429364,0.0077776990084132665,0.007913832425647789,0.004499956669643947,0.11078569015599632,0.0689586272917113,0.019631575985532185,0.018004836394198327,0.009804541476278674,0.1612792400211288,0.09635388448525217,0.028064896875006025,0.02507784275740881,0.013701887303240104,0.24117686523943083,0.13138780302482855,0.04244508318249113,0.03843539014953269,0.020797038860516443,0.4293128645475638,0.24706273736204634,0.07206064157916348,0.06483135721133126,0.03520787459322161
