"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)"
-0.028502334504323257,-0.08301394399829391,-0.006703034362802395,-0.025379747785783738,-0.0004122990734058403,0.018033380383069814,-0.11687971862528697,-0.012763581243541119,-0.03439657918569083,-0.0012417679467434447,-0.019402847145117575,-0.11304086716405226,-0.014833925111400094,-0.034086104298604473,-0.0017182355702782099,0.013960147211581482,-0.10337708022092269,-0.014683547379304607,-0.035336988739027624,-0.0013751576111410214,0.002517993732172204,-0.11273899939962148,-0.014341332973883708,-0.03517225030003713,-0.001587133573592015
-0.04554460654303692,-0.04981427138684834,0.003734277832898116,0.0026699036136602523,0.004433280827791358,0.02881629942129591,-0.12291308090283329,-0.011872841854215083,-0.018846030384991806,0.002284778840934509,0.035784830819211445,-0.12314117051281295,-0.01161319258913618,-0.02013881134009057,0.0024950075294278102,0.05985152807204313,-0.08898925086765798,-0.014870225079488548,-0.020105736060881264,0.002265605694595692,0.02969056410253164,-0.11427895894352544,-0.014310799980644662,-0.019758724841332866,0.00148137421709673
0.00016966483575947544,-0.0736157686016638,-0.01022410226052349,0.006586609414355573,-0.004093327835974581,0.048802710901408405,-0.12291765473343454,-0.020897574574351475,-0.008044573625948688,-0.005563264016325801,0.05827765908049923,-0.12353842557598721,-0.02046425017000172,-0.009013749373066992,-0.005355027190360964,0.07136482430302714,-0.10029276471256479,-0.022814148135613933,-0.008834901090455633,-0.005561782553842953,0.0516118183333018,-0.11698009170157779,-0.022517513455354285,-0.008625392666372723,-0.0061212863538160685
-0.025474850994150127,-0.08645041841817318,-0.0076904429468555476,-0.02655914576781586,-0.0005200508938396137,0.004460824262602307,-0.11576083890018952,-0.013936888111070848,-0.035177005447336616,-0.0013798992010925872,0.010771691200819753,-0.11615012135227473,-0.013654519966405553,-0.035883933418966237,-0.0012351588355083026,0.01838285984299355,-0.10089752156295324,-0.015235802782264964,-0.03572026229239193,-0.00138581666282062,0.009420459622453853,-0.10939994415457598,-0.015622319767519582,-0.03575787171884988,-0.0019825937844828666
-0.03306352357666822,-0.07672927034364352,-0.007286253512554802,-0.018601708476565858,0.008960389833895487,0.03208691392030796,-0.1248080373666589,-0.015978978069827073,-0.031474850644982885,0.007770234227419344,-0.028335824609781325,-0.11876683892537825,-0.019280548163138435,-0.03058082846547618,0.006962540091374378,0.03318661969019715,-0.10123243036701964,-0.018967843383464033,-0.03289734000477686,0.007600203549859708,0.0032356786566491913,-0.1238222094729035,-0.01699964525862241,-0.03219309484925154,0.007751046759033353
-0.06748727247628931,-0.04786097044619665,0.00989769736464334,-0.006566228782769558,0.011536531092100597,0.03096440483098721,-0.12486065217324813,-0.0045941095307649935,-0.0276464903664259,0.009549617219595467,-0.04235707594370637,-0.11741976621948116,-0.008628922699299567,-0.026840968227449344,0.008596992006137881,0.030871577580160424,-0.09440585151246271,-0.008522079381202193,-0.029524500209126982,0.009318386086916623,-0.0073400577914668535,-0.12326275076342234,-0.006031573767344904,-0.028631247283195837,0.009497318950483436
-0.0655893190143994,-0.04294355463243277,0.007915821595850865,-0.005310559164045919,0.008616123745588174,0.03510077614391604,-0.12359115103680433,-0.007497400322242786,-0.027580449203967176,0.006501777119928232,-0.029868125723605782,-0.11690441511249926,-0.01109674252274584,-0.027104033355647882,0.005681029654356783,0.03428083691206248,-0.09466987709763539,-0.011259964978990856,-0.029383451400701262,0.00627658689717652,-0.0013686654719327757,-0.12166971078749689,-0.008980010019631097,-0.028561181858250517,0.006414857584910694
0.24622395049325896,0.1357380661465586,0.02523852313453448,-0.033633777160169014,0.0050908231258649204,0.22129034102628506,0.14780035082336782,0.02658792517040808,-0.03108007579816401,0.005271516756014458,0.2279026938917041,0.14669991966995652,0.027062772256995677,-0.030062685200690213,0.0052501553453209275,0.22661474566610001,0.13765344009538272,0.028130901607676978,-0.030312886117600527,0.005389084981635892,0.23206271514269788,0.1427234946985667,0.028310826981070257,-0.030304033654921757,0.005715637103003169
0.24432373287277345,0.1282260624588073,0.026584180096499117,-0.03708829273535207,0.008621782087849231,0.21674343437382615,0.14675875128379404,0.02969607094586879,-0.03232033002558748,0.009046677666786171,0.21691935392550296,0.14632505035545457,0.02981322728399595,-0.03126660366123456,0.008945074251192143,0.19215522986701628,0.11653794541836873,0.03250165578350439,-0.03111636568950702,0.009087179975240197,0.23218650513259737,0.14700170657595274,0.030022799195553646,-0.03201899586204836,0.008985436040550526
-0.02648379991345525,-0.06455599909206906,-0.01046567509020446,-0.015600969467428713,0.002731463346155724,0.0927440098140274,-0.12275732117257948,-0.017081045521392384,-0.02800763743155247,0.001844798922025592,-0.10184540736378858,-0.10350515234836183,-0.02766109683819725,-0.02461235341312152,-0.0008071448560780861,0.04296724809557384,-0.09348663624419952,-0.023055168708995263,-0.031140597460647082,0.0012421511236547801,0.0033189675595139047,-0.12190321370815563,-0.019617291369096984,-0.029996408776740993,0.0019896167121124047
-0.01703110959683732,-0.043517536757738756,-0.0072392942766581585,0.013207651536922712,0.0017401315946903406,0.0609069791074156,-0.1240128443022568,-0.02480775252725134,-0.010796042903768026,-0.0006799509652060228,0.0939127364154478,-0.1265880729211112,-0.023191592438990792,-0.013124252537702271,-5.7687504586208054e-05,0.10629123512590805,-0.08192833623309459,-0.028221571860506035,-0.012174818030525192,-0.0006510384784772462,0.08044058990519407,-0.10642211577936836,-0.029319553955155685,-0.012279002688721816,-0.0023612503247743342
0.009186009710001532,-0.048966175474150525,-0.01029999435896525,0.018693947602630847,-0.0022615273887994563,0.09436777723509528,-0.11845536701232824,-0.023733305151851097,-0.0006187935839098842,-0.00410497974974021,0.06449072980589875,-0.11499596277951221,-0.02548787029527875,-0.0013755207647616055,-0.004386382871356186,0.11152805065153151,-0.08129980051099481,-0.02776109576710738,-0.002448350193496463,-0.004254841240357463,0.08629416344383878,-0.10388569801483785,-0.028092077038951477,-0.0023614482237111294,-0.005436759706257771
0.22852390050499927,0.1560479984722072,0.02991109094492945,-0.027369877236970538,0.005703765013101802,0.2526959869591209,0.14441413899539668,0.02862162783625192,-0.02982311183423702,0.00553119234160245,0.20159184008788525,0.14932432708916576,0.025880749992530372,-0.02856098862089712,0.0047982691479784585,0.24507116017150235,0.1524003891673999,0.027255232450519744,-0.030518721368715987,0.005412366725903354,0.22830616518668578,0.14090033270178431,0.028997564478095577,-0.02996142209324545,0.005918374816841737
0.2053833553301423,0.17473831764323608,0.03283214291561457,-0.015970831455501926,0.008480911968470837,0.28479170981243,0.13323537326859428,0.027571427053635605,-0.02525967176058615,0.007771594703153841,0.15318101685755203,0.1461407492433786,0.020445541066991327,-0.022669195225437942,0.005949010360652844,0.24611116729869487,0.1460529418159192,0.024208211777075783,-0.027082820810596594,0.00737843740709162,0.23322998773858392,0.13670542634528152,0.025260559184482806,-0.026727528907990006,0.007578787042954982
0.2130147105566474,0.1479171948603532,0.020650914162870865,-0.0042710627347987435,0.001942890152420219,0.28229358919362185,0.11065132331728122,0.015731449681455626,-0.012770797397290631,0.0012782214690531114,0.18422613114552405,0.12043577943728577,0.010378237119582526,-0.011267626333964467,-3.7816666802010504e-05,0.2431699439888533,0.1167501963536048,0.013214276444287023,-0.014192024741865294,0.0009325273695502185,0.24103014463797404,0.11518428043968983,0.013381745347192326,-0.014134874281607809,0.0009609755362948494
