0,1,2,3,4,5
0.963555512669956,0.5855038683991568,0.6038327864294186,0.15497111966974841,0.4814500556368815,0.0710399407149215
0.99335583669109,0.401168128488566,0.35834202366803847,0.1736315781891233,0.5447523352245482,0.2580834479480349
0.9937541491636597,0.4013714841160273,0.3779738637144999,0.180347777969611,0.5298935902672076,0.2520824387936337
0.9692192590541076,0.27253911571735195,0.13410029361935727,0.2042300435016241,0.6868030905879758,0.44742449488538993
0.91402053388566,0.5164089582211961,0.5830357181162954,0.15145953346558882,0.39245785571592556,0.15552996682636064
0.9692786892294787,0.5745862280653667,0.6174798328255441,0.16367723642084178,0.39050109226366886,0.12504487662815802
0.9747029414172657,0.5316643926286437,0.5788067579413027,0.17366647617399153,0.4043779747072145,0.14482433945847778
0.2643111083539499,0.16756852337363892,0.6802557205953647,0.39594521275653705,0.23705469170744004,0.31583885704931935
0.1847234625627175,0.3474394178573339,0.719467840376231,0.5638098989461834,0.46400022234178623,0.38003624816996734
0.7723943360798857,0.8756698473316026,0.9426936892690352,0.1255333625885364,0.26320494040534326,0.21883807425987878
0.9958234195572764,0.3583572325083987,0.24140592216178552,0.16755948564343115,0.6615404516747229,0.34199234376318627
0.9895319283731021,0.5589973828170383,0.4992568595844958,0.12409568688716688,0.57408587765041,0.13775679781172617
0.9240779871571463,0.8011309837600382,0.8199544823709921,0.1325924157290508,0.4115081262479579,0.006449984392271124
0.5293274342791658,0.5100187276519028,0.6396864997748778,0.2388447357707126,0.30841553945343697,0.20413133879679157
0.7473682964698548,0.7318164255150419,0.8929568111268854,0.18192425104878482,0.3724731660381651,0.06880504871828955
0.8292611598613083,0.8305922301577717,0.925929050923461,0.22023369689617658,0.4488075217931955,0.028431428603592934
0.2333847598590209,0.2593940907506358,0.6629511870331768,0.3014070618152878,0.3131684058865452,0.3437281599865474
0.20575870436716237,0.3589444036468236,0.672774431403585,0.5139894604740176,0.5209052713977109,0.3285393003291924
0.29285045036997637,0.05249719125065411,0.5727312699339645,0.3411515997317811,0.1853531541086896,0.29927384146862424
0.29394338468674763,0.1346824405759881,0.6984569938877067,0.6132113943237896,0.3323761673265245,0.2708148608355028
0.342676182781739,0.4047024039713526,0.7933440081989399,0.9360500804692331,0.8275870178342916,0.34865639407944293
0.44672399211381114,0.011640874405997315,0.47304683479399623,0.48924500143867944,0.10481079216912287,0.3191966883092273
0.4720626916324557,0.16854951458947603,0.688108271089588,0.8307924470891453,0.43328245870753557,0.2920331215831239
0.7836791925835194,0.9464677293733939,0.9784670377128124,0.24788950829617523,0.16582639607053112,0.6301710837457891
0.795533159974812,0.951613010868732,0.9829056694041688,0.23285361533191218,0.19440431646531367,0.5284046299594372
0.8241501647793905,0.9392429590015399,0.9570446556750956,0.1909699279108835,0.2564902956139918,0.29666297670537
0.9322447501113138,0.8042381476787397,0.8152551309757541,0.12955685560248884,0.33664728846033554,0.1485686533333922
0.999794202206358,0.368581187623261,0.282965234319394,0.1723081834561764,0.589788205518334,0.3544796630548485
0.9813017539285265,0.32918443554588883,0.1776710377108025,0.17499418872232206,0.7012292177509613,0.4032385717430133
0.6338119441043637,0.5137654118468078,0.6087134202486622,0.216987515198867,0.3346711083207977,0.0999195413806458
0.8814471877474522,0.7994802821761715,0.8412715406828062,0.12736585180115945,0.40918142418243675,0.0023113438791309004
0.9115806392558676,0.8202685634865341,0.8427338205074223,0.13876195708150058,0.39698186169940847,0.006123046157477996
0.3722477847782165,0.08994203601979278,0.5807956757208868,0.3167461485429825,0.20534068342338685,0.2843199066336282
0.26001722389272575,0.31477959473192607,0.6472015891862178,0.40073484617735655,0.3821744088004485,0.3295030540790109
