networks,Grad1 10% Upper,Grad1 10% Lower
Visual,1.1751145212850844,1.0907488653846151
Somatomotor,1.2430073530041932,1.1299787868312114
Dorsal Attention,1.2720823345301644,0.9843458868196888
Ventral Attention,1.410992796189878,0.9653994811309066
Default,1.050581737749054,1.2657744948373149
Frontoparietal,1.2055070586563934,1.0725845762694357
Limbic,1.2249128598936596,1.2951286880294544
