networks,clust1,clust2,clust3
Visual,1.12763867531187,1.1605139173611039,1.0872282773687238
Somatomotor,1.1370997821608042,1.1952762163346855,1.1256622595470287
Dorsal Attention,1.0899925205457561,1.2033878018114492,0.9958743973974055
Ventral Attention,1.1155567327771179,1.3016883023396382,0.9892076723213623
Default,1.2087126265288497,1.0995042900877938,1.2395054225424296
Frontoparietal,1.1694284891378455,1.1852116228316332,1.071996666634025
Limbic,1.2953877215794227,1.2480039404747276,1.2765152209164599
