labels,diffG1,diffG2
3.0,0.21932020783424377,0.21932020783424377
3.0,0.2315891534090042,0.2315891534090042
3.0,0.2317531406879425,0.2317531406879425
3.0,0.22165200114250183,0.22165200114250183
3.0,0.1989264041185379,0.1989264041185379
3.0,0.22167646884918213,0.22167646884918213
3.0,0.2239096611738205,0.2239096611738205
2.0,-0.06856228411197662,-0.06856228411197662
2.0,-0.10132892429828644,-0.10132892429828644
3.0,0.14061817526817322,0.14061817526817322
2.0,0.23260506987571716,0.23260506987571716
2.0,0.230014830827713,0.230014830827713
2.0,0.2030671089887619,0.2030671089887619
2.0,0.04054629057645798,0.04054629057645798
2.0,0.13031482696533203,0.13031482696533203
2.0,0.1640305370092392,0.1640305370092392
2.0,-0.08129481971263885,-0.08129481971263885
2.0,-0.09266860783100128,-0.09266860783100128
2.0,-0.05681249126791954,-0.05681249126791954
2.0,-0.05636252462863922,-0.05636252462863922
2.0,-0.03629898279905319,-0.03629898279905319
2.0,0.006538031622767448,0.006538031622767448
2.0,0.016970103606581688,0.016970103606581688
3.0,0.14526420831680298,0.14526420831680298
3.0,0.1501445472240448,0.1501445472240448
3.0,0.16192631423473358,0.16192631423473358
3.0,0.2064294070005417,0.2064294070005417
2.0,0.234239861369133,0.234239861369133
2.0,0.2266264259815216,0.2266264259815216
2.0,0.08356309682130814,0.08356309682130814
2.0,0.18551579117774963,0.18551579117774963
2.0,0.19792188704013824,0.19792188704013824
2.0,-0.024124203249812126,-0.024124203249812126
2.0,-0.07033009827136993,-0.07033009827136993
2.0,-0.025823529809713364,-0.025823529809713364
2.0,-0.07786460220813751,-0.07786460220813751
2.0,-0.0730629712343216,-0.0730629712343216
2.0,-0.031542256474494934,-0.031542256474494934
2.0,-0.03252127021551132,-0.03252127021551132
2.0,-0.01778705045580864,-0.01778705045580864
3.0,0.12065501511096954,0.12065501511096954
3.0,0.14442554116249084,0.14442554116249084
3.0,0.08970338851213455,0.08970338851213455
3.0,0.16808152198791504,0.16808152198791504
2.0,0.22596479952335358,0.22596479952335358
2.0,0.1893365979194641,0.1893365979194641
2.0,0.1707301139831543,0.1707301139831543
2.0,0.20992086827754974,0.20992086827754974
2.0,0.10762790590524673,0.10762790590524673
2.0,0.21788625419139862,0.21788625419139862
2.0,-0.01858004927635193,-0.01858004927635193
2.0,-0.06973730772733688,-0.06973730772733688
2.0,0.13610292971134186,0.13610292971134186
2.0,-0.06494031846523285,-0.06494031846523285
2.0,-0.0929277241230011,-0.0929277241230011
2.0,-0.05855296179652214,-0.05855296179652214
2.0,-0.023005738854408264,-0.023005738854408264
2.0,-0.07009926438331604,-0.07009926438331604
2.0,-0.06203599274158478,-0.06203599274158478
2.0,-0.025252509862184525,-0.025252509862184525
3.0,0.13872385025024414,0.13872385025024414
3.0,0.08854120224714279,0.08854120224714279
3.0,0.11373287439346313,0.11373287439346313
3.0,0.11983810365200043,0.11983810365200043
2.0,0.1494501233100891,0.1494501233100891
2.0,0.2125340700149536,0.2125340700149536
2.0,0.19924978911876678,0.19924978911876678
2.0,0.20147404074668884,0.20147404074668884
2.0,0.23353517055511475,0.23353517055511475
2.0,0.1677985042333603,0.1677985042333603
2.0,0.195425882935524,0.195425882935524
2.0,0.09122216701507568,0.09122216701507568
2.0,0.12274587154388428,0.12274587154388428
2.0,0.2289665788412094,0.2289665788412094
2.0,-0.04300781339406967,-0.04300781339406967
2.0,-0.051523298025131226,-0.051523298025131226
2.0,0.18588051199913025,0.18588051199913025
2.0,-0.08354613929986954,-0.08354613929986954
2.0,-0.0985756516456604,-0.0985756516456604
2.0,-0.058577973395586014,-0.058577973395586014
2.0,0.011784563772380352,0.011784563772380352
2.0,-0.09089263528585434,-0.09089263528585434
2.0,-0.08645681291818619,-0.08645681291818619
2.0,-0.027472075074911118,-0.027472075074911118
3.0,0.055308207869529724,0.055308207869529724
3.0,0.14045937359333038,0.14045937359333038
3.0,0.07824767380952835,0.07824767380952835
3.0,0.13059164583683014,0.13059164583683014
3.0,0.12239605188369751,0.12239605188369751
2.0,0.0935169979929924,0.0935169979929924
2.0,0.20796890556812286,0.20796890556812286
2.0,0.15587849915027618,0.15587849915027618
2.0,0.1639760583639145,0.1639760583639145
2.0,0.2343245893716812,0.2343245893716812
2.0,0.22672973573207855,0.22672973573207855
2.0,0.0869738906621933,0.0869738906621933
2.0,0.17197789251804352,0.17197789251804352
2.0,0.20122751593589783,0.20122751593589783
2.0,0.219589501619339,0.219589501619339
2.0,0.10116785764694214,0.10116785764694214
2.0,0.13411296904087067,0.13411296904087067
2.0,0.2127896398305893,0.2127896398305893
2.0,0.22265595197677612,0.22265595197677612
2.0,-0.0006350479670800269,-0.0006350479670800269
2.0,-0.05036311224102974,-0.05036311224102974
2.0,-0.02251315489411354,-0.02251315489411354
2.0,0.22149190306663513,0.22149190306663513
2.0,-0.11053815484046936,-0.11053815484046936
2.0,-0.11097458750009537,-0.11097458750009537
2.0,-0.08228005468845367,-0.08228005468845367
2.0,0.1085355281829834,0.1085355281829834
