labels,geodesic,myelin,Michigan_FEOBV,Aghourian_FEOBV,Bedard_FEOBV,Tuominen_FEOBV,functional,abs_functional,structural,wresidC
37,0.66048264503479,0.70500803,0.3926924,0.41440594,0.25389096,0.32136846,0.44700001859688676,0.40255887099189147,0.3019508672793431,0.3006338310855928
8,0.7133524417877197,0.83139163,0.52602196,0.44687814,0.20109132,0.35641128,0.4444224318916383,0.38869934033762876,0.597240835418066,0.011253922197480424
39,0.837508499622345,0.7001175,0.18298206,0.33194584,0.22147098,0.284311,0.38734597058579023,0.32589824747447416,0.39373266100672577,0.002355973991995514
68,0.6719504594802856,0.65422404,0.06324029,0.25715333,0.19689307,0.17325927,0.5514326126587266,0.5401255517248873,0.1010222601357669,0.5224589104130685
26,0.6471591591835022,0.6400341,0.28103495,0.36313695,0.20576587,0.27528375,0.2176127855429928,0.14999187450922627,0.3114721753923605,0.03950483850812357
43,0.5146693587303162,0.68550676,0.3889456,0.37652886,0.2351546,0.24957441,0.41721963568908116,0.4513478936288716,0.27042924605300644,0.6852674769365457
61,0.20191097259521484,0.6043544,0.37670046,0.38545173,0.29111454,0.34861588,0.7745377066496757,0.7519645394259523,0.6496406169479796,0.29153165675697673
0,,,,,,,,,,
180,0.3026774525642395,0.6018916,0.3916282,0.45374775,0.295643,0.31230903,0.7163272420420568,0.6878755478584895,0.5911083896244435,0.16116024835357276
179,0.41240522265434265,0.6511564,0.4357605,0.4797539,0.32985517,0.35245126,0.6535640004609924,0.6188173043594108,0.16946675788620175,0.2011995550039723
76,0.2230333536863327,0.63497776,0.29862806,0.37307352,0.13232648,0.12356199,0.29100683369626745,0.23055898743939626,0.2533763714616033,0.037508364236853234
94,0.1427242010831833,0.64540017,0.3871226,0.3247782,0.24667946,0.16144256,0.6317372138488633,0.59480134363635,0.3296085762864105,0.09315678847921154
91,0.2503529489040375,0.63756394,0.34742594,0.3111903,0.25686345,0.3211835,0.5214367929645536,0.4939093359394837,0.502388741557513,0.3045880010477049
88,0.2564634084701538,0.5924726,0.33890697,0.23280258,0.22279015,0.27202737,0.6444634398466942,0.6092227017595848,0.5445448720812189,0.2435185883720782
74,0.39384230971336365,0.69650686,0.13226643,0.42565352,0.2302039,0.19826616,0.24288188701820568,0.22370236378021405,0.1758602440442287,0.05122816034680297
75,0.2823631167411804,0.69155043,0.16323386,0.3565985,0.21968898,0.21421684,0.25607064767820154,0.20208368495416187,0.22999063874523798,0.006786095877557402
169,0.23508185148239136,0.66960126,0.33002025,0.32116258,0.20563957,0.2027011,0.4051352807067379,0.5010384545565014,0.05307033538982495,0.7973521194214215
174,0.4096890985965729,0.8187716,0.51295024,0.50206137,0.3067679,0.30119777,0.6400778649893932,0.6039785419915301,0.13689161780840908,0.06244523238546554
175,0.3618130087852478,0.7067528,0.37941924,0.44857657,0.27661023,0.28770775,0.40208442515033704,0.3421149335231698,0.2886511533921348,0.010690237743049773
173,0.33727580308914185,0.794775,0.55317205,0.5555405,0.35867247,0.4660291,0.6494570474577466,0.6142984338646309,0.16133546822250655,0.02695382611192576
106,0.2811450958251953,0.6150828,0.51234,0.52225924,0.4780598,0.5167083,0.5214696646917774,0.500563890173978,0.5374781925683598,0.3785575315581478
148,0.5546857714653015,0.6581996,0.30752575,0.24253927,0.22739562,0.27914542,0.2147751631559598,0.4573725299816127,0.26351593555121994,0.8536703595195795
104,0.4918380379676819,0.7640352,0.43011197,0.286811,0.21278188,0.32411873,0.5042087882718351,0.45448212422226486,0.07284447724489743,0.05106803437708848
139,0.5054236650466919,0.7250839,0.3856363,0.3903805,0.25011876,0.25367838,0.30780753830417007,0.2613381902493551,0.0930451760712076,0.10632144097795643
159,0.7959129810333252,0.70888186,0.26001823,0.36504203,0.22960714,0.2088189,0.12001779112482636,0.09257488718174964,0.27190404315673417,0.05588709782530358
2,0.7608880400657654,0.78473115,0.32840562,0.36368144,0.17003027,0.21130763,0.16311227764248892,0.1030848072522185,0.10949928472533589,0.044219529195005554
140,0.7207010984420776,0.7392042,0.3076703,0.35251772,0.22392449,0.2178884,0.3155929011175873,0.3123695928236714,0.1326446901126538,0.3191599835650033
139,0.6061263084411621,0.72526246,0.29844633,0.26080495,0.21550861,0.22496666,0.30780753830417007,0.2613381902493551,0.0930451760712076,0.10632144097795643
145,0.878692626953125,0.7177104,0.3083522,0.3279007,0.19259539,0.124236956,0.3209388753011573,0.25461789519041966,0.35160016726711146,0.019003566551198
143,0.8573539853096008,0.66336316,0.16834605,0.26601827,0.11268079,0.1645587,0.3570918377350596,0.30370041814220083,0.44637125755505713,0.061249028615548956
6,0.9192805886268616,0.7863066,0.21765825,0.22608514,0.18765786,0.20734142,0.2699418873061443,0.21164495962260307,0.5186691498571004,0.014599963441224804
142,0.6843692660331726,0.7265589,0.30112022,0.31045097,0.20402357,0.17056479,0.43685623254220163,0.38037426942233654,0.4169155600753032,0.015260141986665147
1,0.6983086466789246,0.8392033,0.33989644,0.31870335,0.17665723,0.19049023,0.5662171955216908,0.5227098253253021,0.806549143427706,0.10181221510334496
4,0.7599398493766785,0.8136173,0.29529184,0.20621829,0.1455541,0.23684837,0.3437555866101998,0.27881311726863456,0.7327773467917081,0.031133590086083886
4,0.8596888184547424,0.7865054,0.29981697,0.24322633,0.16698012,0.21153982,0.3437555866101998,0.27881311726863456,0.7327773467917081,0.031133590086083886
38,0.6860003471374512,0.6659995,0.15390834,0.42898178,0.29532298,0.34018064,0.4870476909742938,0.46981247009528404,0.29819440763552496,0.546003888376298
161,0.6992107629776001,0.7142958,0.3507365,0.36097437,0.26488718,0.1954015,0.4380301080533009,0.4913004822584386,0.35030490497094463,0.4557884982732605
33,0.6189708709716797,0.7665094,0.3032982,0.2434567,0.21699992,0.2513435,0.5519994876532586,0.5913107544166806,0.3514830700681021,0.6225135516011459
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
110,1e-06,0.79682535,0.14460737,0.15371619,0.2297652,0.43803078,0.8922671747670563,0.8814618319518894,0.9305300152452383,0.12429490231679285
0,,,,,,,,,,
122,0.3449260890483856,0.5941537,0.4066749,0.41308147,0.3120273,0.2774663,0.819124173867197,0.800982764281813,0.7664809282919746,0.04403700126549999
119,0.3410422205924988,0.86324406,0.26808885,0.15450974,0.16315466,0.25300395,0.9324269345023257,0.9256495188335603,0.5974206619081068,0.3999699949089553
176,0.368096262216568,0.6331319,0.39915803,0.45589912,0.27128854,0.23194988,0.4253226257739384,0.4389430374679786,0.1682734062147934,0.4972204565588388
172,0.39631688594818115,0.59467494,0.38847196,0.2708611,0.29180947,0.21820055,0.5444267910880152,0.49905236625861626,0.6142308291432471,0.03813902730486095
135,0.46489158272743225,0.6661191,0.37638795,0.31468332,0.24420604,0.20382197,0.7898056349909961,0.7687236465921248,0.42992642723142727,0.011880026471469083
138,0.6722009778022766,0.67831403,0.29396784,0.29245585,0.24890986,0.2530396,0.21774271281081514,0.23271843799128913,0.2706855642109942,0.14283214487072882
136,0.5635153651237488,0.6348271,0.31911945,0.33323693,0.26434162,0.26101947,0.5223326916507367,0.4974512235493086,0.23899159406732248,0.24905200055911106
163,0.5515142679214478,0.72240114,0.31719658,0.29192632,0.22491416,0.25657874,0.40115373241570884,0.34977752951566987,0.3521206055050903,0.0783024202910001
4,0.671524167060852,0.7980797,0.28203496,0.2695741,0.15520054,0.23384453,0.3437555866101998,0.27881311726863456,0.7327773467917081,0.031133590086083886
6,0.6113871335983276,0.74053186,0.2659125,0.28500938,0.2090796,0.15095676,0.2699418873061443,0.21164495962260307,0.5186691498571004,0.014599963441224804
127,0.5025897026062012,0.6508387,0.3634568,0.22547223,0.21049985,0.24925064,0.6164668052531521,0.577999349848776,0.4529893863107562,0.015522280695734521
0,,,,,,,,,,
120,1e-06,0.8227292,0.14460737,0.15371619,0.2297652,0.43803078,0.9004124746271143,0.8904240857638186,0.6894485811581542,0.2359934762615078
54,0.7339339256286621,0.83160734,0.51438034,0.4116196,0.2334356,0.30724496,0.4698338840711309,0.4166594999480915,0.4152759248240618,0.010250442060094893
10,0.7217931151390076,0.7437629,0.32526398,0.40282947,0.25229153,0.29749274,0.30920462065267706,0.3744130129028741,0.2744332576184608,0.5944357497679541
54,0.7723309397697449,0.72699255,0.3949352,0.36492735,0.20126548,0.27930838,0.4698338840711309,0.4166594999480915,0.4152759248240618,0.010250442060094893
8,0.7476309537887573,0.9101674,0.44547448,0.5219605,0.30259046,0.37057006,0.4444224318916383,0.38869934033762876,0.597240835418066,0.011253922197480424
8,0.7153504490852356,0.895165,0.54675215,0.49462712,0.22631505,0.32018155,0.4444224318916383,0.38869934033762876,0.597240835418066,0.011253922197480424
8,0.7974627017974854,0.9307599,0.5306928,0.46674597,0.2694176,0.33037883,0.4444224318916383,0.38869934033762876,0.597240835418066,0.011253922197480424
53,0.7739198803901672,0.842697,0.3238363,0.40471715,0.22155944,0.34697562,0.4371579939774075,0.3807062968024726,0.3817357268868008,0.010929597162788605
54,0.826337993144989,0.77254283,0.22016206,0.48920733,0.18572661,0.16105078,0.4698338840711309,0.4166594999480915,0.4152759248240618,0.010250442060094893
8,0.8303409814834595,0.89264,0.11327016,0.4011979,0.22545221,0.28693753,0.4444224318916383,0.38869934033762876,0.597240835418066,0.011253922197480424
96,0.7764062881469727,0.719505,0.3939684,0.40783417,0.22384194,0.3003416,0.3851151858622268,0.36654183642454197,0.17385888890318818,0.313244154256358
87,0.5328422784805298,0.6345993,0.14064538,0.3076232,0.20103046,0.22732256,0.34172448029758584,0.27830376430375847,0.4180029432415024,0.10285860180573714
87,0.4987056851387024,0.6248259,0.22697598,0.27889407,0.18831232,0.24087374,0.34172448029758584,0.27830376430375847,0.4180029432415024,0.10285860180573714
71,0.5703345537185669,0.6296885,0.32112372,0.21747543,0.19322518,0.23059584,0.42465470366785807,0.4067007364423275,0.27788132469223736,0.3639141632642888
86,0.5054985880851746,0.64730483,0.35595518,0.34919548,0.21973279,0.23372106,0.43708694755963595,0.41821206372592956,0.23905035586079293,0.32362951813250573
170,0.48938897252082825,0.6492192,0.18885794,0.36351937,0.22464976,0.28087068,0.5669627060967559,0.5235301088149225,0.44515600612313616,0.08997919406784978
86,0.5365393161773682,0.6479689,0.35497424,0.30912197,0.21286097,0.20148368,0.43708694755963595,0.41821206372592956,0.23905035586079293,0.32362951813250573
86,0.46647578477859497,0.64584595,0.36306122,0.36122036,0.22926697,0.27918625,0.43708694755963595,0.41821206372592956,0.23905035586079293,0.32362951813250573
99,0.4195275604724884,0.68698096,0.4781063,0.43194097,0.27075502,0.33296221,0.37740747083652115,0.353386966552653,0.14455724087433736,0.41076488070053807
99,0.3710193336009979,0.67024404,0.4597413,0.43308634,0.2452977,0.35735512,0.37740747083652115,0.353386966552653,0.14455724087433736,0.41076488070053807
113,0.4263114333152771,0.67336786,0.42091048,0.5712634,0.2623621,0.32878911,0.32378489460632487,0.37437975380650657,0.06064654761788886,0.6552617737183947
100,0.46982115507125854,0.7028323,0.34737346,0.43379366,0.18408903,0.23595206,0.41238924345015393,0.35559392469561746,0.16564389132563756,0.1879041848596817
100,0.43942517042160034,0.67623734,0.43820193,0.4848404,0.2681059,0.36783177,0.41238924345015393,0.35559392469561746,0.16564389132563756,0.1879041848596817
149,0.703461766242981,0.66399413,0.14020625,0.26892567,0.18914983,0.19665329,0.3193063778615941,0.2534937676478267,0.26446148589620766,0.03203644734298918
149,0.6825161576271057,0.66400564,0.33768085,0.28963876,0.19293341,0.21287517,0.3193063778615941,0.2534937676478267,0.26446148589620766,0.03203644734298918
149,0.6724689602851868,0.6533366,0.052667473,0.31206167,0.22174963,0.21830349,0.3193063778615941,0.2534937676478267,0.26446148589620766,0.03203644734298918
149,0.7449589967727661,0.6858359,0.2933688,0.1910189,0.16393718,0.20053805,0.3193063778615941,0.2534937676478267,0.26446148589620766,0.03203644734298918
149,0.7411519885063171,0.6852708,0.09985931,0.30145913,0.1692963,0.18821926,0.3193063778615941,0.2534937676478267,0.26446148589620766,0.03203644734298918
46,0.8625555634498596,0.68111694,0.24195111,0.3525489,0.16791531,0.18691774,0.21099236132960275,0.19360160861815165,0.40443162505958574,0.11906030152293993
46,0.8589182496070862,0.71274483,0.21826679,0.24802221,0.17280349,0.20123781,0.21099236132960275,0.19360160861815165,0.40443162505958574,0.11906030152293993
50,0.9015892148017883,0.7095497,0.17196423,0.30087972,0.19080123,0.17771916,0.1536957732882125,0.1949780896236785,0.3379752964303235,0.17105583221401435
45,0.8578099608421326,0.6575015,0.30160168,0.29188597,0.20041636,0.16830285,0.3050161359611252,0.2820214390165795,0.48208501255439506,0.17535523566281946
45,0.8368284106254578,0.6646718,0.31327376,0.29465073,0.18875423,0.23141931,0.3050161359611252,0.2820214390165795,0.48208501255439506,0.17535523566281946
41,0.522617518901825,0.66986006,0.527871,0.6645805,0.35441956,0.3258438,0.5213825044902958,0.47337832280159875,0.11419792158821873,0.17906862448065847
57,0.5357323288917542,0.6355895,0.5451789,0.64793193,0.36662617,0.5191247,0.6396070731031691,0.6037083167590752,0.40060340074400763,0.524050929760108
