Geodesic,Myelin,Michigan_FEOBV,Aghourian_FEOBV,Bedard_FEOBV,Tuominen_FEOBV,functional,abs_functional,structural,wresidC,G1residC,unwresidC,FiberLength,WiringCost
0.718208432197571,0.725157856941223,0.307165265083313,0.284613788127899,0.04092264175415,0.196568071842194,0.563640415668487,0.51988477,0.80569464,0.100993544,0.06258319,0.10567778,0.926806359287597,1
0.75660640001297,0.635853886604309,0.393783688545227,0.401919782161713,0.107446670532227,0.209680259227753,0.164173856377602,0.106873386,0.11259901,0.050152425,0.037691288,0.050891567,0.297931893575828,0.044925414160246
0.756608426570892,0.647891402244568,0.341122388839722,0.303877174854278,0.042399644851685,0.192182958126068,0.138739824295044,0.10362768,0.43365976,0.051173445,0.023672663,0.05362352,0.858000614615028,0.49828434703594
0.719053506851196,0.671180367469788,0.280372560024261,0.227710485458374,0.032227158546448,0.171075522899628,0.377697467803955,0.3163826,0.731491,0.044552784,0.025218384,0.04657599,0.967829542915744,0.948087416378204
0.779793977737427,0.632431626319885,0.181809768080711,0.27980500459671,0.076866507530212,0.147329092025757,0.315331816673279,0.25307277,0.6845521,0.02648763,0.0105568655,0.028410053,0.960529063190974,0.880557129335504
0.790395677089691,0.59970223903656,0.19011215865612,0.291225850582123,0.113283634185791,0.132431387901306,0.266429752111435,0.20955524,0.52737963,0.017112218,0.0055650556,0.018871887,0.850261830379649,0.600504899345001
0.662257969379425,0.549515008926392,0.258312404155731,0.34887021780014,0.149208426475525,0.159526228904724,0.241387188434601,0.19155176,0.30757168,0.04512954,0.024918752,0.04770878,0.670481662543484,0.276168263943859
0.702747046947479,0.81898295879364,0.580510079860687,0.709936678409576,0.21269154548645,0.381429076194763,0.442326426506043,0.38737467,0.5809013,0.020168599,0.019912416,0.021090321,0.806884198033037,0.627702819273599
0.726781189441681,0.71756374835968,0.696671843528748,0.60986202955246,0.198818325996399,0.38946270942688,0.418657690286636,0.36035165,0.46898258,0.022883149,0.003566344,0.025525685,0.789000928719693,0.495535470047599
0.693347632884979,0.507395029067993,0.344253957271576,0.563542783260345,0.202219605445862,0.265777051448822,0.322529286146164,0.37283805,0.27718413,0.5306959,0.5320114,0.5240693,0.5418038135902,0.201117999037678
0.562886238098145,0.448460102081299,0.635642051696777,0.582028210163116,0.212942838668823,0.284103393554687,0.222480908036232,0.34750023,0.0593417,0.62657183,0.5630495,0.6275839,0.163067380977908,0.012958883937385
0.621569633483887,0.438650727272034,0.290137588977814,0.58570784330368,0.235526323318481,0.195937275886536,0.269660115242004,0.2259768,0.22215973,0.04330607,0.054638654,0.0420103,0.496248983131872,0.147640493874909
0.915524423122406,0.660646557807922,0.169275477528572,0.290526568889618,0.03451681137085,0.144843399524689,0.040717650204897,0.048245877,0.5779287,0.026289923,0.008037482,0.028545132,0.931441309081424,0.720892118552123
0.567837297916412,0.613540172576904,0.428666234016418,0.494957149028778,0.034357905387878,0.130259692668915,0.72809112071991,0.7029221,0.5363513,0.087641574,0.063159145,0.09411532,0.77378521427864,0.55578943234332
0.760597348213196,0.51322615146637,0.290929019451141,0.371337115764618,0.124344110488892,0.172001123428345,0.564499139785767,0.5208194,0.54096705,0.05063882,0.04792048,0.05423614,0.988609618956356,0.716203048965165
0.931535303592682,0.629208922386169,1E-06,0.225730121135712,0.076611876487732,0.158971667289734,1E-06,0.012578543,0.3825088,0.019892203,0.005521151,0.021548554,0.751688843987945,0.385052596522674
0.929273903369904,0.509840607643127,0.068058609962463,0.279679477214813,0.059098958969116,0.129022359848022,0.070681996643543,0.097443536,0.3074273,0.07789114,0.047597405,0.080418035,0.636352879799525,0.261987738012661
0.615211486816406,0.44256591796875,0.22771455347538,0.311810076236725,0.172003149986267,0.221924066543579,0.383390009403229,0.33231765,0.3148212,0.03571191,0.019074032,0.038041424,0.722181586004047,0.304474482640541
0.95029753446579,0.580039501190185,0.228818610310554,0.318946421146393,0.048328399658203,0.121459186077118,0.033745121210814,0.044094827,0.26363713,0.040945932,0.02114776,0.042777695,0.489527317621427,0.17283194918718
0.864389777183533,0.539612889289856,0.228781417012215,0.397132694721222,0.123784422874451,0.147132515907288,0.111712299287319,0.066781975,0.25447786,0.019002022,0.008602254,0.020189865,0.489581170725301,0.166845781686374
0.788187265396118,0.503483772277832,0.076792329549789,0.318224012851715,0.135838866233826,0.09243381023407,0.143015995621681,0.09639573,0.26988488,0.030232558,0.017661488,0.031920332,0.63916987818915,0.231012444079905
0.740086555480957,0.488479733467102,0.279248774051666,0.29933112859726,0.14790940284729,0.12749046087265,0.261093020439148,0.20917918,0.29891506,0.036949027,0.022091549,0.039104164,0.699229804246338,0.279903448002956
0.774690747261047,0.6574627161026,0.4183189868927,0.389709889888763,0.145326614379883,0.244632303714752,0.193261340260506,0.117098995,0.18641947,0.0026011486,0.0036690466,0.0026391947,0.456257595001718,0.113904766040632
0.360927045345306,0.971453309059143,0.767904102802277,0.902966201305389,0.410448551177979,0.640936493873596,0.755704939365387,0.7312028,0.090280205,0.107125156,0.101709835,0.1063289,0.258447212992622,0.031246754145121
0.547976434230804,0.331941246986389,0.43570876121521,0.430929124355316,0.197573065757751,0.260994017124176,0.285020411014557,0.2414943,0.1637783,0.07515538,0.067468,0.075568974,0.474235596579793,0.104013815758867
0.589565634727478,0.258306980133057,0.386260151863098,0.428939878940582,0.049543142318726,0.163932263851166,0.224450752139091,0.1608823,0.31034037,0.054733917,0.031501498,0.058761407,0.852979311907689,0.35450085913959
0.763440728187561,0.377560257911682,0.43304705619812,0.515240848064423,0.133769512176514,0.255849242210388,0.549474000930786,0.5081235,0.4131846,0.046214577,0.032749247,0.046627935,0.934144983215605,0.516890955083599
0.559222400188446,0.38735556602478,0.342318713665008,0.454011142253876,0.193843007087707,0.20781797170639,0.393867492675781,0.34189826,0.10784009,0.1225855,0.104648106,0.12337746,0.360328581250132,0.052037865450748
0.811956465244293,0.369358539581299,0.306965291500091,0.425219714641571,0.110450983047485,0.188910722732544,0.428475767374039,0.37639198,0.43434453,0.07804668,0.082944416,0.07926048,0.934793461408226,0.543739073684249
0.725605010986328,0.449634313583374,0.414652526378632,0.448378264904022,0.164689660072327,0.253119468688965,0.480436772108078,0.54154074,0.47677988,0.5886876,0.5156338,0.60414356,1,0.638496381705524
0.613481998443604,0.489164590835571,0.399908006191254,0.320375144481659,0.08612847328186,0.222879111766815,0.600840151309967,0.58760756,0.4373589,0.4618214,0.43810084,0.47028127,0.90392189936215,0.529431036763702
0.565231144428253,0.421003699302673,0.617372810840607,0.771347582340241,0.359863400459289,0.470068693161011,0.584894955158234,0.5451275,0.46616092,0.10742361,0.028788617,0.11962689,0.650276177793517,0.405951571594679
