labels,geodesic,myelin,functional,structural,fused,funcG1,diffG1,funcG2,diffG2,wresidC
14,0.63416874,0.8173347,0.729077284946146,0.5417511250551845,0.8057894133611894,0.3540282397253203,0.5451404968949337,0.3147748060812667,1.0,0.04309273535178182
0,,,,,,,,,,
131,0.24419977,0.5493025,0.6436132725151973,0.9366667253244004,0.8432289358890628,0.2155254094271552,0.7612849113387813,0.5328625061003608,0.148973054462431,0.3141842609131566
0,,,,,,,,,,
134,0.5091602,0.6604759,0.6638523525661704,0.3426323302114964,0.6171770444257267,0.4453525364460534,0.8289822990925032,0.1739561551393006,0.4022726046603903,0.020125006342649503
18,0.6636329,0.7263129,0.3991659621178476,0.3190246249869865,0.4260367069742615,0.5749629239337383,0.8722687308647299,0.3606954614519799,0.5610130981909042,0.025509982960867993
153,0.5487845,0.75635564,0.3371317704153127,0.368540709759507,0.4222604953128928,0.5926019026840692,0.8566940418602462,0.4767244855007769,0.4910614795875637,0.053362244580517006
8,0.69463634,0.86178327,0.4444224318916383,0.597240835418066,0.667877722687789,0.5022081313987903,0.5978455280553705,0.7492858919796147,0.6797144643359209,0.011253922197479683
12,0.6202763,0.693471,0.2686194694943475,0.2207841040277051,0.2348168648694129,0.5477146259280258,0.5646423672583103,0.3979199524098915,0.6790882099470079,0.028802659660008355
96,0.73181224,0.7267511,0.3851151858622268,0.1738588889031881,0.246735321866546,0.760852820346543,0.6233360232370718,0.4664310418031205,0.7492544051031649,0.3132441542563581
9,0.7389778,0.82125276,0.4192658845135324,0.4759390885322133,0.5775389944463338,0.4410276177377583,0.7034287812711595,0.7456034326244013,0.6344229957033842,0.02385581294449608
9,0.66384786,0.79190654,0.4192658845135324,0.4759390885322133,0.5775389944463338,0.4410276177377583,0.7034287812711595,0.7456034326244013,0.6344229957033842,0.02385581294449608
53,0.81570756,0.8151696,0.4371579939774075,0.3817357268868008,0.5123831465272022,0.5141075670398195,0.6539292671057814,0.7246451131271455,0.6588061119323271,0.010929597162788308
51,0.78604984,0.7801689,0.3244980839735913,0.5126800133440961,0.531733046944503,0.4525965424408187,0.722876825928181,0.7448945272369177,0.5734396445045219,0.028072907458137782
55,0.7808585,0.7345123,0.5246822794342343,0.4304259649369701,0.6041133394784972,0.6067374125581402,0.5916444815869455,0.7031212181491374,0.6933986014598341,0.06640897126366435
8,0.81550616,0.87577534,0.4444224318916383,0.597240835418066,0.667877722687789,0.5022081313987903,0.5978455280553705,0.7492858919796147,0.6797144643359209,0.011253922197479683
96,0.75649774,0.69099295,0.3851151858622268,0.1738588889031881,0.246735321866546,0.760852820346543,0.6233360232370718,0.4664310418031205,0.7492544051031649,0.3132441542563581
72,0.46413127,0.6425973,0.5726200552476848,0.541846592014919,0.6800741402902057,0.068943657368143,0.4517720159467225,0.7797963897371317,0.7458470527966866,0.46566970446164446
69,0.40887502,0.6206502,0.4259315578437279,0.4842104715621649,0.58490378354961,0.1887965116841847,0.4345387895289083,0.5983125819981658,0.872691196133174,0.20409054725089276
71,0.5496795,0.626657,0.424654703667858,0.2778813246922373,0.3980003805846426,0.1567377740013815,0.6141067486462545,0.651402810909907,0.6633942762307958,0.363914163264289
86,0.46511173,0.6653746,0.4370869475596359,0.2390503558607929,0.3584272620800069,0.7519876887845697,0.5791339896718345,0.268753503592305,0.6969182008901503,0.3236295181325057
90,0.4002642,0.64350456,0.5512126448723977,0.6962681601683369,0.7743773026109282,0.3906455729193855,0.397841580803999,0.2068584464843844,0.5491177631961467,0.04513967783486827
84,0.52261746,0.64102006,0.3036629698684914,0.1700168693639625,0.2095606035328103,0.8787891033225654,0.6023245267541074,0.3581616960636282,0.7019169979611173,0.6488652187152123
82,0.4098097,0.65771526,0.3196429486945544,0.1952028740624047,0.254863787901347,0.8364324556951597,0.6452512625603578,0.2039340338074421,0.6401463334590565,0.5069855071278928
100,0.3872609,0.7127322,0.4123892434501539,0.1656438913256375,0.2433966164112351,0.716660728065039,0.6173175262848396,0.6668652338069642,0.5730662833373501,0.18790418485968166
168,0.33459145,0.71119666,0.5542131184599013,0.0630788731005574,0.2201173332909462,0.6038801932358693,0.6278919725863138,0.6459154277617318,0.6012816082443365,0.06278754310034307
108,0.38341886,0.6437615,0.3133450914143649,0.0724439708294111,0.0911590190453315,0.9875033418282386,0.6313861454365549,0.4035370060776302,0.6805375551197524,1.0
100,0.5024509,0.6662563,0.4123892434501539,0.1656438913256375,0.2433966164112351,0.716660728065039,0.6173175262848396,0.6668652338069642,0.5730662833373501,0.18790418485968166
105,0.46405438,0.7229518,0.3863255901251254,0.11841638783675,0.1694349847569556,0.8047054893683361,0.6512861008079247,0.6157916639304014,0.6224375917346976,0.3902942969176441
149,0.72671866,0.66397494,0.3193063778615941,0.2644614858962076,0.3130606697810829,0.4112259320620677,0.7960261363697898,0.1589292234595464,0.6547152353831297,0.03203644734298914
150,0.6819661,0.68811697,0.3651508756757136,0.162814132580992,0.2349662593397856,0.1231012550434156,0.7618198995287282,0.6322007408211411,0.7116164613520926,0.48090769560107877
149,0.64722323,0.65281504,0.3193063778615941,0.2644614858962076,0.3130606697810829,0.4112259320620677,0.7960261363697898,0.1589292234595464,0.6547152353831297,0.03203644734298914
144,0.7597988,0.72240126,0.2606551234042991,0.0825403086363185,0.082088525080968,0.6821403237326957,0.6916754032318433,0.1370948827090971,0.7405089889978212,0.17196172229260387
149,0.80918837,0.6745651,0.3193063778615941,0.2644614858962076,0.3130606697810829,0.4112259320620677,0.7960261363697898,0.1589292234595464,0.6547152353831297,0.03203644734298914
15,0.8173592,0.7002315,0.5679961977136765,0.5443656814947152,0.7265351510612912,0.369988602499411,0.7874879484574895,0.2298741637088264,0.875403486375653,0.0516080999369781
152,0.8392152,0.7673154,0.0593565619838916,0.4274160530875922,0.3201767081949513,0.62433734746529,0.9714632035406192,0.5042535109465127,0.6317661505586869,0.04612238395643905
17,0.91364527,0.7290597,0.0601908108965423,0.3071151857018221,0.2205502090336267,0.6520983985234002,0.9122796215168552,0.41410135453104,0.6809640253674469,0.08064534811364685
45,0.8234946,0.65317494,0.3050161359611252,0.482085012554395,0.5079318351737234,0.7175205714411648,0.9241782386344384,0.4078224020868196,0.7016070417373205,0.1753552356628193
27,0.77621436,0.6998143,0.5577089144921072,0.4198253825229203,0.640775829503873,0.4626932906950324,0.7271679879194427,0.4562379757660602,0.9144556943112824,0.007941199429276237
57,0.47532126,0.6232333,0.6396070731031691,0.4006034007440076,0.5829518582262403,0.7514644101675587,0.1562951305564361,0.4048315215095939,0.8710244421616019,0.5240509297601083
0,,,,,,,,,,
38,0.59550214,0.6422379,0.4870476909742938,0.2981944076355249,0.4376783914017597,0.797790279319146,0.4676509427826915,0.3707686036864787,0.9757592506471816,0.5460038883762981
164,0.10731647,0.62734884,0.8640882746245926,0.7934303859815437,0.8732740499270899,0.1731260645766607,0.0,0.7185605611895804,0.7187872945110296,0.17772338985753872
0,,,,,,,,,,
0,,,,,,,,,,
106,0.21557684,0.6381111,0.5214696646917774,0.5374781925683598,0.6317234813241606,0.8392001314128585,0.5963361631291895,0.5035993298333263,0.2696096047582349,0.378557531558148
131,0.22214669,0.56318635,0.6436132725151973,0.9366667253244004,0.8432289358890628,0.2155254094271552,0.7612849113387813,0.5328625061003608,0.148973054462431,0.3141842609131566
112,0.13748012,0.6883558,0.9270115492636356,0.4804877974008054,0.8152007420704939,0.5209170030459698,0.4845875836073771,0.1178033741656829,0.1927873461140462,0.1032456170031923
130,0.5657781,0.6780281,0.2547076721896775,0.0909940135439841,0.0775403162120197,0.2864446186390108,0.7082755310797566,0.3087815354688992,0.7129122915792327,0.1204642600559768
133,0.61770415,0.66402715,0.3879000350979984,0.2889802851015078,0.3891833958874632,0.37960784109164,0.7949813794769338,0.3229748870945378,0.5704215441741426,0.04631943583859949
176,0.48785874,0.6537394,0.4253226257739384,0.1682734062147934,0.267654865942906,0.113382415857267,0.8200137704680408,0.6968840470966783,0.6744924678258171,0.4972204565588389
1,0.84853303,0.8084382,0.5662171955216908,0.806549143427706,0.7972309776361981,0.6692759782978678,0.9158740207372345,0.2446437901854343,0.539465272530272,0.101812215103344
4,0.73617446,0.7913465,0.3437555866101998,0.7327773467917081,0.6491489592765056,0.5887259011913658,0.8931022941589848,0.4033604530114468,0.5917880395775853,0.03113359008608305
22,0.75254494,0.7300977,0.2665117915288131,0.3024437291281913,0.3191546040928228,0.5711737017378683,0.8500444149009996,0.3135449018323739,0.5617608871705811,0.02371363981020766
14,0.5439928,0.6985885,0.729077284946146,0.5417511250551845,0.8057894133611894,0.3540282397253203,0.5451404968949337,0.3147748060812667,1.0,0.04309273535178182
119,0.48361623,0.9451229,0.9324269345023256,0.5974206619081068,0.8662579057889159,0.1738010304411542,0.9047864486362036,0.6359729434427305,0.649070603995713,0.39996999490895535
1,0.5988931,0.80335945,0.5662171955216908,0.806549143427706,0.7972309776361981,0.6692759782978678,0.9158740207372345,0.2446437901854343,0.539465272530272,0.101812215103344
56,0.5430467,0.7220163,0.3558309364836853,0.1712335505770626,0.2184172584402747,0.7815013555252082,0.5948063321579458,0.729232442465191,0.6946856904216925,0.3664528201468816
78,0.4728828,0.6885514,0.228376665038672,0.1546829142599672,0.167436262392969,0.9654513732627716,0.6208426406984306,0.3664526802929762,0.6935549112167166,0.9139659462406088
80,0.54535496,0.7159391,0.2818232998425909,1e-06,1e-06,0.7212277577530742,0.6216075201097518,0.2308772858529697,0.7350973032958535,0.27061584181320447
73,0.55856484,0.6604698,0.4116885433883603,0.145354018224795,0.2405821396289103,0.4173402823959964,0.6121842463008567,0.2608611503463633,0.690968914390977,0.005252599299280784
68,0.64182854,0.65165126,0.5514326126587266,0.1010222601357669,0.2379112749322177,0.0897516194069097,0.6373097649026157,0.8176329469467705,0.7086472879395906,0.5224589104130684
117,0.6700208,0.71000147,0.1682515522421837,0.0743073875551464,0.0274900175546981,0.7779276198330222,0.6813517722140168,0.3747002357994041,0.743435725590471,0.3505043966150877
148,0.627191,0.65288913,0.2147751631559598,0.2635159355512199,0.2967414666911918,0.9794521341290824,0.7337564873363348,0.2558742297306574,0.5984769199493469,0.8536703595195797
52,0.6069815,0.7128788,0.3598052846382518,0.4427918197000519,0.5066750269531071,0.5379745658404441,0.7542804407311811,0.6725135590422989,0.5892966992774274,0.013905975350500996
9,0.58302814,0.8191064,0.4192658845135324,0.4759390885322133,0.5775389944463338,0.4410276177377583,0.7034287812711595,0.7456034326244013,0.6344229957033842,0.02385581294449608
42,0.8579348,0.6710587,0.2973440761785513,0.4721046967165532,0.4884893986414292,0.6816688403980418,0.8768460288534523,0.5616225055872649,0.644535920203822,0.11018627128100661
48,0.8418331,0.7550095,0.0564058287997704,0.3259310619587932,0.2522593484788685,0.6950825106216403,0.8575507336952597,0.4095395772813288,0.6689525766824497,0.13231187439385755
47,0.79716647,0.713632,0.2635886746794846,0.39415165264216,0.4059959852010243,0.651531760950383,0.8183394813073692,0.5738583739761699,0.637447779149381,0.07746711425597265
117,0.73477143,0.71664155,0.1682515522421837,0.0743073875551464,0.0274900175546981,0.7779276198330222,0.6813517722140168,0.3747002357994041,0.743435725590471,0.3505043966150877
55,0.6236462,0.7216101,0.5246822794342343,0.4304259649369701,0.6041133394784972,0.6067374125581402,0.5916444815869455,0.7031212181491374,0.6933986014598341,0.06640897126366435
37,0.66048265,0.70500803,0.4470000185968867,0.3019508672793431,0.4219154008855773,0.749882458439193,0.7711093517418757,0.5394910704406662,0.8343800681874125,0.300633831085593
8,0.71335244,0.83139163,0.4444224318916383,0.597240835418066,0.667877722687789,0.5022081313987903,0.5978455280553705,0.7492858919796147,0.6797144643359209,0.011253922197479683
39,0.8375085,0.7001175,0.3873459705857902,0.3937326610067257,0.4867190749943481,0.4815159460113444,0.8450563270663367,0.6510368804229412,0.7119000207179776,0.0023559739919954497
68,0.67195046,0.65422404,0.5514326126587266,0.1010222601357669,0.2379112749322177,0.0897516194069097,0.6373097649026157,0.8176329469467705,0.7086472879395906,0.5224589104130684
26,0.64715916,0.6400341,0.2176127855429928,0.3114721753923605,0.2991536387487762,0.3833112921988584,0.6653332624808889,0.393662892442772,0.7786926103421312,0.0395048385081234
43,0.51466936,0.68550676,0.4172196356890811,0.2704292460530064,0.3629162510635201,0.899444707197815,0.5989337419653757,0.6318675511951227,0.776229206395699,0.6852674769365459
61,0.20191097,0.6043544,0.7745377066496757,0.6496406169479796,0.7652678155337387,0.1020000912037537,0.0285864003867494,0.75409304463202,0.8077718436836175,0.2915316567569768
0,,,,,,,,,,
180,0.30267745,0.6018916,0.7163272420420568,0.5911083896244435,0.7751801671744607,0.5525395774102724,0.0629185451990022,0.269076218637208,0.7940156374950725,0.1611602483535725
179,0.41240522,0.6511564,0.6535640004609924,0.1694667578862017,0.4003876045670347,0.6429207004537523,0.4295737576659916,0.2231689700132657,0.9083847227590338,0.20119955500397227
76,0.22303335,0.63497776,0.2910068336962674,0.2533763714616033,0.279003261259491,0.392627578733134,0.6788562577561366,0.3360336120987836,0.5346505075820982,0.03750836423685285
94,0.1427242,0.64540017,0.6317372138488633,0.3296085762864105,0.5805964268766575,0.3368737430785869,0.5355200169976725,0.2545668976740735,0.4352873324760976,0.0931567884792113
91,0.25035295,0.63756394,0.5214367929645536,0.502388741557513,0.6375885907107965,0.706378101812789,0.4882234944367277,0.1104381322054078,0.4176917817977043,0.3045880010477047
88,0.2564634,0.5924726,0.6444634398466942,0.5445448720812189,0.7083484077009703,0.1571043574809729,0.2924204596100576,0.6185310599885807,0.6238276484245634,0.24351858837207851
74,0.3938423,0.69650686,0.2428818870182056,0.1758602440442287,0.1754148604509924,0.5783007857006524,0.6246737867786674,0.1625288559816004,0.6860826613156739,0.05122816034680154
75,0.28236312,0.69155043,0.2560706476782015,0.2299906387452379,0.2307361474054924,0.4548522242256076,0.6560840521623492,0.3317228372481147,0.5775869276947225,0.006786095877557458
169,0.23508185,0.66960126,0.4051352807067379,0.0530703353898249,0.1098206442948833,0.9306638201092602,0.6383121616028221,0.2524055546542337,0.6694568736299152,0.7973521194214217
174,0.4096891,0.8187716,0.6400778649893932,0.136891617808409,0.3632109247224245,0.6052933263444641,0.6902158652952924,0.4999188575278118,0.6694679299618623,0.062445232385465496
175,0.361813,0.7067528,0.402084425150337,0.2886511533921348,0.3973295869995222,0.5460503598539789,0.7892239366640375,0.6016286337567359,0.6297005331882444,0.010690237743049322
173,0.3372758,0.794775,0.6494570474577466,0.1613354682225065,0.4080454147545738,0.5710038757792654,0.7456992953920867,0.5271770365966474,0.6511804861681798,0.026953826111925205
106,0.2811451,0.6150828,0.5214696646917774,0.5374781925683598,0.6317234813241606,0.8392001314128585,0.5963361631291895,0.5035993298333263,0.2696096047582349,0.378557531558148
148,0.5546858,0.6581996,0.2147751631559598,0.2635159355512199,0.2967414666911918,0.9794521341290824,0.7337564873363348,0.2558742297306574,0.5984769199493469,0.8536703595195797
104,0.49183804,0.7640352,0.5042087882718351,0.0728444772448974,0.2038068328378404,0.5838645025119288,0.645944800055679,0.6374906712566342,0.6932362898113091,0.05106803437708704
139,0.50542367,0.7250839,0.30780753830417,0.0930451760712076,0.1063428790317456,0.6400431990802335,0.6990476682098259,0.4505712885639599,0.7127375083291095,0.10632144097795565
159,0.795913,0.70888186,0.1200177911248263,0.2719040431567341,0.2070147553445381,0.6237363304257048,0.888438377786218,0.430663704531902,0.616423850401376,0.0558870978253028
2,0.76088804,0.78473115,0.1631122776424889,0.1094992847253358,0.0329103342315958,0.5855083913328836,0.748054718130385,0.5503952598809363,0.7046339305917105,0.04421952919500463
140,0.7207011,0.7392042,0.3155929011175873,0.1326446901126538,0.163691328065529,0.7747544821289571,0.7290780461705255,0.394687818882161,0.7096283080310347,0.31915998356500347
139,0.6061263,0.72526246,0.30780753830417,0.0930451760712076,0.1063428790317456,0.6400431990802335,0.6990476682098259,0.4505712885639599,0.7127375083291095,0.10632144097795565
145,0.8786926,0.7177104,0.3209388753011573,0.3516001672671114,0.3993200297924431,0.4479793261082776,0.8770818608066375,0.3015544485688742,0.6671062858435544,0.01900356655119777
143,0.857354,0.66336316,0.3570918377350596,0.4463712575550571,0.5036991277521647,0.6424015581957523,0.9325035018607292,0.3834067966752766,0.5961952580697961,0.06124902861554829
6,0.9192806,0.7863066,0.2699418873061443,0.5186691498571004,0.4983313358032114,0.5692656363508606,0.9348103474162648,0.3503131403037931,0.5171228195056448,0.014599963441224538
142,0.68436927,0.7265589,0.4368562325422016,0.4169155600753032,0.5337514144624471,0.5657922702483702,0.9345127045221776,0.4795732749640218,0.6682554500618081,0.015260141986664888
1,0.69830865,0.8392033,0.5662171955216908,0.806549143427706,0.7972309776361981,0.6692759782978678,0.9158740207372345,0.2446437901854343,0.539465272530272,0.101812215103344
4,0.75993985,0.8136173,0.3437555866101998,0.7327773467917081,0.6491489592765056,0.5887259011913658,0.8931022941589848,0.4033604530114468,0.5917880395775853,0.03113359008608305
4,0.8596888,0.7865054,0.3437555866101998,0.7327773467917081,0.6491489592765056,0.5887259011913658,0.8931022941589848,0.4033604530114468,0.5917880395775853,0.03113359008608305
38,0.68600035,0.6659995,0.4870476909742938,0.2981944076355249,0.4376783914017597,0.797790279319146,0.4676509427826915,0.3707686036864787,0.9757592506471816,0.5460038883762981
161,0.69921076,0.7142958,0.4380301080533009,0.3503049049709446,0.4784175270020298,0.0583752033208372,0.4449740759239109,0.6821766902604551,0.956698582626294,0.4557884982732605
33,0.6189709,0.7665094,0.5519994876532586,0.3514830700681021,0.5165019747644084,0.0101092451301289,0.5052111265028701,0.9161589803563804,0.9801945604842132,0.622513551601146
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
110,0.0,0.79682535,0.8922671747670563,0.9305300152452384,0.9634922924472606,0.6172399500734831,0.4024973356982525,0.339394136773121,0.0,0.12429490231679298
0,,,,,,,,,,
122,0.3449261,0.5941537,0.819124173867197,0.7664809282919746,0.9282241220182734,0.5287389049977936,0.7824855270305194,0.3261492253552344,0.2535816685782824,0.044037001265499635
119,0.34104222,0.86324406,0.9324269345023256,0.5974206619081068,0.8662579057889159,0.1738010304411542,0.9047864486362036,0.6359729434427305,0.649070603995713,0.39996999490895535
176,0.36809626,0.6331319,0.4253226257739384,0.1682734062147934,0.267654865942906,0.113382415857267,0.8200137704680408,0.6968840470966783,0.6744924678258171,0.4972204565588389
172,0.3963169,0.59467494,0.5444267910880152,0.6142308291432471,0.7328820683111203,0.4669774032221685,0.9435589007864276,0.2709201832308576,0.2845571560879043,0.03813902730486051
135,0.46489158,0.6661191,0.7898056349909961,0.4299264272314272,0.7532657878124138,0.4836982841902984,0.8943231480006054,0.3348845563855372,0.5010300307551538,0.011880026471468727
138,0.672201,0.67831403,0.2177427128108151,0.2706855642109942,0.2800800426721144,0.6878856128716917,0.8280975114610712,0.2352062259764152,0.5914691249051227,0.14283214487072857
136,0.56351537,0.6348271,0.5223326916507367,0.2389915940673224,0.4018342549652754,0.7410311146748811,0.8253823892646164,0.2383451047616555,0.565768354524116,0.24905200055911117
163,0.55151427,0.72240114,0.4011537324157088,0.3521206055050903,0.46248397341161,0.6256007914750177,0.8696616711893842,0.2953918255647614,0.6420812018043399,0.07830242029099953
4,0.67152417,0.7980797,0.3437555866101998,0.7327773467917081,0.6491489592765056,0.5887259011913658,0.8931022941589848,0.4033604530114468,0.5917880395775853,0.03113359008608305
6,0.61138713,0.74053186,0.2699418873061443,0.5186691498571004,0.4983313358032114,0.5692656363508606,0.9348103474162648,0.3503131403037931,0.5171228195056448,0.014599963441224538
127,0.5025897,0.6508387,0.6164668052531521,0.4529893863107562,0.6831790622134462,0.5122103281275384,0.8785162633190853,0.4185031955924654,0.4443616332025966,0.015522280695734194
0,,,,,,,,,,
120,0.0,0.8227292,0.9004124746271143,0.6894485811581542,0.9076330995297012,0.2285246159826454,0.8451394460362963,0.6150112436838892,0.4633945434565544,0.23599347626150782
54,0.7339339,0.83160734,0.4698338840711309,0.4152759248240618,0.5649021188505436,0.4809785166721034,0.550128998741467,0.6793698753214283,0.6858025087299228,0.010250442060094508
10,0.7217931,0.7437629,0.309204620652677,0.2744332576184608,0.3290142239308786,0.8630375146844025,0.5458113670004864,0.4307915581893142,0.6883753137278704,0.5944357497679081
54,0.77233094,0.72699255,0.4698338840711309,0.4152759248240618,0.5649021188505436,0.4809785166721034,0.550128998741467,0.6793698753214283,0.6858025087299228,0.010250442060094508
8,0.74763095,0.9101674,0.4444224318916383,0.597240835418066,0.667877722687789,0.5022081313987903,0.5978455280553705,0.7492858919796147,0.6797144643359209,0.011253922197479683
8,0.71535045,0.895165,0.4444224318916383,0.597240835418066,0.667877722687789,0.5022081313987903,0.5978455280553705,0.7492858919796147,0.6797144643359209,0.011253922197479683
8,0.7974627,0.9307599,0.4444224318916383,0.597240835418066,0.667877722687789,0.5022081313987903,0.5978455280553705,0.7492858919796147,0.6797144643359209,0.011253922197479683
53,0.7739199,0.842697,0.4371579939774075,0.3817357268868008,0.5123831465272022,0.5141075670398195,0.6539292671057814,0.7246451131271455,0.6588061119323271,0.010929597162788308
54,0.826338,0.77254283,0.4698338840711309,0.4152759248240618,0.5649021188505436,0.4809785166721034,0.550128998741467,0.6793698753214283,0.6858025087299228,0.010250442060094508
8,0.830341,0.89264,0.4444224318916383,0.597240835418066,0.667877722687789,0.5022081313987903,0.5978455280553705,0.7492858919796147,0.6797144643359209,0.011253922197479683
96,0.7764063,0.719505,0.3851151858622268,0.1738588889031881,0.246735321866546,0.760852820346543,0.6233360232370718,0.4664310418031205,0.7492544051031649,0.3132441542563581
87,0.5328423,0.6345993,0.3417244802975858,0.4180029432415024,0.4854607007214793,0.2934815754586584,0.5655799848480242,0.4229601949959881,0.6597760873153418,0.1028586018057368
87,0.4987057,0.6248259,0.3417244802975858,0.4180029432415024,0.4854607007214793,0.2934815754586584,0.5655799848480242,0.4229601949959881,0.6597760873153418,0.1028586018057368
