labels,geodesic,functional,structural
38,0.7148901,0.48704769097429645,0.28126563482120015
161,0.7286569,0.43803010805330134,0.4191807567104877
33,0.6450378,0.5519994876532568,0.4617622947853186
0,0.0,,
0,0.0,,
0,0.0,,
110,0.0,0.8922671747670572,0.1410000635089286
0,0.0,,
122,0.3594521,0.8191241738672006,0.42543587516352505
119,0.35540468,0.9324269345023279,0.4537732827936663
