Geodesic,Myelin,Michigan_FEOBV,Aghourian_FEOBV,Bedard_FEOBV,Tuominen_FEOBV,functional,structural,funcG1,diffG1,wresidC
0.47703904,0.32341242,0.4928332,0.3639633,0.22979593,0.25787663,0.58623976,0.4419052,0.5048443,0.8749815,0.037879437
0.3800705,0.31839228,0.44622606,0.5091885,0.2827667,0.30623698,0.41486204,0.25645447,0.38460815,0.8704952,0.052986834
0.5051048,0.42070377,0.45086557,0.5075585,0.20188987,0.3020873,0.22431733,0.10906118,0.41515088,0.7479608,0.012514683
0.5321599,0.35933888,0.4511472,0.483854,0.18684709,0.21996593,0.25741583,0.09222067,0.28369758,0.71004915,0.12644452
0.24973641,0.09594548,0.40844196,0.34933573,0.19479322,0.19720024,0.6458534,0.9366114,0.21914446,0.7580526,0.31247354
0.42604637,0.23993456,0.31447488,0.421076,0.22003639,0.11633915,0.3803789,0.21367508,0.087866925,0.80623984,0.5715599
0.62079614,0.2902001,0.25300062,0.39945477,0.22621226,0.18749839,0.38079643,0.278421,0.37463912,0.79035705,0.050273824
0.5001673,0.25767303,0.35615575,0.35517257,0.19967401,0.15006518,0.65198,0.33767414,0.44117382,0.828417,0.03329154
0.4343568,0.27880073,0.32024872,0.31880337,0.20405507,0.22817957,0.7704977,0.42412007,0.4986957,0.8891657,0.024541589
0.5477235,0.2961372,0.42788076,0.35810345,0.19979143,0.2052648,0.5161198,0.24361564,0.73441976,0.8267346,0.24087724
0.6824892,0.31087768,0.26232034,0.41006762,0.23563755,0.22920388,0.27373233,0.24999432,0.8201694,0.76793635,0.42987725
0.67549515,0.3757031,0.30986756,0.32918316,0.18932593,0.20548612,0.22102296,0.2699069,0.6982625,0.82434404,0.16368712
0.57747704,0.4718058,0.3055367,0.41343874,0.18564045,0.25067806,0.30453342,0.09367326,0.63122386,0.7009659,0.102642745
0.6891695,0.47766697,0.31220382,0.45971566,0.19895327,0.23919773,0.3155929,0.13264468,0.77475446,0.72907805,0.31915998
0.7461964,0.46016407,0.37598068,0.42252177,0.15083778,0.21232122,0.4515257,0.14078873,0.55530673,0.7784161,0.01960199
0.7369715,0.46140373,0.363863,0.33250183,0.0920465,0.15605223,0.4091242,0.41682342,0.55910736,0.9291636,0.031760383
0.8293489,0.36084354,0.22276302,0.35569626,0.11297226,0.14113963,0.3355359,0.41798374,0.635689,0.9232724,0.05779855
0.7623163,0.4489993,0.3043747,0.34979266,0.07502484,0.116384625,0.27076203,0.12223597,0.6399603,0.71760494,0.1469202
0.86352944,0.43030727,0.28654873,0.33466035,0.081986666,0.06636852,0.32569808,0.35200116,0.42631093,0.87591,0.07684179
0.9253625,0.4371283,0.36138803,0.36781198,0.08831632,0.10618526,0.20840922,0.35539258,0.6686449,0.9121946,0.09639197
0.51701546,0.33228803,0.41266328,0.597565,0.22514594,0.23494416,0.2995545,0.21926248,0.8697755,0.6346972,0.57807356
0.59957945,0.29821885,0.32068586,0.42373282,0.1759131,0.21123177,0.22841154,0.24744686,0.90823704,0.7316556,0.7238216
0.7131633,0.3288027,0.22233428,0.3665443,0.123089194,0.17549372,0.3285315,0.26718742,0.38446757,0.7992733,0.10483613
0.69745296,0.37117374,0.32178396,0.42486364,0.13704383,0.20698792,0.36758333,0.16374232,0.1464081,0.76274455,0.46747547
0.797669,0.33001816,0.23557754,0.36567038,0.11080217,0.15332091,0.43038103,0.38196138,0.094050504,0.87741166,0.6753002
0.84742004,0.520941,0.27023864,0.32153958,0.05025959,0.14018065,0.059356563,0.42741606,0.6243374,0.9714632,0.046122383
0.51326877,0.5406221,0.3948856,0.31225044,0.15750492,0.28196186,0.33696228,0.4561239,0.59173447,0.86877364,0.047445018
0.5806614,0.51293504,0.42275918,0.33968323,0.18970752,0.17300332,0.24293804,0.31016612,0.62554294,0.8468195,0.07413875
0.4512604,0.2509148,0.53656995,0.3715828,0.2867626,0.33394432,0.62692314,0.44885278,0.24356478,0.8648613,0.2411527
0.7723393,0.532413,0.40462148,0.36475927,0.1419177,0.20723313,0.15333109,0.21230078,0.5619253,0.8253141,0.046319384
0.7346948,0.42355347,0.2910059,0.42397302,0.16567826,0.20534152,0.19473818,0.18485664,0.7090178,0.7914944,0.1869041
0.89242184,0.5087426,0.1708089,0.30465752,0.10346341,0.1689052,0.10569955,0.3439939,0.59247005,0.915822,0.031081231
0.8294351,0.49168766,0.22898416,0.42104656,0.16671062,0.16784757,0.11748623,0.256144,0.6039812,0.8778381,0.045897055
0.5293586,0.4597838,0.346321,0.26939386,0.11607242,0.16437721,0.33691123,0.4490272,0.59987736,0.84522337,0.06903141
0.7108951,0.41364527,0.45048922,0.5154689,0.23586452,0.22747433,0.44544137,0.34987313,0.06223607,0.44497362,0.4505656
0.6678637,0.33432305,0.4368984,0.5693968,0.29562032,0.39371288,0.56808025,0.33149853,0.28398246,0.39499912,0.16212665
0.5735851,0.5139946,0.41036093,0.33148056,0.19932926,0.2505716,0.4075541,0.353572,0.6166564,0.86974823,0.07151766
0.07295388,0.17600143,0.6382576,0.52215797,0.35584092,0.47553134,0.82641506,0.7285953,0.17117861,0.041560266,0.18429217
0.1338495,0.19862616,0.46782398,0.51750404,0.31966913,0.4036373,0.69926405,0.42508724,0.17506611,0.18732777,0.19023019
0.0046125054,0.3558278,0.83176917,0.95528215,0.61415136,0.5906552,0.96191865,0.92937034,0.5260704,0.06283305,0.08646597
0.21458174,0.23875237,0.9290277,0.9387012,0.80768645,0.80259895,0.530364,0.46345246,0.87105125,0.6727116,0.50099117
0.31165224,0.44672096,1.0000001,0.84262556,0.634302,0.907339,0.54829735,0.07492344,0.6202635,0.6464221,0.08467146
0.20204763,0.37199736,0.5085651,0.5581452,0.18517196,0.20639533,0.40355393,0.05407535,0.9297083,0.63817513,0.796296
0.4246226,0.2984351,0.2999652,0.45472223,0.16813672,0.2899146,0.55610967,0.4760897,0.27897775,0.5069664,0.12669142
0.30607772,0.30393195,0.2907673,0.50142497,0.18782198,0.25046408,0.2633383,0.28692162,0.6243164,0.63298905,0.13808744
0.35307878,0.12811899,0.40716434,0.33746558,0.21253908,0.0,0.57306206,0.61150026,0.4562405,0.92324346,0.049316224
0.29124647,0.7058238,0.74016094,0.7738238,0.41795588,0.5883392,0.6422075,0.15950048,0.59040636,0.74419284,0.04939283
0.39131427,0.8193711,0.7242045,0.6472973,0.25077033,0.38810027,0.6405589,0.13814515,0.6035349,0.6930612,0.060625155
0.4006437,0.5036715,0.39614922,0.65632516,0.2251929,0.21410197,0.39907232,0.27256984,0.55229664,0.78349906,0.017497832
0.40391207,0.28814054,0.5206206,0.46468335,0.2469387,0.19810933,0.43107513,0.19659208,0.1482659,0.8272436,0.43598625
0.5412257,0.3314215,0.2706101,0.38133556,0.18275416,0.13585031,0.5091069,0.14080268,0.24983962,0.75277305,0.18449306
0.17368263,0.17753744,0.5756268,0.41652673,0.30146086,0.31482482,0.5477955,0.3250216,0.757011,0.8008457,0.27143702
0.35619354,0.24241436,0.6301192,0.7392346,0.3013718,0.37467825,0.6501394,0.17355771,0.6086964,0.4286713,0.19188283
0.25636888,0.0,0.6462001,0.6517895,0.32518697,0.49405706,0.6948028,0.5387734,0.56299496,0.10554713,0.20684022
0.747588,0.7203988,0.292997,0.27376264,0.08050084,0.18606555,0.5289652,0.7992426,0.65956503,0.9142933,0.09488337
0.7711116,0.66492546,0.29349375,0.40534967,0.15530968,0.19579798,0.1963863,0.122461766,0.55782074,0.7562929,0.027403468
0.7952916,0.6764127,0.36745828,0.3198684,0.058228135,0.10954434,0.12960199,0.44023246,0.61617994,0.9375688,0.048565544
0.7642902,0.6690129,0.2606312,0.2505489,0.07448435,0.15589029,0.3334648,0.73297185,0.59144217,0.8956806,0.03387643
0.8287123,0.63097024,0.12663792,0.27701682,0.08301687,0.12563086,0.29892385,0.6856488,0.5837046,0.9304092,0.02301606
0.81808364,0.603181,0.21812056,0.2761287,0.111210704,0.1254744,0.23244545,0.5171465,0.55246234,0.9283511,0.009189166
0.6867646,0.5973098,0.11166568,0.25055844,0.16367161,0.16914046,0.21762267,0.31097853,0.57755536,0.84310037,0.032003667
0.68964744,0.82339084,0.6611531,0.6926623,0.20482445,0.34920657,0.42003697,0.5881895,0.4858863,0.599994,0.010027088
0.7350449,0.7163907,0.77727866,0.5691624,0.2068708,0.39408338,0.39428616,0.47009504,0.4290385,0.7003624,0.030441264
0.67889524,0.47434676,0.46084386,0.5095344,0.19894528,0.27521747,0.24479501,0.27985027,0.8605683,0.5459774,0.60970485
0.55620104,0.42512596,0.5348733,0.5409786,0.22749734,0.20743108,0.21839483,0.06479258,0.8631853,0.60007936,0.6248588
0.6167809,0.40657103,0.463897,0.4827934,0.15235496,0.2177695,0.3593525,0.2369177,0.7039524,0.5716349,0.32381368
0.94133145,0.6429385,0.1667283,0.3271324,0.06797528,0.12888402,0.06350001,0.585646,0.5964945,0.9884073,0.025157446
0.54940015,0.7856182,0.44352263,0.53341275,0.072514296,0.13170266,0.7135203,0.5334969,0.35575753,0.539533,0.06650467
0.7967576,0.516719,0.32987845,0.3664499,0.10651934,0.15333319,0.50248665,0.528823,0.47945082,0.8054178,0.019064084
0.9734532,0.6545371,0.19938196,0.2582764,0.10980904,0.16088498,0.008349271,0.42577782,0.5812567,0.9670382,0.020791369
0.9491214,0.5176649,0.24816199,0.31568557,0.06626201,0.065594316,0.05676929,0.3215968,0.63352185,0.9184772,0.063429445
0.6162287,0.49252808,0.3067363,0.3153388,0.1830467,0.18883097,0.41510895,0.32432204,0.53618777,0.8719961,0.011726439
0.99999994,0.610589,0.29730797,0.29137427,0.088487506,0.0614388,0.019390743,0.27665782,0.60997194,0.900693,0.046118725
0.88253295,0.55880487,0.29003084,0.27520937,0.100375056,0.12821496,0.08309276,0.23897566,0.5464673,0.8577168,0.010913809
0.80523914,0.5209999,0.18317716,0.33467156,0.1267674,0.13909352,0.115701795,0.27588022,0.54980886,0.8550582,0.011691291
0.7668682,0.5068759,0.1738366,0.30468494,0.14232075,0.14526719,0.21009158,0.3000289,0.5296598,0.85050017,0.0058374656
0.80631435,0.6594118,0.314492,0.43133575,0.21321595,0.23124349,0.18831,0.19529393,0.4804749,0.8252512,0.004315194
0.37517262,1.0000001,0.8679099,0.715115,0.36810887,0.70652926,0.7105949,0.09744184,0.644748,0.6796349,0.11369678
0.53322446,0.3503275,0.4434712,0.49011117,0.122681975,0.21829563,0.2607226,0.16995,0.8664495,0.71675336,0.58085394
0.5453987,0.27036798,0.42950284,0.5231102,0.08985114,0.11218792,0.34226882,0.3133126,0.6118635,0.6619756,0.12432735
0.71354455,0.3759135,0.37527657,0.5370279,0.14436758,0.2309615,0.44859713,0.42689466,0.5368991,0.74147624,0.07265611
0.5812573,0.4359486,0.37398344,0.40928,0.18160033,0.24634826,0.42517447,0.10669786,0.68605626,0.7085967,0.18753086
0.791284,0.34720767,0.2794963,0.36970705,0.10481405,0.13267809,0.37270054,0.43873695,0.45933887,0.84518576,0.016413582
