labels,diffG1,diffG2
2.0,0.2345300018787384,0.2345300018787384
2.0,0.25400322675704956,0.25400322675704956
2.0,0.2529991865158081,0.2529991865158081
2.0,0.2374565750360489,0.2374565750360489
2.0,0.1681135892868042,0.1681135892868042
2.0,0.2121727168560028,0.2121727168560028
2.0,0.2233409583568573,0.2233409583568573
2.0,0.13477659225463867,0.13477659225463867
2.0,0.13285362720489502,0.13285362720489502
2.0,0.12991863489151,0.12991863489151
2.0,0.24438783526420593,0.24438783526420593
2.0,0.23707540333271027,0.23707540333271027
2.0,0.2148156315088272,0.2148156315088272
2.0,0.16366463899612427,0.16366463899612427
2.0,0.1625388264656067,0.1625388264656067
2.0,0.16845138370990753,0.16845138370990753
2.0,0.09748037904500961,0.09748037904500961
2.0,0.13299861550331116,0.13299861550331116
2.0,0.020481623709201813,0.020481623709201813
2.0,0.10719049721956253,0.10719049721956253
2.0,0.11946602165699005,0.11946602165699005
2.0,0.005931292660534382,0.005931292660534382
2.0,0.13906417787075043,0.13906417787075043
2.0,0.09829739481210709,0.09829739481210709
2.0,0.14389052987098694,0.14389052987098694
2.0,0.19586747884750366,0.19586747884750366
2.0,0.23933275043964386,0.23933275043964386
2.0,0.255435049533844,0.255435049533844
2.0,0.24137672781944275,0.24137672781944275
2.0,0.12389527261257172,0.12389527261257172
2.0,0.18286411464214325,0.18286411464214325
2.0,0.1955246925354004,0.1955246925354004
2.0,0.021472761407494545,0.021472761407494545
2.0,0.05758044123649597,0.05758044123649597
2.0,0.12554717063903809,0.12554717063903809
2.0,-0.006960438098758459,-0.006960438098758459
2.0,0.07071226835250854,0.07071226835250854
2.0,0.09224539995193481,0.09224539995193481
2.0,-0.01928085833787918,-0.01928085833787918
2.0,0.08644649386405945,0.08644649386405945
2.0,0.10217854380607605,0.10217854380607605
2.0,0.16743628680706024,0.16743628680706024
2.0,0.11221924424171448,0.11221924424171448
2.0,0.21714390814304352,0.21714390814304352
2.0,0.25213921070098877,0.25213921070098877
2.0,0.2194063514471054,0.2194063514471054
2.0,0.13131996989250183,0.13131996989250183
2.0,0.23526495695114136,0.23526495695114136
2.0,0.09004280716180801,0.09004280716180801
2.0,0.213083416223526,0.213083416223526
2.0,-0.021181706339120865,-0.021181706339120865
2.0,-0.004367638844996691,-0.004367638844996691
2.0,0.15585757791996002,0.15585757791996002
2.0,-0.03616490587592125,-0.03616490587592125
2.0,-0.05679544061422348,-0.05679544061422348
2.0,-0.00953881535679102,-0.00953881535679102
2.0,0.11506178230047226,0.11506178230047226
2.0,-0.05930836871266365,-0.05930836871266365
2.0,-0.053639426827430725,-0.053639426827430725
2.0,0.0465315617620945,0.0465315617620945
2.0,-0.020034799352288246,-0.020034799352288246
2.0,0.044280920177698135,0.044280920177698135
2.0,0.09519238024950027,0.09519238024950027
2.0,0.1019790843129158,0.1019790843129158
2.0,0.19328747689723969,0.19328747689723969
2.0,0.17991842329502106,0.17991842329502106
2.0,0.23723751306533813,0.23723751306533813
2.0,0.2025711089372635,0.2025711089372635
2.0,0.2581029236316681,0.2581029236316681
2.0,0.1245666891336441,0.1245666891336441
2.0,0.23598092794418335,0.23598092794418335
2.0,-0.006587856914848089,-0.006587856914848089
2.0,0.08487260341644287,0.08487260341644287
2.0,0.23449991643428802,0.23449991643428802
2.0,-0.06936666369438171,-0.06936666369438171
2.0,-0.04226117953658104,-0.04226117953658104
2.0,0.19516970217227936,0.19516970217227936
2.0,-0.085679791867733,-0.085679791867733
2.0,-0.09632787853479385,-0.09632787853479385
2.0,-0.06312733888626099,-0.06312733888626099
2.0,0.1445256918668747,0.1445256918668747
2.0,-0.09775453060865402,-0.09775453060865402
2.0,-0.08233515173196793,-0.08233515173196793
2.0,0.02668255753815174,0.02668255753815174
2.0,0.00023442323436029255,0.00023442323436029255
2.0,0.026803942397236824,0.026803942397236824
2.0,0.03678372874855995,0.03678372874855995
2.0,0.15609821677207947,0.15609821677207947
2.0,0.14924320578575134,0.14924320578575134
2.0,0.05544842407107353,0.05544842407107353
2.0,0.19683773815631866,0.19683773815631866
2.0,0.22435876727104187,0.22435876727104187
2.0,0.08589908480644226,0.08589908480644226
2.0,0.20045949518680573,0.20045949518680573
2.0,0.251236230134964,0.251236230134964
2.0,-0.02578805759549141,-0.02578805759549141
2.0,0.12459536641836166,0.12459536641836166
2.0,0.23110224306583405,0.23110224306583405
2.0,0.24737225472927094,0.24737225472927094
2.0,-0.037327419966459274,-0.037327419966459274
2.0,0.08647209405899048,0.08647209405899048
2.0,0.23743078112602234,0.23743078112602234
2.0,0.24689486622810364,0.24689486622810364
2.0,-0.09211962670087814,-0.09211962670087814
2.0,-0.09777314960956573,-0.09777314960956573
2.0,-0.0604831725358963,-0.0604831725358963
2.0,0.1858329474925995,0.1858329474925995
2.0,-0.1085754856467247,-0.1085754856467247
2.0,-0.1121426597237587,-0.1121426597237587
2.0,-0.09018967300653458,-0.09018967300653458
2.0,0.12098529189825058,0.12098529189825058
2.0,-0.11015881597995758,-0.11015881597995758
2.0,-0.09645465761423111,-0.09645465761423111
2.0,0.012620281428098679,0.012620281428098679
2.0,-0.08226747810840607,-0.08226747810840607
2.0,-0.01592158153653145,-0.01592158153653145
2.0,0.10812221467494965,0.10812221467494965
2.0,0.07627812772989273,0.07627812772989273
2.0,0.2192225605249405,0.2192225605249405
2.0,0.2063063532114029,0.2063063532114029
2.0,-0.050660401582717896,-0.050660401582717896
2.0,0.0819544792175293,0.0819544792175293
2.0,0.21453478932380676,0.21453478932380676
2.0,0.24683520197868347,0.24683520197868347
2.0,-0.038482826203107834,-0.038482826203107834
2.0,0.11887623369693756,0.11887623369693756
2.0,0.2321082502603531,0.2321082502603531
2.0,-0.08784946799278259,-0.08784946799278259
2.0,-0.04757919907569885,-0.04757919907569885
2.0,0.09544190764427185,0.09544190764427185
2.0,0.2331322580575943,0.2331322580575943
2.0,-0.09403308480978012,-0.09403308480978012
2.0,-0.0981556698679924,-0.0981556698679924
2.0,-0.07428800314664841,-0.07428800314664841
2.0,0.13037723302841187,0.13037723302841187
2.0,-0.11681978404521942,-0.11681978404521942
2.0,-0.11657953262329102,-0.11657953262329102
2.0,-0.11951343715190887,-0.11951343715190887
2.0,-0.08721200376749039,-0.08721200376749039
2.0,-0.1271696537733078,-0.1271696537733078
2.0,-0.11736463755369186,-0.11736463755369186
2.0,-0.10458461195230484,-0.10458461195230484
2.0,-0.1167411357164383,-0.1167411357164383
2.0,-0.08161910623311996,-0.08161910623311996
2.0,0.007658794987946749,0.007658794987946749
2.0,0.03813862428069115,0.03813862428069115
2.0,0.12030653655529022,0.12030653655529022
2.0,0.21810612082481384,0.21810612082481384
2.0,-0.0642077699303627,-0.0642077699303627
2.0,0.0982334166765213,0.0982334166765213
2.0,0.22975537180900574,0.22975537180900574
2.0,-0.0418797992169857,-0.0418797992169857
2.0,0.11292234808206558,0.11292234808206558
2.0,0.2385789006948471,0.2385789006948471
2.0,-0.10520119965076447,-0.10520119965076447
2.0,-0.04815399646759033,-0.04815399646759033
2.0,0.10876227170228958,0.10876227170228958
2.0,0.2350773960351944,0.2350773960351944
2.0,-0.10801593959331512,-0.10801593959331512
2.0,-0.07940798997879028,-0.07940798997879028
2.0,-0.06346196681261063,-0.06346196681261063
2.0,0.10561302304267883,0.10561302304267883
2.0,-0.1254335641860962,-0.1254335641860962
2.0,-0.11784851551055908,-0.11784851551055908
2.0,-0.07844096422195435,-0.07844096422195435
2.0,-0.13538767397403717,-0.13538767397403717
2.0,-0.12773239612579346,-0.12773239612579346
2.0,-0.11285874247550964,-0.11285874247550964
2.0,-0.12911252677440643,-0.12911252677440643
2.0,-0.08509448915719986,-0.08509448915719986
2.0,0.153830423951149,0.153830423951149
2.0,0.2178359478712082,0.2178359478712082
2.0,0.12930496037006378,0.12930496037006378
2.0,-0.13688555359840393,-0.13688555359840393
2.0,-0.03460624814033508,-0.03460624814033508
2.0,0.11198443919420242,0.11198443919420242
2.0,-0.1265474110841751,-0.1265474110841751
2.0,-0.0480610728263855,-0.0480610728263855
2.0,0.11355207115411758,0.11355207115411758
2.0,0.22773689031600952,0.22773689031600952
2.0,-0.12493438273668289,-0.12493438273668289
2.0,-0.08669310808181763,-0.08669310808181763
2.0,-0.06346789002418518,-0.06346789002418518
2.0,-0.130811870098114,-0.130811870098114
2.0,-0.12024207413196564,-0.12024207413196564
2.0,-0.08972974121570587,-0.08972974121570587
2.0,-0.13788826763629913,-0.13788826763629913
2.0,-0.130990669131279,-0.130990669131279
2.0,-0.12154041230678558,-0.12154041230678558
2.0,-0.1348818838596344,-0.1348818838596344
2.0,-0.11081094294786453,-0.11081094294786453
2.0,-0.026561543345451355,-0.026561543345451355
2.0,-0.011604231782257557,-0.011604231782257557
2.0,0.12102576345205307,0.12102576345205307
2.0,-0.12546291947364807,-0.12546291947364807
2.0,-0.05796439200639725,-0.05796439200639725
2.0,0.10104607045650482,0.10104607045650482
2.0,-0.1272420585155487,-0.1272420585155487
2.0,-0.09929586201906204,-0.09929586201906204
2.0,-0.05235580727458,-0.05235580727458
2.0,-0.13361632823944092,-0.13361632823944092
2.0,-0.12755228579044342,-0.12755228579044342
2.0,-0.10795541107654572,-0.10795541107654572
2.0,-0.13894392549991608,-0.13894392549991608
2.0,-0.13591386377811432,-0.13591386377811432
2.0,-0.13120955228805542,-0.13120955228805542
2.0,-0.13665629923343658,-0.13665629923343658
2.0,-0.12919196486473083,-0.12919196486473083
2.0,-0.09011776745319366,-0.09011776745319366
2.0,-0.058671094477176666,-0.058671094477176666
2.0,0.09214494377374649,0.09214494377374649
2.0,-0.12352732568979263,-0.12352732568979263
2.0,-0.1035902351140976,-0.1035902351140976
2.0,-0.008864848874509335,-0.008864848874509335
2.0,-0.13513320684432983,-0.13513320684432983
2.0,-0.1306820511817932,-0.1306820511817932
2.0,-0.11649806797504425,-0.11649806797504425
2.0,-0.13792972266674042,-0.13792972266674042
2.0,-0.13471341133117676,-0.13471341133117676
2.0,-0.13820913434028625,-0.13820913434028625
2.0,-0.13268643617630005,-0.13268643617630005
2.0,-0.1179579570889473,-0.1179579570889473
2.0,-0.08912338316440582,-0.08912338316440582
2.0,-0.13198451697826385,-0.13198451697826385
1.0,-0.12933143973350525,-0.12933143973350525
2.0,-0.13724933564662933,-0.13724933564662933
1.0,-0.13505272567272186,-0.13505272567272186
1.0,-0.12393142282962799,-0.12393142282962799
1.0,-0.07375878840684891,-0.07375878840684891
2.0,-0.13689877092838287,-0.13689877092838287
2.0,-0.12538279592990875,-0.12538279592990875
1.0,-0.013498896732926369,-0.013498896732926369
1.0,-0.12181301414966583,-0.12181301414966583
1.0,-0.11870821565389633,-0.11870821565389633
1.0,-0.08351943641901016,-0.08351943641901016
1.0,-0.029398394748568535,-0.029398394748568535
1.0,-0.13503925502300262,-0.13503925502300262
1.0,-0.13563849031925201,-0.13563849031925201
1.0,-0.1304074227809906,-0.1304074227809906
1.0,-0.112264484167099,-0.112264484167099
1.0,-0.13868524134159088,-0.13868524134159088
1.0,-0.13504558801651,-0.13504558801651
1.0,-0.10402078926563263,-0.10402078926563263
1.0,-0.08250667154788971,-0.08250667154788971
1.0,0.04019945487380028,0.04019945487380028
1.0,-0.13391923904418945,-0.13391923904418945
1.0,-0.13571977615356445,-0.13571977615356445
1.0,-0.13481265306472778,-0.13481265306472778
1.0,-0.12187044322490692,-0.12187044322490692
1.0,-0.08237555623054504,-0.08237555623054504
1.0,-0.13986684381961823,-0.13986684381961823
1.0,-0.13805347681045532,-0.13805347681045532
1.0,-0.13325712084770203,-0.13325712084770203
1.0,-0.11978264153003693,-0.11978264153003693
1.0,-0.1362326592206955,-0.1362326592206955
1.0,-0.1289534717798233,-0.1289534717798233
1.0,-0.10739685595035553,-0.10739685595035553
1.0,-0.09595941752195358,-0.09595941752195358
1.0,-0.028009986504912376,-0.028009986504912376
1.0,0.07918333262205124,0.07918333262205124
1.0,0.12919433414936066,0.12919433414936066
1.0,-0.13816100358963013,-0.13816100358963013
1.0,-0.13150297105312347,-0.13150297105312347
1.0,-0.06286344677209854,-0.06286344677209854
1.0,0.03759618103504181,0.03759618103504181
1.0,0.10063192993402481,0.10063192993402481
1.0,-0.12904438376426697,-0.12904438376426697
1.0,-0.1373184621334076,-0.1373184621334076
1.0,-0.1386953741312027,-0.1386953741312027
1.0,-0.1360878348350525,-0.1360878348350525
1.0,-0.1266433298587799,-0.1266433298587799
1.0,-0.10051405429840088,-0.10051405429840088
1.0,-0.06744615733623505,-0.06744615733623505
1.0,-0.13559311628341675,-0.13559311628341675
1.0,-0.1322707086801529,-0.1322707086801529
1.0,-0.13022780418395996,-0.13022780418395996
1.0,-0.12389528006315231,-0.12389528006315231
1.0,-0.0919634997844696,-0.0919634997844696
1.0,-0.10251455754041672,-0.10251455754041672
1.0,-0.0816303938627243,-0.0816303938627243
1.0,-0.0507412925362587,-0.0507412925362587
1.0,0.002857786603271961,0.002857786603271961
1.0,0.049616601318120956,0.049616601318120956
1.0,0.07299559563398361,0.07299559563398361
1.0,0.08864209800958633,0.08864209800958633
1.0,-0.12689170241355896,-0.12689170241355896
1.0,-0.12742377817630768,-0.12742377817630768
1.0,-0.11380474269390106,-0.11380474269390106
1.0,-0.05091284587979317,-0.05091284587979317
1.0,0.0009383155265823007,0.0009383155265823007
1.0,0.018221843987703323,0.018221843987703323
1.0,0.024083873257040977,0.024083873257040977
1.0,-0.12723395228385925,-0.12723395228385925
1.0,-0.12594015896320343,-0.12594015896320343
1.0,-0.12741199135780334,-0.12741199135780334
1.0,-0.10946927219629288,-0.10946927219629288
1.0,-0.05243062227964401,-0.05243062227964401
1.0,-0.008310171775519848,-0.008310171775519848
1.0,0.006876674015074968,0.006876674015074968
1.0,0.036394089460372925,0.036394089460372925
1.0,-0.12486664205789566,-0.12486664205789566
1.0,-0.1200389638543129,-0.1200389638543129
1.0,-0.11647152900695801,-0.11647152900695801
1.0,-0.0980643704533577,-0.0980643704533577
1.0,-0.05419858172535896,-0.05419858172535896
1.0,-0.03440449386835098,-0.03440449386835098
1.0,-0.01265733689069748,-0.01265733689069748
1.0,0.023502744734287262,0.023502744734287262
1.0,-0.05323726683855057,-0.05323726683855057
1.0,-0.02785998396575451,-0.02785998396575451
1.0,-0.03220311552286148,-0.03220311552286148
1.0,-0.026297278702259064,-0.026297278702259064
1.0,-0.023815065622329712,-0.023815065622329712
1.0,-0.09436288475990295,-0.09436288475990295
1.0,-0.08793558180332184,-0.08793558180332184
1.0,-0.09293664991855621,-0.09293664991855621
1.0,-0.07575929909944534,-0.07575929909944534
1.0,-0.05491234362125397,-0.05491234362125397
1.0,-0.028011759743094444,-0.028011759743094444
1.0,-0.10613952577114105,-0.10613952577114105
1.0,-0.08503424376249313,-0.08503424376249313
1.0,-0.07442548871040344,-0.07442548871040344
1.0,-0.08872097730636597,-0.08872097730636597
1.0,-0.08523456007242203,-0.08523456007242203
1.0,-0.022883359342813492,-0.022883359342813492
1.0,-0.12664639949798584,-0.12664639949798584
1.0,-0.11638108640909195,-0.11638108640909195
1.0,-0.10407491028308868,-0.10407491028308868
1.0,-0.07982431352138519,-0.07982431352138519
1.0,-0.05628776550292969,-0.05628776550292969
1.0,-0.09492181241512299,-0.09492181241512299
1.0,-0.08709090948104858,-0.08709090948104858
1.0,-0.09572847187519073,-0.09572847187519073
1.0,-0.10151901841163635,-0.10151901841163635
1.0,-0.0673578605055809,-0.0673578605055809
1.0,-0.009835667908191681,-0.009835667908191681
1.0,-0.07185191661119461,-0.07185191661119461
1.0,-0.08125188946723938,-0.08125188946723938
1.0,-0.05589977279305458,-0.05589977279305458
1.0,-0.02790144272148609,-0.02790144272148609
1.0,0.033322978764772415,0.033322978764772415
1.0,0.09939812868833542,0.09939812868833542
1.0,0.09528092294931412,0.09528092294931412
1.0,0.09830307215452194,0.09830307215452194
1.0,0.13229750096797943,0.13229750096797943
1.0,0.1399034857749939,0.1399034857749939
1.0,-0.0514880046248436,-0.0514880046248436
1.0,0.04743136465549469,0.04743136465549469
1.0,0.09356994926929474,0.09356994926929474
1.0,0.08945337682962418,0.08945337682962418
1.0,0.051662106066942215,0.051662106066942215
1.0,0.026453610509634018,0.026453610509634018
1.0,-0.1335589438676834,-0.1335589438676834
1.0,-0.12758952379226685,-0.12758952379226685
1.0,-0.11107882112264633,-0.11107882112264633
1.0,-0.09084739536046982,-0.09084739536046982
1.0,-0.04656713828444481,-0.04656713828444481
1.0,0.002592072356492281,0.002592072356492281
1.0,-0.061418671160936356,-0.061418671160936356
1.0,-0.06318174302577972,-0.06318174302577972
1.0,-0.041495054960250854,-0.041495054960250854
1.0,-0.016506193205714226,-0.016506193205714226
1.0,0.012622896581888199,0.012622896581888199
1.0,-0.006025230977684259,-0.006025230977684259
1.0,-0.0036062919534742832,-0.0036062919534742832
1.0,-0.0062056295573711395,-0.0062056295573711395
1.0,-0.04604669660329819,-0.04604669660329819
1.0,0.16172155737876892,0.16172155737876892
1.0,0.21424418687820435,0.21424418687820435
1.0,0.17980711162090302,0.17980711162090302
1.0,-0.12715381383895874,-0.12715381383895874
1.0,-0.10830308496952057,-0.10830308496952057
1.0,-0.057636111974716187,-0.057636111974716187
1.0,-0.025471383705735207,-0.025471383705735207
1.0,0.018183697015047073,0.018183697015047073
1.0,0.04355316236615181,0.04355316236615181
1.0,-0.13554896414279938,-0.13554896414279938
1.0,-0.1308707594871521,-0.1308707594871521
1.0,-0.12399254739284515,-0.12399254739284515
1.0,-0.10842134803533554,-0.10842134803533554
1.0,-0.08430803567171097,-0.08430803567171097
1.0,-0.007045704871416092,-0.007045704871416092
1.0,-0.09670090675354004,-0.09670090675354004
1.0,-0.0785127803683281,-0.0785127803683281
1.0,-0.06969673186540604,-0.06969673186540604
1.0,-0.04671261087059975,-0.04671261087059975
1.0,-0.018855862319469452,-0.018855862319469452
1.0,-0.023271648213267326,-0.023271648213267326
1.0,-0.03447866067290306,-0.03447866067290306
1.0,-0.05429387092590332,-0.05429387092590332
1.0,0.06356606632471085,0.06356606632471085
1.0,0.08291403949260712,0.08291403949260712
1.0,0.10762111097574234,0.10762111097574234
1.0,-0.1343991458415985,-0.1343991458415985
1.0,-0.12440411746501923,-0.12440411746501923
1.0,-0.08139010518789291,-0.08139010518789291
1.0,-0.07845362275838852,-0.07845362275838852
1.0,-0.04380737617611885,-0.04380737617611885
1.0,-0.13574926555156708,-0.13574926555156708
1.0,-0.11175468564033508,-0.11175468564033508
1.0,-0.07676253467798233,-0.07676253467798233
1.0,-0.056020498275756836,-0.056020498275756836
1.0,-0.07791309058666229,-0.07791309058666229
1.0,-0.07271876186132431,-0.07271876186132431
1.0,-0.06815262883901596,-0.06815262883901596
1.0,-0.10313575714826584,-0.10313575714826584
1.0,0.05524064972996712,0.05524064972996712
1.0,-0.12462695688009262,-0.12462695688009262
1.0,-0.06557512283325195,-0.06557512283325195
1.0,-0.07835528254508972,-0.07835528254508972
1.0,-0.0732215940952301,-0.0732215940952301
1.0,-0.13289295136928558,-0.13289295136928558
1.0,-0.1035652831196785,-0.1035652831196785
1.0,-0.08716996759176254,-0.08716996759176254
1.0,-0.04148692637681961,-0.04148692637681961
1.0,-0.11928068101406097,-0.11928068101406097
1.0,-0.06200246140360832,-0.06200246140360832
2.0,-0.11748196929693222,-0.11748196929693222
2.0,-0.02461019530892372,-0.02461019530892372
1.0,-0.11973745375871658,-0.11973745375871658
1.0,-0.10422714054584503,-0.10422714054584503
2.0,-0.13462303578853607,-0.13462303578853607
1.0,-0.11921366304159164,-0.11921366304159164
1.0,-0.09642116725444794,-0.09642116725444794
2.0,-0.02439986914396286,-0.02439986914396286
2.0,-0.11356352269649506,-0.11356352269649506
2.0,-0.07038630545139313,-0.07038630545139313
2.0,-0.1344122737646103,-0.1344122737646103
2.0,-0.12310000509023666,-0.12310000509023666
2.0,-0.11435094475746155,-0.11435094475746155
2.0,-0.13453751802444458,-0.13453751802444458
2.0,-0.10581420361995697,-0.10581420361995697
2.0,-0.0854778066277504,-0.0854778066277504
2.0,-0.13352979719638824,-0.13352979719638824
2.0,-0.10096531361341476,-0.10096531361341476
2.0,-0.009812897071242332,-0.009812897071242332
2.0,0.1749943196773529,0.1749943196773529
2.0,-0.10476069897413254,-0.10476069897413254
2.0,-0.09224674850702286,-0.09224674850702286
2.0,-0.12600775063037872,-0.12600775063037872
2.0,-0.11995071172714233,-0.11995071172714233
2.0,-0.09709827601909637,-0.09709827601909637
2.0,-0.1267537772655487,-0.1267537772655487
2.0,-0.09704169631004333,-0.09704169631004333
2.0,-0.011958369985222816,-0.011958369985222816
2.0,-0.11804402619600296,-0.11804402619600296
2.0,-0.0843958780169487,-0.0843958780169487
2.0,0.036282435059547424,0.036282435059547424
2.0,-0.07359956949949265,-0.07359956949949265
2.0,-0.04039786010980606,-0.04039786010980606
2.0,-0.09809195250272751,-0.09809195250272751
2.0,-0.09543081372976303,-0.09543081372976303
2.0,-0.1178273931145668,-0.1178273931145668
2.0,-0.10840930789709091,-0.10840930789709091
2.0,-0.06076433137059212,-0.06076433137059212
2.0,0.04922909662127495,0.04922909662127495
2.0,-0.1188601553440094,-0.1188601553440094
2.0,-0.08895453810691833,-0.08895453810691833
2.0,0.03180842474102974,0.03180842474102974
2.0,-0.011812852695584297,-0.011812852695584297
2.0,0.08065495640039444,0.08065495640039444
2.0,-0.024284997954964638,-0.024284997954964638
2.0,0.038089048117399216,0.038089048117399216
2.0,0.1656665951013565,0.1656665951013565
2.0,-0.045433077961206436,-0.045433077961206436
2.0,0.030015768483281136,0.030015768483281136
2.0,0.19178226590156555,0.19178226590156555
2.0,-0.05617384985089302,-0.05617384985089302
2.0,-0.06596072763204575,-0.06596072763204575
2.0,0.005408989265561104,0.005408989265561104
2.0,-0.10067256540060043,-0.10067256540060043
2.0,-0.1016453355550766,-0.1016453355550766
2.0,-0.03162037953734398,-0.03162037953734398
2.0,-0.11938096582889557,-0.11938096582889557
2.0,-0.10776806622743607,-0.10776806622743607
2.0,-0.07104367017745972,-0.07104367017745972
2.0,-0.07089036703109741,-0.07089036703109741
2.0,0.03607051447033882,0.03607051447033882
2.0,0.08443202078342438,0.08443202078342438
2.0,0.19724412262439728,0.19724412262439728
2.0,0.039015837013721466,0.039015837013721466
2.0,0.15301495790481567,0.15301495790481567
2.0,0.23252294957637787,0.23252294957637787
2.0,0.0035669433418661356,0.0035669433418661356
2.0,0.022058429196476936,0.022058429196476936
2.0,0.14040341973304749,0.14040341973304749
2.0,0.2394644021987915,0.2394644021987915
2.0,-0.03511220961809158,-0.03511220961809158
2.0,-0.043192651122808456,-0.043192651122808456
2.0,-0.036672141402959824,-0.036672141402959824
2.0,0.1801469624042511,0.1801469624042511
2.0,-0.09482226520776749,-0.09482226520776749
2.0,-0.09675253927707672,-0.09675253927707672
