,0,1,2,3,4,5,6,7,8,9
0,0.18912573059214582,-0.02007283843943097,-0.028789752187633823,-0.005658708216765263,0.01639925544496812,-0.02190544837017709,-0.011910183966654376,0.009443340622562094,-0.015116260175448051,0.008229113335969202
1,0.1973462180328061,0.001108068247677786,-0.02814278288263735,-0.011317497924791201,0.012485346343764704,-0.03097902706274987,-0.010526835053505101,0.008007556327270177,-0.01606056948493391,0.0059696913901833345
2,0.20184066771399056,0.02609557069270765,-0.026382930970745764,-0.01756914505236812,0.006674585273205757,-0.039757022838614806,-0.006676217937687301,0.00651268301693196,-0.015267044593480064,0.0028518755508828244
3,0.16623302164102527,-0.06906411570859268,-0.030161575578562135,0.007722879116425642,0.021060354344294794,0.00822289696780358,-0.01141787275007247,0.012243687334985685,-1.2721001344486873e-05,0.0075541518291872035
4,0.1791857275720944,-0.051313380187800156,-0.030944510201782276,0.0026968698653294138,0.020837478459298706,-0.003389199175301209,-0.013237925522742519,0.01165470290415884,-0.005406520886579187,0.008296945917775196
5,0.1917548939218282,-0.02511082155443997,-0.03030633815040259,-0.004957051507894533,0.017180329443202833,-0.01887234298462461,-0.012306095889295071,0.009840097975822562,-0.011675498646215756,0.007255315348910702
6,0.1979831982617809,-0.004340700912221065,-0.029261891926292298,-0.009836648832978863,0.01453747494588909,-0.02869030672182594,-0.011679894602439882,0.008866658141453085,-0.015092032966713492,0.006500952067130538
7,0.20120330368584421,0.011210072632924825,-0.028103951177253433,-0.013664536900791722,0.01136438142047768,-0.03516867587186431,-0.0097685653758369,0.0077751307678843315,-0.01591300881909946,0.004898253817596675
8,0.03269597474481216,0.11317100941441853,0.05832193344193275,0.0032106974321078393,-0.014165185786600394,0.060005376974640715,-0.012717722802703326,-0.0015082485735761532,-0.019741007235093977,0.003140299609190654
9,0.010384992580728326,0.09275621586664823,0.0632471466156336,0.011357190458901531,-0.007939050181186985,0.06431623274979997,-0.011453406628764764,0.0007363593441244475,-0.0222025029154023,0.002487200480044404
10,0.020068896522858825,0.09340747748361536,0.07106004185797422,0.020508304788387218,-0.0043068760574048,0.06437196204588504,-0.009860099711419486,0.0019551174095971346,-0.02434862794043046,0.0020803839937410416
11,0.007299621831304255,0.10176180206485065,0.08248235428996854,0.02292971979301902,-0.0009891331672613128,0.05997330679833058,-0.007570913971449437,0.004618637414984979,-0.024276932234592465,0.00035648048526953235
12,0.013580011163819898,0.10261206865096018,0.08700152186839162,0.02808981077161142,0.000833924591003861,0.059665603168657405,-0.0066676465320660286,0.005079495454772996,-0.024398099707761762,0.0001521501935713589
13,0.01555079342542239,0.09965416069257134,0.09924410265947067,0.038246800469031214,0.01026906041162723,0.05162972296339303,-0.0016886686614869752,0.009199746855090183,-0.022884986045443596,-0.0036858424880694663
14,0.01337731533342887,0.09619562490274892,0.10344741507371016,0.04178903409327562,0.01215118824563065,0.04834503574683238,-0.00025869191793361233,0.009708321638071716,-0.022212089726218215,-0.002753834918461309
15,0.040741763733721174,0.09833068409373041,0.12214231576685704,0.06580782192358575,0.02509468366056026,0.03754361503118741,0.0054978634194124895,0.014562211602270055,-0.014296356311736137,-0.005463970918131641
16,0.1423025976462406,-0.06492199589088965,-0.023222234266743885,0.0005671068476770079,-0.0021105311185520355,0.006055724329754266,0.022495506022226195,-0.0039189644273595545,-0.002430250812649133,-0.0063003714420389705
17,0.154877058812616,-0.056537122808082735,-0.024611186275388396,-0.002115970695058338,-0.0002577867398294259,-0.0011634202098557774,0.015477868624889164,-0.0019300332303261599,-0.0028296606996866805,-0.006512947163393897
18,0.16018243627407258,-0.04347342976693687,-0.023497203429702372,-0.006301973899759407,-0.0029651025414336543,-0.00886604068414121,0.011960189832161103,-0.0005991849441746721,-0.0030823684819513255,-0.007793699731310217
19,0.16665143018450954,-0.03250017423931867,-0.02369014867474967,-0.009069502138624246,-0.0035088510768752166,-0.01407559964633527,0.008852427838154538,0.0009126095856857289,-0.0024781356248770015,-0.007581866108429631
20,0.1726087070709043,-0.022010193958839148,-0.02498902194521277,-0.01077425978479683,-0.0031197940832364203,-0.01620774812401112,0.007451364363761902,0.001795866024079273,0.0009906635086099024,-0.007539947560998856
21,0.16995049786131658,-0.010665073640464933,-0.023232302181441667,-0.012814183911042474,-0.005735624813125412,-0.017378138432525517,0.006842617222066445,0.003653391200956499,0.004228694994080532,-0.007223836983903764
22,0.17930194883759842,0.004217062960887098,-0.025210403595273646,-0.015137145712837002,-0.005145633452110218,-0.020535399497228095,0.007255338868003206,0.002914670879426836,0.006951563291572441,-0.007693025369160658
23,0.1847211103846519,0.015096531814215289,-0.025692077842063465,-0.016803373627800308,-0.004883544633012118,-0.022868041082278887,0.006126264880958017,0.0034571818643178045,0.009082930496071642,-0.007501526972412472
24,0.19265387841723614,0.04860748158828481,-0.025267109778511748,-0.02203504466557536,-0.008400970413041317,-0.025660757460454115,0.007210441092711091,0.0028796650066653853,0.015035840179055454,-0.007739612636226405
25,0.1840922556337795,0.10202119666549435,-0.020114704851418242,-0.022025897655732565,-0.012322127591023331,-0.012295513520543448,0.004931453356584062,0.0036958468738659414,0.026734654277750163,-0.005651830937483265
26,0.16462291656803396,-0.07433560635193763,-0.031206782084009687,0.010008991155208606,0.022987400079846763,0.012568094855073238,-0.011038525775641609,0.012327399106330236,0.0027368692491994136,0.00719075172869411
27,0.185146323883517,-0.044452222619273486,-0.031584947917343946,-2.15234691604822e-05,0.01922783591402488,-0.007825880625841683,-0.011354317056492966,0.01021603152696168,-0.005604229367971328,0.006312787878368393
28,0.17340550792032128,-0.06235834324320943,-0.03180212785824315,0.007244301321546819,0.024241939513080304,0.004965501447583399,-0.014062691096182538,0.012884438134974373,-0.001262904211317552,0.008964083377079794
29,0.19337480056576797,-0.023784916262848534,-0.030825477278414372,-0.004825914032459693,0.018127823302337392,-0.01912021241296427,-0.012937540148071159,0.010035055391628557,-0.011421137726653811,0.007345837540738567
30,0.20481888436013396,0.025959354354000493,-0.027332375191811843,-0.016959688595655737,0.00879124931890443,-0.039844391961401986,-0.00729176861963174,0.006588877485031909,-0.014760400390625405,0.002722639497830202
31,0.20670717002105662,0.06007765551395626,-0.021382002450417346,-0.02026999957927577,0.005933741600464271,-0.0465895631065882,-0.0044538762952947035,0.005268943163332002,-0.011764558468130855,-0.0008457418074557869
32,0.18376927820307495,-0.043304118869462824,-0.031145968461777765,0.0011950221267575808,0.021657817384102218,-0.00893579864759043,-0.014470246019317286,0.01149526462642643,-0.008528494208280835,0.008718776086429035
33,0.20831772159614761,0.03213314609087349,-0.028208072246880357,-0.01685372564794524,0.010819610800615337,-0.040267077675815215,-0.008293264201564092,0.006537549540908164,-0.01567301455232201,0.003967081763202059
