,Grad1corr,Grad1pval,Grad2corr,Grad2pval
Aghourian_FEOBV,0.1979484260082245,0.06930693069306931,-0.09337988495826721,0.37623762376237624
Bedard_FEOBV,0.16937479376792908,0.1188118811881188,0.04804359748959541,0.693069306930693
Tuominen_FEOBV,0.1619771271944046,0.19801980198019803,-0.11023113131523132,0.32673267326732675
M1,0.052423808723688126,0.6237623762376238,0.13515861332416534,0.2376237623762376
nAchRs,0.13023695349693298,0.25742574257425743,0.16090907156467438,0.12871287128712872
