,Grad1,Grad2
Aghourian_FEOBV,0.1894274353981018,0.31991079449653625
Bedard_FEOBV,0.1611308753490448,0.11272995173931122
Tuominen_FEOBV,0.13769705593585968,0.28019124269485474
M1,0.017408793792128563,-0.14257745444774628
nAchRs,0.0937480553984642,-0.05702564865350723
