,Grad1 upper 25% corr,Grad1 upper 25% pval,Grad1 lower 25% corr,Grad1 lower 25% pval,Grad2 upper 25% corr,Grad2 upper 25% pval,Grad2 lower 25% corr,Grad2 lower 25% pval
Aghourian_FEOBV,0.03607631474733353,0.7623762376237624,0.0972873643040657,0.4158415841584158,0.03607631474733353,0.7623762376237624,0.0972873643040657,0.4158415841584158
Bedard_FEOBV,-0.15586426854133606,0.1485148514851485,0.05011577904224396,0.5742574257425742,-0.15586426854133606,0.1485148514851485,0.05011577904224396,0.5742574257425742
Tuominen_FEOBV,-0.15463361144065857,0.13861386138613863,-0.015860866755247116,0.8415841584158416,-0.15463361144065857,0.13861386138613863,-0.015860866755247116,0.8415841584158416
M1,-0.013719595037400723,0.9306930693069307,-0.06836210191249847,0.36633663366336633,-0.013719595037400723,0.9306930693069307,-0.06836210191249847,0.36633663366336633
nAchRs,-0.1160028949379921,0.49504950495049505,-0.1294439285993576,0.26732673267326734,-0.1160028949379921,0.49504950495049505,-0.1294439285993576,0.26732673267326734
