,Grad1,Grad2
Aghourian_FEOBV,0.1979484260082245,-0.09337988495826721
Bedard_FEOBV,0.16937479376792908,0.04804359748959541
Tuominen_FEOBV,0.1619771271944046,-0.11023113131523132
M1,0.052423808723688126,0.13515861332416534
nAchRs,0.13023695349693298,0.16090907156467438
