,Grad1 upper 25%,Grad1 lower 25%,Grad2 upper 25%,Grad2 lower 25%
Aghourian_FEOBV,0.2591724693775177,-0.08863773941993713,0.2610381543636322,0.06325551122426987
Bedard_FEOBV,0.19955460727214813,-0.08481094986200333,0.14456215500831604,0.06528903543949127
Tuominen_FEOBV,0.24455972015857697,-0.11743170022964478,0.1793987900018692,0.07984024286270142
M1,-0.03455721214413643,0.017940793186426163,-0.027263645082712173,-0.014258857816457748
nAchRs,0.014924122020602226,-0.06253993511199951,-0.11839751154184341,-0.012328965589404106
